ID,Artist,Created_Time,User_ID,Message,Like,Share,Commite,Fan,Tag
212,Arrogant Worms, 2017-11-30T193936+0000,"id: '10301340425_10154868425495426',","message: 'Flat Joe is on tour with us today!'},",9,, 2),15439,tag:
213,Arrogant Worms, 2017-11-29T193702+0000,"id: '10301340425_10154862069295426',","message: 'We screwed up our first coupon! We feel bad, so we\'re offering it again from now until Sunday.  10% with the code ""Sorry"".  Head over now to the Little Box Store and spend, spend, spend!  www.arrogantworms.com/littleboxstore'},",1,, 0),15439,tag:
214,Arrogant Worms, 2017-11-29T140801+0000,"id: '10301340425_10154832005155426',","message: 'WEDNESDAY POLL:\nDoes Chris like mimes?',",11,, 2),15439,tag:
215,Arrogant Worms, 2017-11-27T142811+0000,"id: '10301340425_10154860484305426',","message: 'UPCOMING SHOWS!\nNov 30 - The Arrogant Worms @ Hugh\'s Room Live has a handful of standing room only tickets left.\nDec 1 - Heartwood Hall in Owen Sound is sold out!\nDec 7 - Free show (Mike and Trevor) at Kingston City Hall for Bring Your Thing: Celebrate Your Heritage. We will basically spend an hour riffing on ""Bring Your Thing"" with maybe a song or   two if we get around to it.\nFeb 10 - The Arrogant Worms at Rotary Hall in Midland, ON\nFeb 17 - Arrogant Worms: The First Farewell Tour at Shenkman Arts Centre / Centre des Arts Shenkman in Ottawa\n\nPlus, Alberta and BC in March!  www.arrogantworms.com'},",46,, 21),15439,tag:NovDec
216,Arrogant Worms, 2017-11-24T154447+0000,"id: '10301340425_10154854056465426',","message: 'If you’re the kind of no-good so-and-so that feels the need to torture vegetables before you murder them to death, then this is the must-have kitchen appliance for you!\nhttps://www.arrogantworms.com/product/vegetable-scream-machine-the-official-arrogant-worms-salad-spinner/'},",18,, 6),15439,tag:https://www.arrogantworms.com/product/vegetable-scream-machine-the-official-arrogant-worms-salad-spinner/
217,Arrogant Worms, 2017-11-24T050100+0000,"id: '10301340425_10154852525695426',","message: 'Because we have an online store now, social convention requires us to have a Black Friday sale. So, use the coupon code ""Go bowling"" at checkout to receive 10% off your entire purchase. That\'s nearly 11%!  \nwww.arrogantworms.com/littleboxstore'},",9,, 13),15439,tag:
218,Arrogant Worms, 2017-11-23T212005+0000,"id: '10301340425_10154852400435426',","message: ""Exciting announcement!  It is now easier for you to exchange your money for our goods!  CDs, DVDs, apparel, salad spinners (yep!), and more now for sale at the Little Box Store - the official online store of the Arrogant Worms.  \nwww.arrogantworms.com/littleboxstore\n\nWe're still fine-tuning it, so please let us know if you see any mistakes.  Otherwise, keep your eye out for our first ever Black Friday Sale!!""},",51,, 3),15439,tag:
219,Arrogant Worms, 2017-11-22T140800+0000,"id: '10301340425_10154832004440426',","message: 'WEDNESDAY POLL:\nIs Trevor usually in the middle?',",27,, 1),15439,tag:
220,Arrogant Worms, 2017-11-21T153701+0000,"id: '10301340425_10154844941310426',","message: ""We have a Christmas album called Christmas Turkey.  What's your favourite song?https://arrogantworms1.bandcamp.com/album/christmas-turkey""},",11,, 2),15439,tag:
221,Arrogant Worms, 2017-11-20T151906+0000,"id: '10301340425_10154844926490426',","message: 'Arrogant Worms concert tickets make the VERY BEST PRESENTS.  Here is where you can buy them for, say, Ottawa on February 17. http://shenkmanarts.ca/en/calendar_calendrier/february_fevrier_2018/the_arrogant_worms/index.htm'},",8,, 0),15439,tag:
222,Arrogant Worms, 2017-11-17T161141+0000,"id: '10301340425_10154838007785426',","message: 'chomp chomp chomp\nhttps://www.youtube.com/watch?v=d0Eqwjfnoos'},",22,, 2),15439,tag:
223,Arrogant Worms, 2017-11-15T140700+0000,"id: '10301340425_10154832003515426',","message: 'WEDNESDAY POLL:\nDid Mike pull his groin?',",4,, 0),15439,tag:
224,Arrogant Worms, 2017-11-14T145249+0000,"id: '10301340425_10154830741185426',","message: 'We are of cultural significance for we are on Wikipedia! Possibly also on Wikileaks as well, but time will tell. https://en.wikipedia.org/wiki/The_Arrogant_Worms'},",2,, 7),15439,tag:
225,Arrogant Worms, 2017-11-13T160329+0000,"id: '10301340425_10154828646300426',","message: ""Give us money every month and we'll give you warm regards and songs and acknowledgement. https://www.patreon.com/user?u=4746928""},",13,, 4),15439,tag:
226,Arrogant Worms, 2017-11-10T153220+0000,"id: '10301340425_10154821568285426',","message: 'This is nice.  https://www.youtube.com/watch?v=0qjzWSZ1mpI'},",36,, 6),15439,tag:
227,Arrogant Worms, 2017-11-09T153613+0000,"id: '10301340425_10154818952575426',","message: ""Here's a song. https://www.youtube.com/watch?v=N8P3UwL1SX0""},",56,, 6),15439,tag:
228,Arrogant Worms, 2017-11-06T162622+0000,"id: '10301340425_10154812760540426',","message: 'We had a fantastic time in Kingston on Saturday.  We hope everyone is enjoying their hoodies, salad spinners, shirts, etc.  \nNext up, Nov 30 in Toronto (there are two tickets left!) and Dec 1 in Owen Sound - The Arrogant Worms in Owen Sound'},",22,, 5),15439,tag:
229,Arrogant Worms, 2017-11-04T221338+0000,"id: '10301340425_10154809067015426',","message: 'Soundcheck is on now in Kingston!',",0,, 3),15439,tag:
230,Arrogant Worms, 2017-11-04T173000+0000,"id: '10301340425_10154807433575426',","message: 'Advanced sales for The Arrogant Worms in Kingston are over, but you can get tickets at the door for ",51,, 23),15439,tag:
231,Arrogant Worms, 2017-11-04T165307+0000,"id: '10301340425_10154808355550426',","message: ""Big show in Kingston today, and we're happy to have one of our Indiegogo supporters with us. Here's Flat Jamie helping us pack the merch!""},",56,, 13),15439,tag:
232,Arrogant Worms, 2017-11-03T193953+0000,"id: '10301340425_10154806627190426',","message: 'Sneak peek of our new merch! Available at shows for now, online soon ... \nThe shirt comes in black or white. The hoodie comes with stuff on the front AND the back!\nThere are also VARIOUS SIZES.',",70,, 17),15439,tag:There
233,Arrogant Worms, 2017-11-02T182835+0000,"id: '10301340425_10154804292665426',","message: ""#TBT to Trevor getting side eye from a kid while hugging a massive baseball and wearing an Arrogant Worms t-shirt.  BTW, that t-shirt will be back in stock for this Saturday's show in Kingston!""},",10,, 14),15439,tag:
234,Arrogant Worms, 2017-11-01T151301+0000,"id: '10301340425_10154796818310426',","message: ""We wrote a song about the Wolfe Island Ferry, which is in Kingston, where we are playing on Saturday. We performed it once at Hugh's Room in Toronto, where we are playing on Nov 30. Here's proof!  https://www.youtube.com/watch?v=5YxlyaXcz5I""},",49,, 4),15439,tag:
235,Arrogant Worms, 2017-10-31T135400+0000,"id: '10301340425_10154796878375426',","message: ""Happy Halloween (but it's not happy to everyone) https://www.youtube.com/watch?v=KTTMhOD7r5M""},",19,, 2),15439,tag:
236,Arrogant Worms, 2017-10-30T140600+0000,"id: '10301340425_10154796808690426',","message: ""We're playing in Kingston on Saturday, and we've played there before!  Queen's TV interviewed us about it once. https://www.youtube.com/watch?v=I0xFvRg1Gdo""},",13,, 1),15439,tag:
237,Arrogant Worms, 2017-10-30T130730+0000,"id: '10301340425_10154796825545426',","message: ""We are playing at Hugh's Room Live on Nov 30 and there are hardly any tickets left.  Just thought you should know.""},",58,, 2),15439,tag:
238,Arrogant Worms, 2017-10-28T192016+0000,"id: '10301340425_10154793194910426',","message: ""26 years ago, in Kingston, we did our first real show. And next Saturday we'll be playing Kingston again almost 26 years to the day.\nAnd, yes, there has been some slight inflation in ticket prices.\n\nhttps://www.facebook.com/events/276804986130427/""},",12,, 1),15439,tag:
239,Arrogant Worms, 2017-10-28T120446+0000,"id: '10301340425_10154792494155426',","message: 'I hope they let me try out their organ... (Mike)',",56,, 19),15439,tag:
240,Arrogant Worms, 2017-10-27T183439+0000,"id: '10301340425_10154790963800426',","message: 'NEW SONG!\nWith all these newfangled thingys and gizmos and doodads that have you ever thought about just giving up on keeping up?\nWell, the guy in this song has.\n\nThanks to all our Patrons who help us make these songs!'},",31,, 7),15439,tag:With
241,Arrogant Worms, 2017-10-26T165736+0000,"id: '10301340425_10154788438070426',","message: 'https://www.youtube.com/watch?v=79vj8veEw9w'},",10,, 1),15439,tag:
242,Arrogant Worms, 2017-10-25T190432+0000,"id: '10301340425_10154786451100426',","message: ""Here's Trevor with the poster for the Kingston show on Nov 4th!\nOh, oh! Looks like someone printed all the words backwards!""},",15,, 0),15439,tag:Oh
243,Arrogant Worms, 2017-10-24T150101+0000,"id: '10301340425_10154782773605426',","message: ""If you don't want to hear Chris babbling and Mike screwing up and Trevor trying to save the show, skip to 1:39 to hear the song.  Otherwise, enjoy!  https://www.youtube.com/watch?v=qQyroH-HbXU""},",39,, 9),15439,tag:
244,Arrogant Worms, 2017-10-22T020644+0000,"id: '10301340425_10154778000105426',","message: 'Here we are on stage in Arnprior with Flat Alexander!'},",56,, 5),15439,tag:
245,Arrogant Worms, 2017-10-21T222847+0000,"id: '10301340425_10154777707970426',","message: 'Dinner time!'},",42,, 14),15439,tag:
246,Arrogant Worms, 2017-10-21T192156+0000,"id: '10301340425_10154777352730426',","message: ""We're on the road to our show in Arnprior with our new friend Flat Alexander!""},",28,, 5),15439,tag:
247,Arrogant Worms, 2017-10-19T134844+0000,"id: '10301340425_10154772063165426',","message: 'https://www.youtube.com/watch?v=7-T3coiH-ss'},",11,, 0),15439,tag:
248,Arrogant Worms, 2017-10-17T180659+0000,"id: '10301340425_806344399537696',","message: ""We're playing at the Heartwood Concert Hall in Owen Sound on Friday, December 1!  Tickets are ",8,, 1),15439,tag:
249,Arrogant Worms, 2017-10-17T180157+0000,"id: '10301340425_10154767709520426',","message: ""Our incredibly profound lyrics made it into a House of Commons speech yesterday!  We think it means that we're actually running the country and you're all doomed.  https://www.youtube.com/watch?v=k3b1-7eog0c&feature=youtu.be&t=45s\nRichard Cannings""},",116,, 8),15439,tag:
250,Arrogant Worms, 2017-10-16T215920+0000,"id: '10301340425_10154765984960426',","message: 'Sold out!  Thank you, library lovers.  Next up after this is The Arrogant Worms in Kingston on November 4.',",20,, 0),15439,tag:
251,Arrogant Worms, 2017-10-13T152835+0000,"id: '10301340425_10154758451170426',","message: 'We recently asked folks to send us pictures of cats sitting on them so we could make a video for ""My Cat Sits on Me."" We figured we might get 10 pictures. We are now in possession of over 150 photos of cats sitting on humans. \nThis makes us happy.\nThank you.'},",20,, 0),15439,tag:
252,Arrogant Worms, 2017-10-12T152337+0000,"id: '10301340425_10154756395815426',","message: ""We have a few Ontario shows before 2017 is out, then we're off to Alberta and BC next March.  Oh, and an Ottawa show in February.  Anyway, here are the upcoming Ontario shows:\nThe Arrogant Worms @ Arnprior Public Library\nThe Arrogant Worms in Kingston\nThe Arrogant Worms in Toronto\nHeartwood Concert Hall (tickets on sale soon)\nArrogant Worms: The First Farewell Tour (Ottawa)\n\nBuy tickets!  BUY THEM ALL!""},",11,, 4),15439,tag:
253,Arrogant Worms, 2017-10-11T143912+0000,"id: '10301340425_10154754271585426',","message: 'We want to make a video for our new song ""My Cat Sits on Me."" So if you have any pictures of cats sitting on you, and wouldn\'t mind being a part of it, please post them or message them to us. And, to get you in the mood, here is a picture of Trevor with his cat sitting on him.'},",25,, 4),15439,tag:
254,Arrogant Worms, 2017-10-10T143801+0000,"id: '10301340425_10154740970720426',","message: 'SCIENTIFIC POLL: How was your weekend?'},",20,, 5),15439,tag:
255,Arrogant Worms, 2017-10-06T163801+0000,"id: '10301340425_10154740970120426',","message: 'SCIENTIFIC POLL: What are your weekend plans?'},",46,, 1),15439,tag:
256,Arrogant Worms, 2017-10-04T191516+0000,"id: '10301340425_10154739050125426',","message: 'SCIENTIFIC POLL: How about the weather?'},",22,, 3),15439,tag:
257,Arrogant Worms, 2017-10-03T141535+0000,"id: '10301340425_10154736154085426',","message: ""We will be playing in Owen Sound soon, but we can't tell you more quite yet.""},",90,, 10),15439,tag:
258,Arrogant Worms, 2017-09-30T150100+0000,"id: '10301340425_10154727653590426',","message: 'Recently, Trevor answered 10 questions.  http://minorjoystudios.com/?p=994'},",23,, 3),15439,tag:
259,Arrogant Worms, 2017-09-28T191101+0000,"id: '10301340425_10154725038350426',","message: 'The Patron-funded song of the month is here!\nIt\'s called, ""My Cat Sits on Me.""\nTrevor was trying to write a song. Then his cat sat on him.\nThe creative process is truly mysterious.'},",26,, 3),15439,tag:It\s
260,Arrogant Worms, 2017-09-27T014022+0000,"id: '10301340425_10154721133810426',","message: 'Scientific poll:  How are you?'},",106,, 19),15439,tag:
261,Arrogant Worms, 2017-09-25T132646+0000,"id: '10301340425_10154717304525426',","message: ""Here is a list of some shows we've played in the past, along with three setlists. We hope the completists find this incomplete resource to be highly valuable. https://www.setlist.fm/setlists/the-arrogant-worms-73d60a71.html""},",48,, 2),15439,tag:
262,Arrogant Worms, 2017-09-20T122901+0000,"id: '10301340425_10154681330120426',","message: ""We'd like you to regularly give us small amounts of money for new music and gratitude and other valuable commodities https://www.patreon.com/user?u=4746928""},",176,, 43),15439,tag:
263,Arrogant Worms, 2017-09-18T152801+0000,"id: '10301340425_10154681327935426',","message: ""Don't know how to download? Walkman missing? Vinyl records keep skipping in your car? Stream our entire catalogue here!  http://www.arrogantworms.com/albums/""},",15,, 15),15439,tag:
264,Arrogant Worms, 2017-09-16T183701+0000,"id: '10301340425_10154681339245426',","message: 'https://www.youtube.com/watch?v=W6o-ZXlWDCk'},",101,, 167),15439,tag:
265,Arrogant Worms, 2017-09-14T233100+0000,"id: '10301340425_10154681333045426',","message: ""We used to blog. We haven't in four years. There is really no good reason to read through old blogs.  http://www.arrogantworms.com/about/blog/""},",17,, 34),15439,tag:
266,Arrogant Worms, 2017-09-13T152000+0000,"id: '10301340425_10154681314755426',","message: ""Our new album really isn't that new anymore, but it's the newest. Buy the First Farewell Album here  https://arrogantworms1.bandcamp.com/album/the-first-farewell-album""},",7,, 36),15439,tag:
267,Arrogant Worms, 2017-09-11T201701+0000,"id: '10301340425_10154676925300426',","message: ""We're playing in Medicine Hat on Saturday, March 17. Ticket info is here - https://buy.tixx.ca/eventperformances.asp?evt=820""},",11,, 29),15439,tag:
268,Arrogant Worms, 2017-09-09T135130+0000,"id: '10301340425_10154678976285426',","message: 'Is anyone else in love with Celine Dion? https://www.youtube.com/watch?v=s4Iqi8XGl6Y'},",20,, 6),15439,tag:
269,Arrogant Worms, 2017-09-06T165701+0000,"id: '10301340425_10154664499810426',","message: 'Hockey start soon. Hockey good. https://www.youtube.com/watch?v=pHnDZ5z7NQk'},",7,, 2),15439,tag:
270,Arrogant Worms, 2017-09-03T163744+0000,"id: '10301340425_10154664472230426',","message: ""Throwback Sunday to that time Margaret Atwood sang Canada's Really Big - https://www.youtube.com/watch?v=ZD3UWXHJCmk""},",149,, 16),15439,tag:
271,Arrogant Worms, 2017-09-02T153327+0000,"id: '10301340425_10154661938170426',","message: ""For those who keep asking if we're going to play in their city soon, the answer is YES (assuming you live in one of these places): \n\nArnprior\nKingston\nToronto\nOttawa\nFort McMurray\nSherwood Park\n\nMore dates to come, particular in Alberta. \nhttp://www.arrogantworms.com/tour-calendar/""},",40,, 83),15439,tag:
272,Arrogant Worms, 2017-09-01T140315+0000,"id: '10301340425_10154659317575426',","message: 'https://www.youtube.com/watch?v=JohcbfO0OjA'},",13,, 3),15439,tag:
273,Arrogant Worms, 2017-08-29T123428+0000,"id: '10301340425_1031293133640049',","message: 'The Arrogant Worms began in 1991 as a comedy troupe performing songs and sketches on Queen’s University campus radio. The early feedback on the live shows was clear: lose the sketches. So the songs endured and they all remain because the band hates to throw anything out. The songs were written to make fun of a big dumb world. Luckily, the world is still dumb and The Arrogant Worms (Mike McCormick, Chris Patterson and Trevor Strong) still have plenty to sing about. The shows are fast, furious and family friendly. The wit is quick, the satire is biting and the musicianship is second to none. Their appeal has earned them fans from kids to parents to grandparents to Princess Leia. The Arrogant Worms have sold more than 160,000 copies of their 14 albums. The band has played on three continents to crowds as large as 100,000 and were recognized in 2003 as the Touring Act of the Year by the Canadian Arts Presenters Association. The Worms have entertained at corporate functions, sung anthems at sporting events and emceed at major festivals. Their songs are in school lesson plans, in textbooks and even played on the Space Shuttle. On earth or in space, everyone digs these Worms. Over a quarter century after they began, The Arrogant Worms continue to provide tuneful and silly escapism for everyone who needs it. And if you think you don’t need it, well you’re wrong. You do. The Arrogant Worms know what’s best for you and what’s best for you is The Arrogant Worms.',",37,, 7),15439,tag:
274,Arrogant Worms, 2017-08-29T021541+0000,"id: '10301340425_10154650649250426',","message: ""Toronto.  You've been deprived of so many things for so long.  Your cultural drought will be over when we perform at Hugh's Room Live on November 30.  Tickets available here - http://hughsroomlive.com/event/the-arrogant-worms-4/""},",5,, 0),15439,tag:
275,Arrogant Worms, 2017-08-24T191642+0000,"id: '10301340425_10154640319875426',","message: ""NEW SONG!\nOur Patron-sponsored song of the month is here! Give it a listen, or just look at the pretty picture!\nAnd, if you haven't done your good deed for the day, feel free to become one of our noble patrons.""},",14,, 0),15439,tag:OurAnd
276,Arrogant Worms, 2017-08-23T144727+0000,"id: '10301340425_10154636953685426',","message: 'Mike pulled his groin. https://www.youtube.com/watch?v=j7qZD6b19IA'},",15,, 1),15439,tag:
277,Arrogant Worms, 2017-08-22T020801+0000,"id: '10301340425_10154629299855426',","message: 'Watch this RIGHT before bed - https://www.youtube.com/watch?v=a8TOWw5tE74'},",5,, 1),15439,tag:
278,Arrogant Worms, 2017-08-20T115551+0000,"id: '10301340425_10154629298205426',","message: 'Thank you to this stupid video maker for making this stupid video - https://www.youtube.com/watch?v=boenbohMSa8'},",3,, 0),15439,tag:
279,Arrogant Worms, 2017-08-18T005659+0000,"id: '10301340425_10154623555045426',","message: ""Seven years ago this August we played at Hugh's Room Live in Toronto.  No, not to the date, we're not that on-the-ball.  Anyway, someone regarded our set and here's a song we sang.  https://www.youtube.com/watch?v=EOTvG0vfq78""},",9,, 0),15439,tag:
280,Arrogant Worms, 2017-08-16T145001+0000,"id: '10301340425_10154618695820426',","message: 'Would you run away if you were in Prince George?  https://www.youtube.com/watch?v=2N0qq_XC4FU'},",12,, 1),15439,tag:
281,Arrogant Worms, 2017-08-14T134854+0000,"id: '10301340425_10154614027680426',",message: 'For as little as ,52,, 3),15439,tag:
282,Arrogant Worms, 2017-08-12T140131+0000,"id: '10301340425_10154609111080426',","message: ""It seems we have yet to be the subject of a meme. Is that good? Will memes hurt our integrity?  Do we have integrity?  Or have we not made it until we are memed?  These are things we don't know.\nPlease tell us if we're cool or not.""},",68,, 7),15439,tag:
283,Arrogant Worms, 2017-08-09T151732+0000,"id: '10301340425_10154601988365426',","message: 'Get tickets now at www.arnpriorlibrary.ca'},",60,, 3),15439,tag:
284,Arrogant Worms, 2017-08-06T174501+0000,"id: '10301340425_10154589971520426',","message: 'Tee hee. Poo.\nhttps://www.youtube.com/watch?v=qkyvE5t6JYc'},",63,, 10),15439,tag:
285,Arrogant Worms, 2017-08-04T173342+0000,"id: '10301340425_10154589970465426',","message: 'We played in Calgary and sang a song we wrote. https://www.youtube.com/watch?v=bVVOUHTtJkY'},",23,, 14),15439,tag:
286,Arrogant Worms, 2017-08-03T172529+0000,"id: '10301340425_10154587707900426',","message: 'https://www.youtube.com/watch?v=KmK0bZl4ILM'},",151,, 19),15439,tag:
287,Arrogant Worms, 2017-08-02T180629+0000,"id: '10301340425_10154585532210426',","message: 'New Song! \nThanks to all our Patrons who make it possible for us to make such beautiful music.\nAnd thanks in advance to all the new Patrons we will get from this very attractive picture alone!'},",29,, 3),15439,tag:
288,Arrogant Worms, 2017-08-01T172040+0000,"id: '10301340425_276804986130427',","message: ""The Arrogant Worms are back in Kingston where it allllll started.  \nTickets are ",75,, 10),15439,tag:
289,Arrogant Worms, 2017-08-01T171743+0000,"id: '10301340425_10154583167505426',","message: ""People of Kingston!  We will be playing at Chalmers United Church on Saturday, November 4. Tickets are ",26,, 3),15439,tag:
290,Arrogant Worms, 2017-07-27T132043+0000,"id: '10301340425_10154570302745426',","message: ""Some things you should know:\n\n- We're touring British Columbia and Alberta in March\n- We're playing in Kingston on Nov 4\n- That jacket is nice, but we liked the other one better\n- More details on the Kingston show next week\n- More details on the west coast tour will arrive likely in August.\n- We'll have merch available online in the fall\n- You're not so bad yourself""},",29,, 2),15439,tag:
291,Arrogant Worms, 2017-07-21T130407+0000,"id: '10301340425_10154552156615426',","message: ""This time next week, we'll be at Farm Fest Terre Ferme Festival in good ol' Willow Bunch, Saskatchewan. \nIt's a great place for us to play, because we always ask for a bunch of willows in our backstage rider.""},",37,, 8),15439,tag:
292,Arrogant Worms, 2017-07-19T132910+0000,"id: '10301340425_10154546256065426',","message: 'If we spoke (sang) Mandarin - https://www.youtube.com/watch?v=Ej531OLpRAA&index=11&list=PLbiQX-Z6GnGnmj3Qc7Xski59NAQHsS8Rk'},",9,, 2),15439,tag:
293,Arrogant Worms, 2017-07-17T144732+0000,"id: '10301340425_10154540698260426',","message: ""CONTEST TIME!\n\nWe like videos. We watch them on this internet a lot. Sometimes, in a mad panic of vanity, we search for ourselves and wonder why we squandered our youth. Even in those videos from last week. \nWe have time to watch videos, but no time to make them. Do you have time to make videos of us? Lyric videos, reaction videos, unboxing videos (ever unboxed Mike? It's thrilling) or whatever trendy people do in videos these days. Throw water bottles, eat flour, perform minor car repairs, etc.\nWhat we're saying is, if you're the sort of person that is bold enough to undertake such a project for the benefit of Arrogant Worms fans everywhere, and humanity in general, we'll treat you to a free download of our ENTIRE DISCOGRAPHY. \nThere is also a grand prize: Russell's shorts. The actual shorts. On August 11, we'll pick our favourite video and the winner will receive Russell's shorts. \nJust DM us here with a link to your video and post it with the hashtag #wormsvids. We'll put it out to our Facebook fans and send your download code right away!""},",17,, 5),15439,tag:We #wormsvids.
294,Arrogant Worms, 2017-07-14T180006+0000,"id: '10301340425_10154531317995426',","message: 'Our fans spend a lot of time staring at our faces, our hair, our instruments, our hands, etc.  Our feet, sadly, get overlooked.'},",12,, 0),15439,tag:
295,Arrogant Worms, 2017-07-11T120945+0000,"id: '10301340425_10154522009025426',","message: ""We've been around for over 25 years and we're STILL writing hit songs!  Like, if Billboard tracked unsigned Canadian comedy trios, we'd easily be on that top 50 chart. You can help us to write more hit songs by regularly giving us very small amounts of money.  https://www.patreon.com/user?u=4746928""},",10,, 2),15439,tag:
296,Arrogant Worms, 2017-07-08T145650+0000,"id: '10301340425_10154513738900426',","message: ""Thanks to everyone who came to our Ontario shows these last few weeks.  Next up, we're heading to Willow Bunch, Saskatchewan on July 29 and 30.  http://www.farmfesterreferme.ca/""},",11,, 3),15439,tag:
297,Arrogant Worms, 2017-07-08T032855+0000,"id: '10301340425_10154512653340426',","message: 'We had a great time playing the Westben Arts Festival Theatre. We talked about important things like poutine fireworks and Chris debuted his Donald Trump impersonation to rave reviews (okay, one guy told him he liked it.) Best of all, after the show we got to have ice cream.'},",13,, 0),15439,tag:
298,Arrogant Worms, 2017-07-07T145639+0000,"id: '10301340425_10154510511700426',","message: 'Our show tonight in Campbellford is tonight - in Campbellford!  There are a handful of tickets still available - https://tickets.westben.ca/TheatreManager/1/login&event=0\nArrogant Worms - TGIFun!'},",61,, 29),15439,tag:
299,Arrogant Worms, 2017-07-04T134007+0000,"id: '10301340425_10154500855275426',","message: ""Arrogant Worms - TGIFun! is this Friday at Westben Arts Festival Theatre in glorious Campbellford, ON! We'll put the Fun in TGIFun. See you there?""},",17,, 3),15439,tag:
300,Arrogant Worms, 2017-07-03T190845+0000,"id: '10301340425_10154498443365426',","message: ""The file name of this photo is 'in New York looking at Mike'. Because we were looking at Mike while in New York.""},",36,, 2),15439,tag:
301,Arrogant Worms, 2017-07-01T140524+0000,"id: '10301340425_10154491036515426',","message: ""Thank you, Gravenhurst, for a fantastic night of opera.  We're heading to Campbellford next, Westben Arts Festival Theatre needs us. See you there on Friday!""},",26,, 2),15439,tag:
302,Arrogant Worms, 2017-07-01T132600+0000,"id: '10301340425_10154440040170426',","message: 'And really old.  \nhttps://www.youtube.com/watch?v=XhiDILWFXBE'},",69,, 5),15439,tag:
303,Arrogant Worms, 2017-06-30T172700+0000,"id: '10301340425_10154440042885426',","message: 'Maybe on our 300th birthday, this will seem quaint.\nhttps://www.youtube.com/watch?v=3G84iG3Ny3o'},",101,, 18),15439,tag:
304,Arrogant Worms, 2017-06-30T145201+0000,"id: '10301340425_10154487450645426',","message: ""It's tonight!  We're playing the Gravenhurst Opera House, which is in Gravenhurst, which is a lovely place.  It would be lovely if you were there. http://sa1.seatadvisor.com/sabo/servlets/EventSearch?presenter=TOG""},",9,, 0),15439,tag:
305,Arrogant Worms, 2017-06-30T130801+0000,"id: '10301340425_10154487517210426',",message: 'Canada day is upon us! Unprepared? We can help!\nGet ALL OF OUR CANADIANA SONGS for only ,53,, 3),15439,tag:Get
306,Arrogant Worms, 2017-06-29T132002+0000,"id: '10301340425_10154484305405426',","message: 'Tomorrow night is Gravenhurst Opera House night!  Buy tickets here, and everyone wins - http://goo.gl/upqKGG'},",29,, 4),15439,tag:
307,Arrogant Worms, 2017-06-29T123100+0000,"id: '10301340425_10154440051345426',","message: ""Perhaps not the greatest (unless there's an alternate reality where Gord Lightfoot, Stompin' Tom, Buffy Sainte-Marie, Ian Tyson, Blue Rodeo, the Hip, and like eight dozen other songwriters didn't exist), but hopefully still great.\nhttps://www.youtube.com/watch?v=4vqUvWileB0""}]",99,, 32),15439,tag:
308,Avril Lavigne, 2018-04-02T203241+0000,"id: '5413509299_10155814322089300',","message: 'Never a dull moment. ??????\nRyan Cabrera : “ I could of hit you in the head” \nMe: “That’s okay... POUR!!!!!” Champagne ?? ?? \nlol'},",12023,399, 2404),15439,tag:”
309,Avril Lavigne, 2018-03-22T192742+0000,"id: '5413509299_10155784801599300',","message: '#WorldWaterDay is NOW!  Help UN-Water get the word out! Access to safe water is a human right. Join #CleanWaterHere2018 and let your voice be heard here: bit.ly/2ilieem - so everyone can have access to Clean Water Here'},",4717,300, 1495),15439,tag: #WorldWaterDay #CleanWaterHere2018
310,Avril Lavigne, 2018-03-15T194907+0000,"id: '5413509299_10155764481084300',","message: 'Thanks Billboard ????',",95224,34479, 9085),15439,tag:
311,Avril Lavigne, 2018-03-14T183434+0000,"id: '5413509299_10155761564409300',","message: '??My new playlist on Spotify ??\nhttp://spoti.fi/2tORJaf'},",58905,12845, 6664),15439,tag:
312,Avril Lavigne, 2018-03-09T183038+0000,"id: '5413509299_10155747629064300',","message: '#fbf to Vanity Fair ??',",50195,2254, 1947),15439,tag: #fbf
313,Avril Lavigne, 2018-03-07T205014+0000,"id: '5413509299_10155742403199300',","message: '??music with Stephan Moccio ????'},",9547,273, 1574),15439,tag:
314,Avril Lavigne, 2018-03-05T211027+0000,"id: '5413509299_10155736989829300',","message: '???? Stephan Moccio'},",11970,336, 1731),15439,tag:
315,Avril Lavigne, 2018-03-03T174958+0000,"id: '5413509299_10155730849184300',","message: 'Mood ??'},",23715,688, 2423),15439,tag:
316,Avril Lavigne, 2018-03-02T180120+0000,"id: '5413509299_10155728071639300',","message: '#FBF to my Glamour Italia shoot ?? We shot these photos at Chateau de la Napoule, a beautiful castle in Mandelieu-la-Napoule, South of France!\n?? by Mark Liddell',",31326,1304, 1239),15439,tag: #FBF
317,Avril Lavigne, 2018-03-01T200216+0000,"id: '5413509299_10155725347544300',","message: 'Follow my new best of playlist on Spotify.\nI’ll also be adding new music there soon ????'},",9940,489, 1131),15439,tag:
318,Avril Lavigne, 2018-03-01T175227+0000,"id: '5413509299_10155725089279300',","message: 'The insanely talented producer/ songwriter, Lauren Christy. It’s been such a wonderful experience reconnecting since my first album and to be writing together once again. Dress by Nikki Lund Style',",16474,280, 904),15439,tag:
319,Avril Lavigne, 2018-02-28T194112+0000,"id: '5413509299_10155722670504300',","message: 'Thank you Bebe Rexha for hosting the Women in Harmony dinner to celebrate the strongest female writers, producers and artists in the music industry. It was an amazing event ????\nDress and styled by Nikki Lund Style'},",21094,658, 1643),15439,tag:
