likes,comments,caption,mediaid,hashtag,Game_name,post_hashtag_id
36825,146,Don’t miss your chance to duel with the development team and claim exciting goodies during the year-end celebration for #PokemonDuel! Tap the link in our bio for details!,1.94039E+14,['pokemonduel'],POKEMON,134
65881,371,"Oh, the weather outside is frightful…but these holiday-themed Pokémon activities are so delightful! Click the link in our bio to get in on all the fun! 🎄 #PokemonHolidayCheer",1.93939E+14,['pokemonholidaycheer'],POKEMON,135
28222,260,Searching for Cryogonal? Head outside on a snowy day—this Pokémon comes to life in snow clouds! ❄️ #PokemonHolidayCheer,1.93881E+14,['pokemonholidaycheer'],POKEMON,136
41381,551,Ice-type master Lorelei knows how to heat up a battle! How would you take on this frosty member of the Elite Four? #PokemonLetsGo,1.93744E+14,['pokemonletsgo'],POKEMON,137
41572,474,"The way you play will never be the same. 
Get up and #GOBattle with Trainer Battles in #PokemonGO!",1.93718E+14,['gobattle',POKEMON,138
41572,474,"The way you play will never be the same. 
Get up and #GOBattle with Trainer Battles in #PokemonGO!",1.93718E+14, 'pokemongo'],POKEMON,139
46842,154,"’Tis the season for #PokemonHolidayCheer! We’re kicking off our holiday celebration with fun activities, episodes, and more! Pour a cup of hot chocolate, follow the link in our bio, and dive in, Trainers!",1.93441E+14,['pokemonholidaycheer'],POKEMON,140
61970,655,"❗ It’s happening, Trainers. Get ready for head-to-head action in #PokemonGO! Trainer Battles have arrived and are starting to roll out. Ready to prove your team is the very best? Leave a ❗ below if you’re excited to #GOBattle!",1.93316E+14,['pokemongo',POKEMON,141
61970,655,"❗ It’s happening, Trainers. Get ready for head-to-head action in #PokemonGO! Trainer Battles have arrived and are starting to roll out. Ready to prove your team is the very best? Leave a ❗ below if you’re excited to #GOBattle!",1.93316E+14, 'gobattle'],POKEMON,142
58639,375,Couldn’t catch #PokemonThePowerOfUs in theaters? No problem! Follow the link in our bio to learn how you can get in on Ash and Pikachu’s latest big-screen adventure!,1.93232E+14,['pokemonthepowerofus'],POKEMON,143
50504,271,"Powerful Pokémon become even stronger when they work together on new TAG TEAM cards in the latest #PokemonTCG expansion, Sun & Moon—Team Up! Tap the link in our bio for details!",1.92917E+14,['pokemontcg'],POKEMON,144
78152,904,"Trainers, get ready to go toe-to-toe in #PokemonGO! New Trainer Battles are on the way, letting you battle against other Trainers and earn awesome rewards. Check out the link in our bio for details!",1.92699E+14,['pokemongo'],POKEMON,145
34859,383,"Every adventure needs a 🔥 soundtrack.

Keep the beat going long after your Kanto adventure ends with the Pokémon: Let’s Go, Pikachu! & Pokémon: Let’s Go, Eevee! Super Music Collection, available now on iTunes! Tap the link in our bio for details. 🎶",1.92642E+14,[],POKEMON,146
50072,307,"Completing #PokemonGO Field Research in December will earn you a Legendary surprise, Trainers! 🎁 Each time you make a Research Breakthrough, you’ll have a chance to encounter one of six different Legendary Pokémon. Tap the link in our bio for details!",1.9236E+14,['pokemongo'],POKEMON,147
72951,759,"What a day! Pikachu and Eevee had a blast touring our office, and now they’re excited to join you on your newest Kanto region adventure! Which version of the game will you be playing? #PokemonLetsGo",1.91425E+14,['pokemonletsgo'],POKEMON,148
67026,675,"Pikachu! Eevee! No running in the halls! 🛑 
Pikachu and Eevee are exploring our office today! Make sure you follow our Story to watch them celebrate the launch of #PokemonLetsGo⁠!",1.91421E+14,['pokemonletsgo'],POKEMON,149
100027,352,"Meltan is here, Trainers! 
Professor Willow needs your help with some Special Research to track down the mysterious Mythical Pokémon in Pokémon GO. 
Other special bonuses are appearing as well to celebrate the release of #PokemonLetsGo! Follow the link in our bio for details.",1.91414E+14,['pokemonletsgo'],POKEMON,150
52917,243,"What’s this?! Don’t look now, but Pikachu and Eevee have taken over the US Pokémon office to celebrate the launch of #PokemonLetsGo! What could they be up to? Make sure you follow our story today to find out!",1.91411E+14,['pokemonletsgo'],POKEMON,151
67937,1456,"With one day left, it’s time to choose your team—once and for all! #TeamPikachu or #TeamEevee, Trainers?",1.91357E+14,['teampikachu',POKEMON,152
67937,1456,"With one day left, it’s time to choose your team—once and for all! #TeamPikachu or #TeamEevee, Trainers?",1.91357E+14, 'teameevee'],POKEMON,153
48875,288,"Can’t wait to dive into the holidays? Neither can we! US Trainers, there’s something for everyone on your list at the Pokémon Center (including #PokemonLetsGo!) Click the link in our bio to check it out!",1.91283E+14,['pokemonletsgo'],POKEMON,154
61563,615,"In two days...the hairstyles are coming. ✂️
Pikachu and Eevee are ready for their makeovers in #PokemonLetsGo! All that’s missing is you!",1.91276E+14,['pokemonletsgo'],POKEMON,155
35977,211,"Get ready, Trainers! From Nov. 14 to Nov. 27, Pokémon with evolved forms originally discovered in the Sinnoh region are showing up in 2 km Eggs. Hatch Rhyhorn, Porygon, and more (maybe even a Shiny Elekid!) during the Hatchathon event! Click the link in our bio for all the details.",1.91274E+14,[],POKEMON,156
55512,499,"Three days left to prepare to face these three Legendary Pokémon! 
Think you’ve got what it takes? #PokemonLetsGo",1.91208E+14,['pokemonletsgo'],POKEMON,157
58750,521,"Four days left, Trainers! Reminder—both Pikachu and Eevee have all-new exclusive moves in #PokemonLetsGo! Which moves are you excited to use?",1.91138E+14,['pokemonletsgo'],POKEMON,158
159019,2021,This is no ordinary detective—and no ordinary Pikachu! 🔍⚡️🎬 POKÉMON Detective Pikachu. Summer 2019. #DetectivePikachu,1.91111E+14,['detectivepikachu'],POKEMON,159
62595,967,"The GO Park complex awaits, Trainers! 
Five more days until you can bring Pokémon that you’ve caught in #PokemonGO over to #PokemonLetsGo! Which Pokémon will you transfer over?",1.91061E+14,['pokemongo',POKEMON,160
62595,967,"The GO Park complex awaits, Trainers! 
Five more days until you can bring Pokémon that you’ve caught in #PokemonGO over to #PokemonLetsGo! Which Pokémon will you transfer over?",1.91061E+14, 'pokemonletsgo'],POKEMON,161
78725,1303,"Whether you’re journeying with Pikachu or exploring with Eevee, you can make your #PokemonLetsGo adventure your own!",1.90968E+14,['pokemonletsgo'],POKEMON,162
53246,824,"It all comes down to this, Trainers—to be the best, you’ve gotta beat the best! 
Get ready to go up against some familiar faces in #PokemonLetsGo! The link in our bio has all the details. 🏆",1.90742E+14,['pokemonletsgo'],POKEMON,163
33760,347,"Mark your calendars for #PokemonGOCommunityDay this Saturday, Trainers.  For three hours, Cyndaquil will appear more frequently in the wild, and as a bonus, you’ll also earn double XP and Stardust for any Pokémon you catch during November’s event! Tap the link in our bio for details!",1.90617E+14,['pokemongocommunityday'],POKEMON,164
71080,334,"Remember, Trainers—only 363 days until Pokémon Halloween! 😉🎃",1.90394E+14,[],POKEMON,165
32236,102,"US Trainers, prepare for the Fighting Gym Cup coming to #PokemonDuel, with [EX] Shiny Ho-Oh returning as a reward for earning points when you participate in the event. The Fighting Gym Cup is happening now and runs through Monday, November 5, at 11:59 P.M. PST.  Tap the link in our bio for details!",1.90392E+14,['pokemonduel'],POKEMON,166
52500,379,"Mimikyu. Is. Terrifying. 😱 
Happy #PokemonHalloween, Trainers!",1.90267E+14,['pokemonhalloween'],POKEMON,167
59313,787,"No journey through the Kanto region would be complete without exploring the eerie Lavender Town, an iconic location known for its spooky vibe and ghostly Pokémon. 
Team up with Pikachu or Eevee and get ready for an updated take on this terrifying town in Pokémon: Let’s Go, Pikachu! and Pokémon: Let’s Go, Eevee!...if you dare...",1.90261E+14,[],POKEMON,168
45583,460,"It’s time to step up the pace in #PokemonGO! 
The new Adventure Sync feature tracks how far you’ve walked, even when Pokémon GO is inactive. Earning Candy and hatching Eggs has never been easier! Click the link in our bio for details.",1.8983E+14,['pokemongo'],POKEMON,169
32730,165,"Trainers, prepare for Halloween in #PokemonDuel with [R] Misdreavus, [EX] Mismagius, and more spooky Pokémon. Find out how to add a little fright to your fun. Tap the link in our bio for details!",1.89604E+14,['pokemonduel'],POKEMON,170
54875,863,"Striving to become a Pokémon Master is so 1998. 😉 Soon, Trainers will have their sights set on a different goal—becoming a Master Trainer! 🏆Click the link in our bio to learn how you can earn this coveted title in #PokemonLetsGo!",1.89287E+14,['pokemonletsgo'],POKEMON,171
65095,999,A vast new world is waking up around us. Get ready to find Pokémon originally discovered in Sinnoh in #PokemonGO! Tap the link in our bio to get started.,1.89149E+14,['pokemongo'],POKEMON,172
67956,1577,"Confirmed: Pokémon originally discovered in the Sinnoh region will be arriving soon in  #PokemonGO! We trust you know what to do with this information, Trainers – get ready to start exploring! Tap the link in our bio for all the details.",1.88643E+14,['pokemongo'],POKEMON,173
43812,201,"[R] Shiny Gyarados, [EX] Marshadow, [UX] Mega Banette, and more can be yours in October in #PokemonDuel! Don’t miss out on the fun! Tap the link in our bio for all the details!",1.88431E+14,['pokemonduel'],POKEMON,174
28489,403,"You teach me and I’ll teach you! 🍎📝 Tell us about the best teacher you’ve ever had, Trainers!",1.88306E+14,[],POKEMON,175
41177,281,"Remember when choosing your starter Pokémon meant picking between Treecko 🍃, Torchic🔥, and Mudkip💧? Season 6 of #PokemonTheSeries marks the beginning of the Hoenn region arc, and if you aren’t already watching (which you should be!), it’s the perfect time to join the marathon! 
The link in our bio is your front-row seat to all the action, so grab some popcorn and meet us over on @Twitch!",1.88089E+14,['pokemontheseries'],POKEMON,176
48893,964,"That thunderclap you just heard in the distance? That’s Zeraora, featured in the #PokemonTCG: Sun & Moon—Lost Thunder expansion and soon to be available for your #PokemonUltraSunMoon game! 🌩 Tap the link in our bio for details!",1.88067E+14,['pokemontcg',POKEMON,177
48893,964,"That thunderclap you just heard in the distance? That’s Zeraora, featured in the #PokemonTCG: Sun & Moon—Lost Thunder expansion and soon to be available for your #PokemonUltraSunMoon game! 🌩 Tap the link in our bio for details!",1.88067E+14, 'pokemonultrasunmoon'],POKEMON,178
77774,537,"From the Power of One to the Power of Us! Ash and Pikachu are headed back to the big screen—with a little help from @fathomevents! 🍿⚡️ Can’t wait for #PokemonThePowerOfUs? Click the link in our bio to grab your tickets, and swipe ➡️ for your first look at some of the key art from the movie!",1.8777E+14,['pokemonthepowerofus'],POKEMON,179
41187,248,"Add [EX] Shiny Charizard, [UX] Shiny Mega Charizard X, and [UX] Shiny Mega Charizard Y to your #PokemonDuel collection, Trainers! Tap the link in our bio to learn more.",1.87424E+14,['pokemonduel'],POKEMON,180
50796,934,"Hey you, #TeamPikachu! Check out this sneak peek at one of Pikachu’s exclusive moves: Floaty Fall! Don’t let the name confuse you—this attack packs a punch! 🎈⚡️ Click the link in our bio for more on #PokemonLetsGo!",1.87294E+14,['teampikachu',POKEMON,181
50796,934,"Hey you, #TeamPikachu! Check out this sneak peek at one of Pikachu’s exclusive moves: Floaty Fall! Don’t let the name confuse you—this attack packs a punch! 🎈⚡️ Click the link in our bio for more on #PokemonLetsGo!",1.87294E+14, 'pokemonletsgo'],POKEMON,182
61815,1296,"Get ready for a whole new way to GO, Trainers! Explore everything from the GO Park complex to the Play Yard, use Candies to strengthen your team, and battle Legendary Pokémon in Pokémon: Let’s Go, Pikachu! and Pokémon: Let’s Go, Eevee! Tap the link in our bio if you’re ready to GO! #PokemonLetsGo",1.87186E+14,['pokemonletsgo'],POKEMON,183
47130,378,"Bewear, US Trainers! 😉 Pikachu and friends are sporting spooky costumes in the (adorably) creepy Eerie Delights collection of plush, key chains, pins, and #PokemonTCG playmats at the #PokemonCenter! Follow the link in our bio for all the spooky details. 👻⚡️",1.87131E+14,['pokemontcg',POKEMON,184
47130,378,"Bewear, US Trainers! 😉 Pikachu and friends are sporting spooky costumes in the (adorably) creepy Eerie Delights collection of plush, key chains, pins, and #PokemonTCG playmats at the #PokemonCenter! Follow the link in our bio for all the spooky details. 👻⚡️",1.87131E+14, 'pokemoncenter'],POKEMON,185
60875,508,Heading into the weekend like…,1.86837E+14,[],POKEMON,186
88234,1270,It’s the greatest love story of our time—Pikachu and ketchup! ❤️⚡️,1.86699E+14,[],POKEMON,187
40351,818,"Pop quiz: How many episodes of #PokemonTheSeries take place in the Johto region? 🤔 Give us your best guesses in the comments, then follow the link in our bio to journey back to Johto this week on @twitch!",1.86557E+14,['pokemontheseries'],POKEMON,188
60469,1275,"Secret Techniques, exclusive moves, sprawling cities, and…more hairstyles?! Follow the link in our bio to learn more about some of the ways you can personalize your #PokemonLetsGo journey!",1.86535E+14,['pokemonletsgo'],POKEMON,189
71080,1016,"US Trainers, a special Ultra Beast is heading to your local GameStop store! Wild Poipole are usually purple, but this Shiny Poipole is pearly white! Head to GameStop to get your code for Shiny Poipole between September 17 and October 7! Tap the link in our bio for details!",1.8633E+14,[],POKEMON,190
33597,152,"#PokemonDuel Trainers, there are all sorts of great bonuses coming in September, including awesome Mega-Evolved Pokémon, Alolan Form Pokémon, and more! Tap the link in our bio for details!",1.86109E+14,['pokemonduel'],POKEMON,191
47434,389,The Eon Pokémon await you in September! Click on the link in our bio to find out how to add Latias or Latios to your #PokemonUltraSunMoon or #PokemonSunMoon game! #BeLegendary,1.85832E+14,['pokemonultrasunmoon',POKEMON,192
47434,389,The Eon Pokémon await you in September! Click on the link in our bio to find out how to add Latias or Latios to your #PokemonUltraSunMoon or #PokemonSunMoon game! #BeLegendary,1.85832E+14, 'pokemonsunmoon',POKEMON,193
47434,389,The Eon Pokémon await you in September! Click on the link in our bio to find out how to add Latias or Latios to your #PokemonUltraSunMoon or #PokemonSunMoon game! #BeLegendary,1.85832E+14, 'belegendary'],POKEMON,194
25158,346,"Get ready to pack your bags, Trainers! Pikachu's headed to the 2019 Pokémon World Championships in Washington, DC! Leave a 🏆⚡️ below if you hope to compete next year! #PlayPokemon",1.8547E+14,['playpokemon'],POKEMON,195
47184,139,"It’s the final day of 2018 Pokémon World Championships! Are you ready? We're ready. Follow the link in our bio, and let the battles begin! #PlayPokemon",1.85449E+14,['playpokemon'],POKEMON,196
38671,172,"Couldn't make it down to Nashville for all the exciting matches and epic battles? Check out some of the highlights from day two of the 2018 Pokémon World Championships! Tomorrow we find out who will be taking home the trophies, so don't forget to tune on @Twitch! 🏆 #PlayPokemon",1.85418E+14,['playpokemon'],POKEMON,197
19328,395,"Time to choose, Trainers! Which Battle Pokémon and Support Pokémon would you want to use if you were competing in this weekend’s #PokkenTournamentDX Championships? #PlayPokemon",1.85394E+14,['pokkentournamentdx',POKEMON,198
19328,395,"Time to choose, Trainers! Which Battle Pokémon and Support Pokémon would you want to use if you were competing in this weekend’s #PokkenTournamentDX Championships? #PlayPokemon",1.85394E+14, 'playpokemon'],POKEMON,199
44977,486,"Lunch at Charizard’s BBQ or a quick snack at Lysandre Café? Shopping at the Pikachu Blues Shop or grabbing some Moomoo Milk? Which of these Pokémon-themed locations would you want to visit first, Trainers? #PlayPokemon",1.85385E+14,['playpokemon'],POKEMON,200
42726,135,"Pikachu and Eevee are excited, and so are we! Who's ready for Day 2 of the 2018 Pokémon World Championships? Follow the link in our bio to get in on the fun! #PlayPokemon",1.85377E+14,['playpokemon'],POKEMON,201
54659,206,"Day 1 of the 2018 Pokémon World Championships is done! Check out the highlights, and tune in tomorrow for more epic battles! #PlayPokemon",1.85339E+14,['playpokemon'],POKEMON,202
22597,1184,"Every Trainer knows that if you want to win, you’ve gotta have a strong team! If you were competing in this weekend’s #PokemonVG events, which Pokémon would you use? #PlayPokemon",1.85332E+14,['pokemonvg',POKEMON,203
22597,1184,"Every Trainer knows that if you want to win, you’ve gotta have a strong team! If you were competing in this weekend’s #PokemonVG events, which Pokémon would you use? #PlayPokemon",1.85332E+14, 'playpokemon'],POKEMON,204
16414,40,Did you miss the stars of #DetectivePikachuMovie on our @Twitch stream this morning? You’re in luck: they’ve taken over our Instagram! Check out our Story to see what they’re up to! #PlayPokemon,1.85327E+14,['detectivepikachumovie',POKEMON,205
16414,40,Did you miss the stars of #DetectivePikachuMovie on our @Twitch stream this morning? You’re in luck: they’ve taken over our Instagram! Check out our Story to see what they’re up to! #PlayPokemon,1.85327E+14, 'playpokemon'],POKEMON,206
45979,140,"When Trainers' eyes meet, the battle begins! It’s time for the 2018 Pokémon World Championships! Pikachu and Eevee are ready—are you? #PlayPokemon",1.85302E+14,['playpokemon'],POKEMON,207
60982,233,"The 2018 Pokémon World Championships start tomorrow, Trainers! Pikachu made it to Nashville and is ready for all of the action to begin! #PlayPokemon",1.85261E+14,['playpokemon'],POKEMON,208
62147,1003,"Mega Kangaskhan and Mega Gyarados are ready to battle! In #PokemonLetsGo, you can Mega Evolve these two powerful Pokémon to unlock their full potential. Tap the link in our bio for more details.",1.84898E+14,['pokemonletsgo'],POKEMON,209
34717,167,"The latest update for #PokemonDuel makes it easier than ever to take your Pokémon to the next Evolutionary level, Trainers. Tap the link in our bio for details!",1.84812E+14,['pokemonduel'],POKEMON,210
70866,846,"Set your clocks, Trainers! Starting on August 20, you can complete Special Research tasks for the chance to catch the Mythical Pokémon Celebi in #PokemonGO! Click the link in our bio for details.",1.84728E+14,['pokemongo'],POKEMON,211
44239,412,"Keep powering your way through this week, Trainers. Eevee knows you can do it! #TeamEevee",1.84679E+14,['teameevee'],POKEMON,212
34101,201,The 2018 Pokémon World Championships are coming up fast! Trainers from around the globe will be competing in exciting matches. What tips do you have for Trainers interested in learning to play the #PokemonTCG? #PlayPokemon,1.84676E+14,['pokemontcg',POKEMON,213
34101,201,The 2018 Pokémon World Championships are coming up fast! Trainers from around the globe will be competing in exciting matches. What tips do you have for Trainers interested in learning to play the #PokemonTCG? #PlayPokemon,1.84676E+14, 'playpokemon'],POKEMON,214
32243,286,"Don’t let Monday get you down, Trainers. Pikachu believes in you!  #TeamPikachu",1.84523E+14,['teampikachu'],POKEMON,215
39410,362,Every day is #NationalLazyDay for Snorlax! 💤,1.84312E+14,['nationallazyday'],POKEMON,216
30879,147,"You can get [UX] Primal Groudon and [UX] Primal Kyogre in #PokemonDuel and take down the Ultra Beasts, Trainers! Click the link in our bio for details.",1.84304E+14,['pokemonduel'],POKEMON,217
64525,4021,"#TeamPikachu or #TeamEevee? 🤔 It’s so hard to pick! Once you’ve made your #PokemonLetsGo choice, share one of these to rep your team!",1.84226E+14,['teampikachu',POKEMON,218
64525,4021,"#TeamPikachu or #TeamEevee? 🤔 It’s so hard to pick! Once you’ve made your #PokemonLetsGo choice, share one of these to rep your team!",1.84226E+14, 'teameevee',POKEMON,219
64525,4021,"#TeamPikachu or #TeamEevee? 🤔 It’s so hard to pick! Once you’ve made your #PokemonLetsGo choice, share one of these to rep your team!",1.84226E+14, 'pokemonletsgo'],POKEMON,220
55952,1070,"Choosing between Pikachu and Eevee is only the beginning! Follow the link in our bio to learn more about the strong Gym Leaders, sinister organizations, and familiar faces that await you in #PokemonLetsGo!",1.84223E+14,['pokemonletsgo'],POKEMON,221
57674,1540,"There’s a lot to explore in #PokemonLetsGo, but before you get started, there’s one important decision you have to make, Trainers! Are you on #TeamPikachu or #TeamEevee?",1.84221E+14,['pokemonletsgo',POKEMON,222
57674,1540,"There’s a lot to explore in #PokemonLetsGo, but before you get started, there’s one important decision you have to make, Trainers! Are you on #TeamPikachu or #TeamEevee?",1.84221E+14, 'teampikachu',POKEMON,223
57674,1540,"There’s a lot to explore in #PokemonLetsGo, but before you get started, there’s one important decision you have to make, Trainers! Are you on #TeamPikachu or #TeamEevee?",1.84221E+14, 'teameevee'],POKEMON,224
28876,234,"This month’s #PokemonGOCommunityDay extends to both August 11 and 12! Catch as many Eevee as you can, get a special move for Eevee and its Evolutions, and earn extra Stardust during the event! Tap the link in our bio to learn more.",1.84077E+14,['pokemongocommunityday'],POKEMON,225
32687,223,"Some ride the storm, and others defy it in the #PokemonTCG: Sun & Moon—Celestial Storm expansion, available now! Click the link in our bio for more details.",1.83793E+14,['pokemontcg'],POKEMON,226
18337,224,"From its snowy peaks to its beautiful spring valleys, there’s so much of the world to explore with your Buddy Pokémon. It’s time to make some new memories together, Trainers. Capture the moment forever with a #GOsnapshot photo. 📷",2.02856E+14,['detectivepikachu'],POKEMONGO,227
19007,187,"🥊 A battle at a local Gym can sometimes take a lot of energy.
☀️🌱 Time to get charged up again in the sun!
📷 Show us how you and your Buddy Pokémon relax by sharing a #GOsnapshot of both of you for our #BuddyChallenge!",2.02801E+14,['tuesdaythoughts'],POKEMONGO,228
23171,430,"Attention, Trainers! 📢
Trainers can now enter a drawing to purchase tickets for Pokémon GO Fest in Chicago until April 24 at 7:00 a.m. PDT. Enter by going to the in-app Events page! Visit the link in our bio for more information: #PokemonGOFest2019",2.02783E+14,[],POKEMONGO,229
25443,201,"As our #PokemonGOSafariZone event starts to wind down, we want to thank all the Trainers who joined us in Singapore and those around the world who celebrated with us by catching the event’s featured Pokémon, Shuckle. What an amazing community of Trainers!",2.02753E+14,['mondaymotivation'],POKEMONGO,230
50746,349,"It’s the start of a new day in Singapore, Trainers! New adventures await! 🌅 #PokemonGOSafariZone",2.02735E+14,['detectivepikachu'],POKEMONGO,231
18086,133,"Do you smell the salt of the sea? It’s the scent of adventure! ⛵🗺️
With our #GOsnapshot #BuddyChallenge under way, it’s time to show us how you GO and explore the world together with your Buddy Pokémon! 📷",2.02722E+14,[],POKEMONGO,232
14214,169,Made a connection with a Shuckle that you’ve recently caught? 📷 Don’t forget to capture a photo of it and share it on social with #GOsnapshot #BuddyChallenge for your chance to win a trip for two to a Pokémon GO Fest of your choice! #Pokemon  #Shuckle,2.02707E+14,[],POKEMONGO,233
15209,131,"We’ve heard that the fruit that grows around Tropius’s neck is delicious! 😋 Here’s a Tropius that flew over us today in Singapore! 🌴 📷: #GOsnapshot
🌏: Sentosa, Singapore #PokemonGOSafariZone",2.02665E+14,['pokemontcg'],POKEMONGO,234
6994,163,"📷 Remember, Trainers! In order to enter the #GOsnapshot challenge, you need to post your images on Instagram or Twitter. Don’t forget to include #GOsnapshot and the challenge hashtag! Good luck! 📷",2.02629E+14,['detectivepikachu'],POKEMONGO,235
21284,222,Can’t decide on which Buddy Pokémon to take photos of for our #GOsnapshot #BuddyChallenge? Don’t worry—you can change which Buddy Pokémon you’re highlighting in your three Buddy Challenge submissions.,2.02584E+14,[],POKEMONGO,236
12702,98,"Did you know? Dratini sheds its skin—almost on a daily basis—and grows larger. Looks like this Dratini needs a few more days before it grows into a Dragonair!
🌊🌊🌊 📷: #GOsnapshot #Dratini #Pokemon
🌏: Sentosa, Singapore #PokemonGOSafariZone",2.02577E+14,[],POKEMONGO,237
32159,428,"Starting April 24 at 1:00 p.m. PDT, you’ll have a chance to encounter Shiny Meltan when you use the Mystery Box! From April 24 on, you’ll be able to open the Mystery Box every three days! Get your Mystery Box by connecting #PokemonGO with #PokemonLetsGo! Visit the link in our bio to learn more.",2.02563E+14,['pokemontheseries'],POKEMONGO,238
23517,400,"As a way to celebrate our first #PokemonGOSafariZone event in Singapore, Shuckle will be spawning globally from April 20 at 6 a.m. to April 21 at 10 p.m. (local time)! Keep an eye out, and if you’re lucky, you might even encounter something Shiny... ✨😉",2.0255E+14,['pokemonduel'],POKEMONGO,239
14605,122,"Looks like a Pokémon snuck into a photo of palm trees that we took in Singapore. Can you spot it? 🌴🌴🌴🌴🌴🙈🌴🌴🌴🌴🌴 📷: #GOsnapshot
🌏: Sentosa, Singapore #PokemonGOSafariZone",2.02514E+14,[],POKEMONGO,240
26799,322,"Trainers, we’ve been blown away by your #GOsnapshot #BuddyChallenge photos and amazed at how connected all of you are with your Buddy Pokémon! Here are some of our favorite shots so far! 📷",2.02506E+14,['detectivepikachu'],POKEMONGO,241
19253,159,"In this tropical setting, we’re excited to capture photos of Pokémon found in the Singapore Safari Zone area! 🌴 Here’s a look at a Lapras that we found swimming near a local beach! Wonder where it’s off to... 📷: #GOsnapshot #Lapras #Pokemon
🌏: Sentosa, Singapore #PokemonGOSafariZone",2.02457E+14,['detectivepikachu'],POKEMONGO,242
30307,374,"🎉🌴 We’re excited to kick off our first #PokemonGOSafariZone event in Sentosa, Singapore! Stay tuned, as we’ll be sharing photos from Singapore throughout this four-day event! 🌴🎉",2.02445E+14,['detectivepikachu'],POKEMONGO,243
30096,487,"👕 New avatar item alert! 👕
Add some spring to your step with these fresh spring-themed looks, now available in the Style Shop! 🍃 Don’t forget to show off your new look by sharing a screenshot of your freshly dressed avatar with #PokemonGO!",2.02433E+14,['pokemoncenter'],POKEMONGO,244
34063,736,"Get fired up, Trainers! May #PokemonGOCommmunity will be featuring the Fire-type Pokémon Torchic. Visit the link in our bio to learn more.",2.02418E+14,[],POKEMONGO,245
8007,331,"📷 Lights, camera, action! 📷
Your first GO Snapshot challenge has started! 
Time to show us your best shot of your Buddy Pokémon. 
Remember to submit your photos on Instagram or Twitter with the hashtags #GOsnapshot and #BuddyChallenge.",2.02272E+14,[],POKEMONGO,246
11855,315,"One Trainer per challenge will win a trip for two to a GO Fest of their choice. 
One day left till the global #GOsnapshot challenge begins. 📷
Will you be that one Trainer?",2.022E+14,['mondaymotivation'],POKEMONGO,247
18641,454,"For each #GOsnapshot challenge, there will be...
🏆 two runners-up, who each win a personalized PokéStop, and...
🏆 + ✈️ one grand-prize winner, who wins a personalized PokéStop, a trip for two to a GO Fest of their choice, and two GO Fest tickets!
GOOD LUCK! 🍀",2.02073E+14,[],POKEMONGO,248
13096,391,"📷🚨 CALLING ALL TRAINERS! 🚨📷
We’re excited to announce that we are hosting a global #GOsnapshot challenge, starting next week! 
Three Challenges
Six Weeks
Nine Winners
Will you be one of them? 
Learn more by visiting the link in our bio.",2.02044E+14,[],POKEMONGO,249
21112,345,"Why eat ice cream with one spoon 🥄 when you can have three? 🥄🥄🥄🍨
#WednesdayWisdom 📸: #GOsnapshot",2.01925E+14,['pokemontheseries'],POKEMONGO,250
27353,527,"📢 Attention, Trainers!
📢 The April #PokemonGOCommunityDay exclusive move = Outrage 
Evolve Shelgon during or up to one hour after Community Day to obtain a Salamence that knows this #PokemonGOCommunityDay exclusive move!",2.0191E+14,[],POKEMONGO,251
29394,375,"Get your shoelaces tied and Incubators ready! 👟🚶‍♂️🚶‍♀️
An eggs-traordinary event is coming soon to Pokémon GO! Visit this link to learn more: 
http://bit.ly/2uS83oy",2.01853E+14,['detectivepikachu'],POKEMONGO,252
29630,529,"🚨 Attention, Trainers! 🚨
🌟 Lucky Friends and all-new avatar poses are now live in Pokémon GO. Visit the link in our bio to learn more.",2.01841E+14,['detectivepikachu',POKEMONGO,253
29630,529,"🚨 Attention, Trainers! 🚨
🌟 Lucky Friends and all-new avatar poses are now live in Pokémon GO. Visit the link in our bio to learn more.",2.01841E+14, 'pokemoncenter'],POKEMONGO,254
39114,580,"Ready for a Special Raid Week?
✅ Monday, April 15, to Monday, April 22, Latios will be available in Raid Battles.
✨ If you’re lucky, you may encounter a Shiny Latios!
🔎 Learn more by visiting the link in our bio.",2.01776E+14,['pokemontheseries',POKEMONGO,255
39114,580,"Ready for a Special Raid Week?
✅ Monday, April 15, to Monday, April 22, Latios will be available in Raid Battles.
✨ If you’re lucky, you may encounter a Shiny Latios!
🔎 Learn more by visiting the link in our bio.",2.01776E+14, 'watchpokemon'],POKEMONGO,256
26880,663,"Thanks for your feedback on our first Legendary Lunch Hour! We are excited to continue this experiment on April 10, when raids will be featuring Origin Forme Giratina! Visit the link in our bio to learn more.",2.01548E+14,[],POKEMONGO,257
20345,297,"Attention, Trainers! Are you ready for an incredible summer? ☀️ Check out the details by visiting the link in our bio. [1/6] #PokemonGO #Pokemon",2.01474E+14,[],POKEMONGO,258
21815,398,"Attention, Trainers! Are you ready for an incredible summer? ☀️ Check out the details by visiting the link in our bio. [2/6] #PokemonGO #Pokemon",2.01474E+14,[],POKEMONGO,259
18586,119,"Attention, Trainers! Are you ready for an incredible summer? ☀️ Check out the details by visiting the link in our bio. [3/6] #PokemonGO #Pokemon",2.01474E+14,['pokemonduel'],POKEMONGO,260
18814,86,"Attention, Trainers! Are you ready for an incredible summer? ☀️ Check out the details by visiting the link in our bio. [4/6] #PokemonGO #Pokemon",2.01474E+14,[],POKEMONGO,261
