,delta,deltaSummary,description,exploreUrl,hotnessColor,hotnessLevel,idForTracking,isNew,peakRankSummary,shareUrl,timePeriodsInChartSummary,title,titleLength,titleLinkUrl,trafficSummary,twitterShareUrlTitle,time
12,-3.0,<b>-3</b> since last month,"{'description': 'Russell Westbrook III is an American professional basketball player for the Oklahoma City Thunder of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Russell_Westbrook'}",/trends/explore?q=/m/03y9ygn&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Russell Westbrook,False,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/03y9ygn,<b>17 months</b> in top 10,Russell Westbrook,17,//www.google.com/search?q=Russell+Westbrook,16,Russell Westbrook #13 in Google Trends Basketball players chart,201707
13,6.0,<b>+6</b> since last month,"{'description': 'Dwyane Tyrone Wade Jr. is an American professional basketball player for the Miami Heat of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Dwyane_Wade'}",/trends/explore?q=/m/03l295&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Dwyane Wade,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/03l295,<b>95 months</b> in top 10,Dwyane Wade,11,//www.google.com/search?q=Dwyane+Wade,13,Dwyane Wade #14 in Google Trends Basketball players chart,201707
14,,<b>New</b> in chart,"{'description': 'Nicholas Aaron Young, nicknamed ""Swaggy P"", is an American professional basketball player for the Golden State Warriors...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Nick_Young_(basketball)'}",/trends/explore?q=/m/027t891&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Nick Young,True,Peaked at <b>#7</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/027t891,<b>1 month</b> in top 10,Nick Young,10,//www.google.com/search?q=Nick+Young,13,Nick Young #15 in Google Trends Basketball players chart,201707
15,,<b>New</b> in chart,"{'description': 'Charles ""C. J."" Akeem Watson Jr. is an American professional basketball player for U?ak Sportif of the Turkish Basketball Super League...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/C._J._Watson'}",/trends/explore?q=/m/03hj9vv&date=2017-7-1+2017-8-1&geo=US,#feca65,1,C. J. Watson,True,,https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/03hj9vv,,C. J. Watson,12,//www.google.com/search?q=C.+J.+Watson,10,C. J. Watson #16 in Google Trends Basketball players chart,201707
16,-8.0,<b>-8</b> since last month,"{'description': 'Christopher Emmanuel Paul is an American professional basketball player for the Houston Rockets of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Chris_Paul'}",/trends/explore?q=/m/0cymln&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Chris Paul,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/0cymln,<b>19 months</b> in top 10,Chris Paul,10,//www.google.com/search?q=Chris+Paul,10,Chris Paul #17 in Google Trends Basketball players chart,201707
17,,<b>New</b> in chart,"{'description': 'Rudy Carlton Gay Jr. is an American professional basketball player for the San Antonio Spurs of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Rudy_Gay'}",/trends/explore?q=/m/09f1qy&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Rudy Gay,True,,https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/09f1qy,,Rudy Gay,8,//www.google.com/search?q=Rudy+Gay,10,Rudy Gay #18 in Google Trends Basketball players chart,201707
18,,<b>New</b> in chart,"{'description': 'Allen Ezail Iverson is an American former professional basketball player who played for 14 seasons in the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Allen_Iverson'}",/trends/explore?q=/m/01sg7_&date=2017-7-1+2017-8-1&geo=US,#feca65,1,Allen Iverson,True,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/01sg7_,<b>92 months</b> in top 10,Allen Iverson,13,//www.google.com/search?q=Allen+Iverson,9,Allen Iverson #19 in Google Trends Basketball players chart,201707
19,-1.0,<b>-1</b> since last month,"{'description': 'Earl Joseph ""J. R."" Smith III is an American professional basketball player for the Cleveland Cavaliers of the National...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/J._R._Smith'}",/trends/explore?q=/m/05qbmm&date=2017-7-1+2017-8-1&geo=US,#feca65,1,J. R. Smith,False,,https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201707&geo=US&cat&mid=/m/05qbmm,,J. R. Smith,11,//www.google.com/search?q=J.+R.+Smith,8,J. R. Smith #20 in Google Trends Basketball players chart,201707
0,0.0,<b>Same rank</b> as last month,"{'description': 'The Cleveland Cavaliers, often referred to as the Cavs, are an American professional basketball team based in Cleveland, Ohio...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Cleveland_Cavaliers'}",/trends/explore?q=/m/0jm7n&date=2018-1-1+2018-2-1&geo=US,#d04108,5,Cleveland Cavaliers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jm7n,<b>132 months</b> in top 10,Cleveland Cavaliers,19,//www.google.com/search?q=Cleveland+Cavaliers,100,Cleveland Cavaliers #1 in Google Trends Basketball teams chart,201801
1,0.0,<b>Same rank</b> as last month,"{'description': 'The Golden State Warriors are an American professional basketball team based in Oakland, California...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Golden_State_Warriors'}",/trends/explore?q=/m/0jmj7&date=2018-1-1+2018-2-1&geo=US,#d04108,5,Golden State Warriors,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jmj7,<b>86 months</b> in top 10,Golden State Warriors,21,//www.google.com/search?q=Golden+State+Warriors,80,Golden State Warriors #2 in Google Trends Basketball teams chart,201801
2,0.0,<b>Same rank</b> as last month,"{'description': 'The Los Angeles Lakers are an American professional basketball team based in Los Angeles...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Los_Angeles_Lakers'}",/trends/explore?q=/m/0jmk7&date=2018-1-1+2018-2-1&geo=US,#e68033,3,Los Angeles Lakers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jmk7,<b>171 months</b> in top 10,Los Angeles Lakers,18,//www.google.com/search?q=Los+Angeles+Lakers,56,Los Angeles Lakers #3 in Google Trends Basketball teams chart,201801
3,0.0,<b>Same rank</b> as last month,"{'description': 'The Boston Celtics are an American professional basketball team based in Boston, Massachusetts...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Boston_Celtics'}",/trends/explore?q=/m/0bwjj&date=2018-1-1+2018-2-1&geo=US,#e68033,3,Boston Celtics,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0bwjj,<b>159 months</b> in top 10,Boston Celtics,14,//www.google.com/search?q=Boston+Celtics,52,Boston Celtics #4 in Google Trends Basketball teams chart,201801
4,1.0,<b>+1</b> since last month,"{'description': 'The Houston Rockets are an American professional basketball team based in Houston, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Houston_Rockets'}",/trends/explore?q=/m/0jmfb&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Houston Rockets,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jmfb,<b>35 months</b> in top 10,Houston Rockets,15,//www.google.com/search?q=Houston+Rockets,29,Houston Rockets #5 in Google Trends Basketball teams chart,201801
5,-1.0,<b>-1</b> since last month,"{'description': 'The Oklahoma City Thunder are an American professional basketball team based in Oklahoma City, Oklahoma...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Oklahoma_City_Thunder'}",/trends/explore?q=/m/04cxw5b&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Oklahoma City Thunder,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/04cxw5b,<b>50 months</b> in top 10,Oklahoma City Thunder,21,//www.google.com/search?q=Oklahoma+City+Thunder,29,Oklahoma City Thunder #6 in Google Trends Basketball teams chart,201801
6,1.0,<b>+1</b> since last month,"{'description': 'The Chicago Bulls are an American professional basketball team based in Chicago, Illinois...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Chicago_Bulls'}",/trends/explore?q=/m/0jm74&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Chicago Bulls,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jm74,<b>154 months</b> in top 10,Chicago Bulls,13,//www.google.com/search?q=Chicago+Bulls,27,Chicago Bulls #7 in Google Trends Basketball teams chart,201801
7,-1.0,<b>-1</b> since last month,"{'description': 'The New York Knickerbockers, commonly referred to as the Knicks, are an American professional basketball team based in...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/New_York_Knicks'}",/trends/explore?q=/m/0jm3v&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,New York Knicks,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jm3v,<b>148 months</b> in top 10,New York Knicks,15,//www.google.com/search?q=New+York+Knicks,27,New York Knicks #8 in Google Trends Basketball teams chart,201801
8,3.0,<b>+3</b> since last month,"{'description': ""The Kentucky Wildcats men's basketball team is an American college basketball team that represents the University of Kentucky..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Kentucky_Wildcats_men's_basketball""}",/trends/explore?q=/m/03by7wc&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Kentucky Wildcats men's basketball,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/03by7wc,<b>35 months</b> in top 10,Kentucky Wildcats men's basketball,34,//www.google.com/search?q=Kentucky+Wildcats+men's+basketball,26,Kentucky Wildcats men's basketball #9 in Google Trends Basketball teams chart,201801
9,1.0,<b>+1</b> since last month,"{'description': ""The Duke Blue Devils men's basketball team represents Duke University in NCAA Division I college basketball and competes..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Duke_Blue_Devils_men's_basketball""}",/trends/explore?q=/m/026wlnm&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,Duke Blue Devils men's basketball,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/026wlnm,<b>41 months</b> in top 10,Duke Blue Devils men's basketball,33,//www.google.com/search?q=Duke+Blue+Devils+men's+basketball,25,Duke Blue Devils men's basketball #10 in Google Trends Basketball teams chart,201801
10,-2.0,<b>-2</b> since last month,"{'description': 'The San Antonio Spurs are an American professional basketball team based in San Antonio, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/San_Antonio_Spurs'}",/trends/explore?q=/m/0jmh7&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,San Antonio Spurs,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jmh7,<b>64 months</b> in top 10,San Antonio Spurs,17,//www.google.com/search?q=San+Antonio+Spurs,21,San Antonio Spurs #11 in Google Trends Basketball teams chart,201801
11,1.0,<b>+1</b> since last month,"{'description': ""The North Carolina Tar Heels men's basketball program is the intercollegiate men's basketball team of the University of..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/North_Carolina_Tar_Heels_men's_basketball""}",/trends/explore?q=/m/026xxv_&date=2018-1-1+2018-2-1&geo=US,#f0a049,2,North Carolina Tar Heels men's basketball,False,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/026xxv_,<b>25 months</b> in top 10,North Carolina Tar Heels men's basketball,41,//www.google.com/search?q=North+Carolina+Tar+Heels+men's+basketball,21,North Carolina Tar Heels men's basketball #12 in Google Trends Basketball teams chart,201801
12,2.0,<b>+2</b> since last month,"{'description': 'The Miami Heat are an American professional basketball team based in Miami. The Heat compete in the National Basketball...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Miami_Heat'}",/trends/explore?q=/m/0jm2v&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Miami Heat,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jm2v,<b>156 months</b> in top 10,Miami Heat,10,//www.google.com/search?q=Miami+Heat,19,Miami Heat #13 in Google Trends Basketball teams chart,201801
13,-4.0,<b>-4</b> since last month,"{'description': 'The Philadelphia 76ers are an American professional basketball team based in the Philadelphia metropolitan area...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Philadelphia_76ers'}",/trends/explore?q=/m/0jm4v&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Philadelphia 76ers,False,Peaked at <b>#6</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jm4v,<b>26 months</b> in top 10,Philadelphia 76ers,18,//www.google.com/search?q=Philadelphia+76ers,18,Philadelphia 76ers #14 in Google Trends Basketball teams chart,201801
14,-1.0,<b>-1</b> since last month,"{'description': 'The Milwaukee Bucks are an American professional basketball team based in Milwaukee, Wisconsin...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Milwaukee_Bucks'}",/trends/explore?q=/m/0jmbv&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Milwaukee Bucks,False,Peaked at <b>#9</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jmbv,<b>2 months</b> in top 10,Milwaukee Bucks,15,//www.google.com/search?q=Milwaukee+Bucks,16,Milwaukee Bucks #15 in Google Trends Basketball teams chart,201801
15,3.0,<b>+3</b> since last month,"{'description': ""The Michigan State Spartans men's basketball team represents Michigan State University and competes in the Big Ten Conference..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Michigan_State_Spartans_men's_basketball""}",/trends/explore?q=/m/02q1_xm&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Michigan State Spartans men's basketball,False,Peaked at <b>#7</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/02q1_xm,<b>1 month</b> in top 10,Michigan State Spartans men's basketball,40,//www.google.com/search?q=Michigan+State+Spartans+men's+basketball,16,Michigan State Spartans men's basketball #16 in Google Trends Basketball teams chart,201801
16,,<b>New</b> in chart,"{'description': 'The Los Angeles Clippers, abbreviated by the team as the LA Clippers, are an American professional basketball team based in Los Angeles...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Los_Angeles_Clippers'}",/trends/explore?q=/m/0jmjr&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Los Angeles Clippers,True,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jmjr,<b>30 months</b> in top 10,Los Angeles Clippers,20,//www.google.com/search?q=Los+Angeles+Clippers,16,Los Angeles Clippers #17 in Google Trends Basketball teams chart,201801
17,-2.0,<b>-2</b> since last month,"{'description': 'The Detroit Pistons are an American professional basketball team based in Detroit, Michigan...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Detroit_Pistons'}",/trends/explore?q=/m/0jm8l&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Detroit Pistons,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jm8l,<b>27 months</b> in top 10,Detroit Pistons,15,//www.google.com/search?q=Detroit+Pistons,15,Detroit Pistons #18 in Google Trends Basketball teams chart,201801
18,-1.0,<b>-1</b> since last month,"{'description': 'The Minnesota Timberwolves are an American professional basketball team based in Minneapolis, Minnesota...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Minnesota_Timberwolves'}",/trends/explore?q=/m/0jmgb&date=2018-1-1+2018-2-1&geo=US,#feca65,1,Minnesota Timberwolves,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/0jmgb,<b>8 months</b> in top 10,Minnesota Timberwolves,22,//www.google.com/search?q=Minnesota+Timberwolves,15,Minnesota Timberwolves #19 in Google Trends Basketball teams chart,201801
19,,<b>New</b> in chart,"{'description': ""The West Virginia Mountaineers men's basketball team represents West Virginia University in NCAA Division I college basketball competition..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/West_Virginia_Mountaineers_men's_basketball""}",/trends/explore?q=/m/03mb1nb&date=2018-1-1+2018-2-1&geo=US,#feca65,1,West Virginia Mountaineers men's basketball,True,,https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201801&geo=US&cat&mid=/m/03mb1nb,,West Virginia Mountaineers men's basketball,43,//www.google.com/search?q=West+Virginia+Mountaineers+men's+basketball,13,West Virginia Mountaineers men's basketball #20 in Google Trends Basketball teams chart,201801
0,0.0,<b>Same rank</b> as last month,"{'description': 'The Cleveland Cavaliers, often referred to as the Cavs, are an American professional basketball team based in Cleveland, Ohio...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Cleveland_Cavaliers'}",/trends/explore?q=/m/0jm7n&date=2017-10-1+2017-11-1&geo=US,#d04108,5,Cleveland Cavaliers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jm7n,<b>132 months</b> in top 10,Cleveland Cavaliers,19,//www.google.com/search?q=Cleveland+Cavaliers,100,Cleveland Cavaliers #1 in Google Trends Basketball teams chart,201710
1,1.0,<b>+1</b> since last month,"{'description': 'The Golden State Warriors are an American professional basketball team based in Oakland, California...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Golden_State_Warriors'}",/trends/explore?q=/m/0jmj7&date=2017-10-1+2017-11-1&geo=US,#d04108,5,Golden State Warriors,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jmj7,<b>86 months</b> in top 10,Golden State Warriors,21,//www.google.com/search?q=Golden+State+Warriors,81,Golden State Warriors #2 in Google Trends Basketball teams chart,201710
2,1.0,<b>+1</b> since last month,"{'description': 'The Boston Celtics are an American professional basketball team based in Boston, Massachusetts...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Boston_Celtics'}",/trends/explore?q=/m/0bwjj&date=2017-10-1+2017-11-1&geo=US,#db601e,4,Boston Celtics,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0bwjj,<b>159 months</b> in top 10,Boston Celtics,14,//www.google.com/search?q=Boston+Celtics,74,Boston Celtics #3 in Google Trends Basketball teams chart,201710
3,-2.0,<b>-2</b> since last month,"{'description': 'The Los Angeles Lakers are an American professional basketball team based in Los Angeles...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Los_Angeles_Lakers'}",/trends/explore?q=/m/0jmk7&date=2017-10-1+2017-11-1&geo=US,#db601e,4,Los Angeles Lakers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jmk7,<b>171 months</b> in top 10,Los Angeles Lakers,18,//www.google.com/search?q=Los+Angeles+Lakers,70,Los Angeles Lakers #4 in Google Trends Basketball teams chart,201710
4,0.0,<b>Same rank</b> as last month,"{'description': 'The New York Knickerbockers, commonly referred to as the Knicks, are an American professional basketball team based in...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/New_York_Knicks'}",/trends/explore?q=/m/0jm3v&date=2017-10-1+2017-11-1&geo=US,#f0a049,2,New York Knicks,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jm3v,<b>148 months</b> in top 10,New York Knicks,15,//www.google.com/search?q=New+York+Knicks,33,New York Knicks #5 in Google Trends Basketball teams chart,201710
5,0.0,<b>Same rank</b> as last month,"{'description': 'The Oklahoma City Thunder are an American professional basketball team based in Oklahoma City, Oklahoma...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Oklahoma_City_Thunder'}",/trends/explore?q=/m/04cxw5b&date=2017-10-1+2017-11-1&geo=US,#f0a049,2,Oklahoma City Thunder,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/04cxw5b,<b>50 months</b> in top 10,Oklahoma City Thunder,21,//www.google.com/search?q=Oklahoma+City+Thunder,28,Oklahoma City Thunder #6 in Google Trends Basketball teams chart,201710
6,1.0,<b>+1</b> since last month,"{'description': 'The Philadelphia 76ers are an American professional basketball team based in the Philadelphia metropolitan area...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Philadelphia_76ers'}",/trends/explore?q=/m/0jm4v&date=2017-10-1+2017-11-1&geo=US,#f0a049,2,Philadelphia 76ers,False,Peaked at <b>#6</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jm4v,<b>26 months</b> in top 10,Philadelphia 76ers,18,//www.google.com/search?q=Philadelphia+76ers,26,Philadelphia 76ers #7 in Google Trends Basketball teams chart,201710
7,1.0,<b>+1</b> since last month,"{'description': 'The Houston Rockets are an American professional basketball team based in Houston, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Houston_Rockets'}",/trends/explore?q=/m/0jmfb&date=2017-10-1+2017-11-1&geo=US,#f0a049,2,Houston Rockets,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jmfb,<b>35 months</b> in top 10,Houston Rockets,15,//www.google.com/search?q=Houston+Rockets,23,Houston Rockets #8 in Google Trends Basketball teams chart,201710
8,-2.0,<b>-2</b> since last month,"{'description': 'The Chicago Bulls are an American professional basketball team based in Chicago, Illinois...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Chicago_Bulls'}",/trends/explore?q=/m/0jm74&date=2017-10-1+2017-11-1&geo=US,#f0a049,2,Chicago Bulls,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jm74,<b>154 months</b> in top 10,Chicago Bulls,13,//www.google.com/search?q=Chicago+Bulls,22,Chicago Bulls #9 in Google Trends Basketball teams chart,201710
9,8.0,<b>+8</b> since last month,"{'description': 'The Milwaukee Bucks are an American professional basketball team based in Milwaukee, Wisconsin...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Milwaukee_Bucks'}",/trends/explore?q=/m/0jmbv&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Milwaukee Bucks,False,Peaked at <b>#9</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jmbv,<b>2 months</b> in top 10,Milwaukee Bucks,15,//www.google.com/search?q=Milwaukee+Bucks,17,Milwaukee Bucks #10 in Google Trends Basketball teams chart,201710
10,-1.0,<b>-1</b> since last month,"{'description': 'The Minnesota Timberwolves are an American professional basketball team based in Minneapolis, Minnesota...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Minnesota_Timberwolves'}",/trends/explore?q=/m/0jmgb&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Minnesota Timberwolves,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jmgb,<b>8 months</b> in top 10,Minnesota Timberwolves,22,//www.google.com/search?q=Minnesota+Timberwolves,17,Minnesota Timberwolves #11 in Google Trends Basketball teams chart,201710
11,1.0,<b>+1</b> since last month,"{'description': 'The San Antonio Spurs are an American professional basketball team based in San Antonio, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/San_Antonio_Spurs'}",/trends/explore?q=/m/0jmh7&date=2017-10-1+2017-11-1&geo=US,#feca65,1,San Antonio Spurs,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jmh7,<b>64 months</b> in top 10,San Antonio Spurs,17,//www.google.com/search?q=San+Antonio+Spurs,15,San Antonio Spurs #12 in Google Trends Basketball teams chart,201710
12,,<b>New</b> in chart,"{'description': 'The Washington Wizards are an American professional basketball team based in Washington, D.C...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Washington_Wizards'}",/trends/explore?q=/m/0jm5b&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Washington Wizards,True,Peaked at <b>#5</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jm5b,<b>2 months</b> in top 10,Washington Wizards,18,//www.google.com/search?q=Washington+Wizards,14,Washington Wizards #13 in Google Trends Basketball teams chart,201710
13,2.0,<b>+2</b> since last month,"{'description': 'The Los Angeles Clippers, abbreviated by the team as the LA Clippers, are an American professional basketball team based in Los Angeles...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Los_Angeles_Clippers'}",/trends/explore?q=/m/0jmjr&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Los Angeles Clippers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201710&geo=US&cat&mid=/m/0jmjr,<b>30 months</b> in top 10,Los Angeles Clippers,20,//www.google.com/search?q=Los+Angeles+Clippers,14,Los Angeles Clippers #14 in Google Trends Basketball teams chart,201710
