id,created_at,tweets,user_id,user_location,retweet_count,Urls,Media,game
397,2018-04-17 22:50:00,"Light earthquake, 4.8 mag strikes near Petropavlovsk-Kamchatskiy in Russia - https://t.co/D3TLFtSk5S #earthquake #quake",182752250,USA,0,"[{'url': 'https://t.co/D3TLFtSk5S', 'expanded_url': 'https://wp.me/p5bFdp-ucK', 'display_url': 'wp.me/p5bFdp-ucK', 'indices': [77, 100]}]",,Quake
398,2018-04-17 22:46:01,USGS reports a M1.9 #earthquake Central Alaska on 4/17/18 @ 22:43:08 UTC https://t.co/9S0FglSvey #quake,1414684496,Earth,0,"[{'url': 'https://t.co/9S0FglSvey', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ak19241838', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [73, 96]}]",,Quake
398,2018-04-17 22:46:01,USGS reports a M1.9 #earthquake Central Alaska on 4/17/18 @ 22:43:08 UTC https://t.co/9S0FglSvey #quake,1414684496,Earth,0,"[{'url': 'https://t.co/9S0FglSvey', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ak19241838', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [73, 96]}]",,Quake
399,2018-04-17 22:45:16,#quake 2018-04-17 21:55:40 (M4.8) OFF EAST COAST OF KAMCHATKA 53.8 161.5 (1cbfb) https://t.co/iXkszVV9rX,121240066,California,0,"[{'url': 'https://t.co/iXkszVV9rX', 'expanded_url': 'https://goo.gl/fb/nYA1R8', 'display_url': 'goo.gl/fb/nYA1R8', 'indices': [81, 104]}]",,Quake
400,2018-04-17 22:45:00,"20 British Rappers to Listen to in 2018 @PigsAndPlans
https://t.co/gSMocTojRn
#america #indie #music #idol #the… https://t.co/j79IWLecL0",884599675583471616,"California, USA",1,"[{'url': 'https://t.co/gSMocTojRn', 'expanded_url': 'https://pigeonsandplanes.com/in-depth/20-british-rappers-you-should-know/', 'display_url': 'pigeonsandplanes.com/in-depth/20-br…', 'indices': [54, 77]}, {'url': 'https://t.co/j79IWLecL0', 'expanded_url': 'https://twitter.com/i/web/status/986374998972649472', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [113, 136]}]",,Quake
400,2018-04-17 22:45:00,"20 British Rappers to Listen to in 2018 @PigsAndPlans
https://t.co/gSMocTojRn
#america #indie #music #idol #the… https://t.co/j79IWLecL0",884599675583471616,"California, USA",1,"[{'url': 'https://t.co/gSMocTojRn', 'expanded_url': 'https://pigeonsandplanes.com/in-depth/20-british-rappers-you-should-know/', 'display_url': 'pigeonsandplanes.com/in-depth/20-br…', 'indices': [54, 77]}, {'url': 'https://t.co/j79IWLecL0', 'expanded_url': 'https://twitter.com/i/web/status/986374998972649472', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [113, 136]}]",,Quake
400,2018-04-17 22:45:00,"20 British Rappers to Listen to in 2018 @PigsAndPlans
https://t.co/gSMocTojRn
#america #indie #music #idol #the… https://t.co/j79IWLecL0",884599675583471616,"California, USA",1,"[{'url': 'https://t.co/gSMocTojRn', 'expanded_url': 'https://pigeonsandplanes.com/in-depth/20-british-rappers-you-should-know/', 'display_url': 'pigeonsandplanes.com/in-depth/20-br…', 'indices': [54, 77]}, {'url': 'https://t.co/j79IWLecL0', 'expanded_url': 'https://twitter.com/i/web/status/986374998972649472', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [113, 136]}]",,Quake
400,2018-04-17 22:45:00,"20 British Rappers to Listen to in 2018 @PigsAndPlans
https://t.co/gSMocTojRn
#america #indie #music #idol #the… https://t.co/j79IWLecL0",884599675583471616,"California, USA",1,"[{'url': 'https://t.co/gSMocTojRn', 'expanded_url': 'https://pigeonsandplanes.com/in-depth/20-british-rappers-you-should-know/', 'display_url': 'pigeonsandplanes.com/in-depth/20-br…', 'indices': [54, 77]}, {'url': 'https://t.co/j79IWLecL0', 'expanded_url': 'https://twitter.com/i/web/status/986374998972649472', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [113, 136]}]",,Quake
400,2018-04-17 22:45:00,"20 British Rappers to Listen to in 2018 @PigsAndPlans
https://t.co/gSMocTojRn
#america #indie #music #idol #the… https://t.co/j79IWLecL0",884599675583471616,"California, USA",1,"[{'url': 'https://t.co/gSMocTojRn', 'expanded_url': 'https://pigeonsandplanes.com/in-depth/20-british-rappers-you-should-know/', 'display_url': 'pigeonsandplanes.com/in-depth/20-br…', 'indices': [54, 77]}, {'url': 'https://t.co/j79IWLecL0', 'expanded_url': 'https://twitter.com/i/web/status/986374998972649472', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [113, 136]}]",,Quake
401,2018-04-17 22:44:02,"USGS reports a M4.8 #earthquake 205km ENE of Petropavlovsk-Kamchatskiy, Russia on 4/17/18 @ 21:55:40 UTC https://t.co/NRLS2xO4sr #quake",1414684496,Earth,1,"[{'url': 'https://t.co/NRLS2xO4sr', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/us2000e1u6', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [105, 128]}]",,Quake
401,2018-04-17 22:44:02,"USGS reports a M4.8 #earthquake 205km ENE of Petropavlovsk-Kamchatskiy, Russia on 4/17/18 @ 21:55:40 UTC https://t.co/NRLS2xO4sr #quake",1414684496,Earth,1,"[{'url': 'https://t.co/NRLS2xO4sr', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/us2000e1u6', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [105, 128]}]",,Quake
402,2018-04-17 22:37:02,"USGS reports a SoCal area M0.66 #earthquake 23km ESE of Anza, CA on 4/17/18 @ 22:31:48 UTC https://t.co/OBAnOEOwfZ #quake",2612506890,Southern California,0,"[{'url': 'https://t.co/OBAnOEOwfZ', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ci37916927', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [91, 114]}]",,Quake
402,2018-04-17 22:37:02,"USGS reports a SoCal area M0.66 #earthquake 23km ESE of Anza, CA on 4/17/18 @ 22:31:48 UTC https://t.co/OBAnOEOwfZ #quake",2612506890,Southern California,0,"[{'url': 'https://t.co/OBAnOEOwfZ', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ci37916927', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [91, 114]}]",,Quake
403,2018-04-17 22:37:02,"USGS reports a M0.66 #earthquake 23km ESE of Anza, CA on 4/17/18 @ 22:31:48 UTC https://t.co/LfU5drV2Bw #quake",1414684496,Earth,1,"[{'url': 'https://t.co/LfU5drV2Bw', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ci37916927', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [80, 103]}]",,Quake
403,2018-04-17 22:37:02,"USGS reports a M0.66 #earthquake 23km ESE of Anza, CA on 4/17/18 @ 22:31:48 UTC https://t.co/LfU5drV2Bw #quake",1414684496,Earth,1,"[{'url': 'https://t.co/LfU5drV2Bw', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ci37916927', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [80, 103]}]",,Quake
404,2018-04-17 22:28:46,"Light earthquake, 4.1 mag has occurred near Ashkasham in Afghanistan - https://t.co/xfWI1w8cfZ #earthquake #quake",182752250,USA,0,"[{'url': 'https://t.co/xfWI1w8cfZ', 'expanded_url': 'https://wp.me/p5bFdp-ucH', 'display_url': 'wp.me/p5bFdp-ucH', 'indices': [71, 94]}]",,Quake
404,2018-04-17 22:28:46,"Light earthquake, 4.1 mag has occurred near Ashkasham in Afghanistan - https://t.co/xfWI1w8cfZ #earthquake #quake",182752250,USA,0,"[{'url': 'https://t.co/xfWI1w8cfZ', 'expanded_url': 'https://wp.me/p5bFdp-ucH', 'display_url': 'wp.me/p5bFdp-ucH', 'indices': [71, 94]}]",,Quake
405,2018-04-17 22:27:04,RT @justnvc: Me and Vor are about to stream more #Quake Live TDM! https://t.co/zdB5a934kv #Twitch #Streamer #Esports https://t.co/luKyLcTfqJ,836211625673785344,"Norrköping, Sverige",1,"[{'url': 'https://t.co/zdB5a934kv', 'expanded_url': 'http://twitch.tv/justnvc', 'display_url': 'twitch.tv/justnvc', 'indices': [66, 89]}]","[{'id': 986332025241169920, 'id_str': '986332025241169920', 'indices': [117, 140], 'media_url': 'http://pbs.twimg.com/media/DbAnwEsXcAAoV_W.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DbAnwEsXcAAoV_W.jpg', 'url': 'https://t.co/luKyLcTfqJ', 'display_url': 'pic.twitter.com/luKyLcTfqJ', 'expanded_url': 'https://twitter.com/justnvc/status/986332054236401665/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'large': {'w': 1350, 'h': 760, 'resize': 'fit'}}, 'source_status_id': 986332054236401665, 'source_status_id_str': '986332054236401665', 'source_user_id': 45811376, 'source_user_id_str': '45811376'}]",Quake
405,2018-04-17 22:27:04,RT @justnvc: Me and Vor are about to stream more #Quake Live TDM! https://t.co/zdB5a934kv #Twitch #Streamer #Esports https://t.co/luKyLcTfqJ,836211625673785344,"Norrköping, Sverige",1,"[{'url': 'https://t.co/zdB5a934kv', 'expanded_url': 'http://twitch.tv/justnvc', 'display_url': 'twitch.tv/justnvc', 'indices': [66, 89]}]","[{'id': 986332025241169920, 'id_str': '986332025241169920', 'indices': [117, 140], 'media_url': 'http://pbs.twimg.com/media/DbAnwEsXcAAoV_W.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DbAnwEsXcAAoV_W.jpg', 'url': 'https://t.co/luKyLcTfqJ', 'display_url': 'pic.twitter.com/luKyLcTfqJ', 'expanded_url': 'https://twitter.com/justnvc/status/986332054236401665/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'large': {'w': 1350, 'h': 760, 'resize': 'fit'}}, 'source_status_id': 986332054236401665, 'source_status_id_str': '986332054236401665', 'source_user_id': 45811376, 'source_user_id_str': '45811376'}]",Quake
405,2018-04-17 22:27:04,RT @justnvc: Me and Vor are about to stream more #Quake Live TDM! https://t.co/zdB5a934kv #Twitch #Streamer #Esports https://t.co/luKyLcTfqJ,836211625673785344,"Norrköping, Sverige",1,"[{'url': 'https://t.co/zdB5a934kv', 'expanded_url': 'http://twitch.tv/justnvc', 'display_url': 'twitch.tv/justnvc', 'indices': [66, 89]}]","[{'id': 986332025241169920, 'id_str': '986332025241169920', 'indices': [117, 140], 'media_url': 'http://pbs.twimg.com/media/DbAnwEsXcAAoV_W.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DbAnwEsXcAAoV_W.jpg', 'url': 'https://t.co/luKyLcTfqJ', 'display_url': 'pic.twitter.com/luKyLcTfqJ', 'expanded_url': 'https://twitter.com/justnvc/status/986332054236401665/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'large': {'w': 1350, 'h': 760, 'resize': 'fit'}}, 'source_status_id': 986332054236401665, 'source_status_id_str': '986332054236401665', 'source_user_id': 45811376, 'source_user_id_str': '45811376'}]",Quake
405,2018-04-17 22:27:04,RT @justnvc: Me and Vor are about to stream more #Quake Live TDM! https://t.co/zdB5a934kv #Twitch #Streamer #Esports https://t.co/luKyLcTfqJ,836211625673785344,"Norrköping, Sverige",1,"[{'url': 'https://t.co/zdB5a934kv', 'expanded_url': 'http://twitch.tv/justnvc', 'display_url': 'twitch.tv/justnvc', 'indices': [66, 89]}]","[{'id': 986332025241169920, 'id_str': '986332025241169920', 'indices': [117, 140], 'media_url': 'http://pbs.twimg.com/media/DbAnwEsXcAAoV_W.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DbAnwEsXcAAoV_W.jpg', 'url': 'https://t.co/luKyLcTfqJ', 'display_url': 'pic.twitter.com/luKyLcTfqJ', 'expanded_url': 'https://twitter.com/justnvc/status/986332054236401665/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'large': {'w': 1350, 'h': 760, 'resize': 'fit'}}, 'source_status_id': 986332054236401665, 'source_status_id_str': '986332054236401665', 'source_user_id': 45811376, 'source_user_id_str': '45811376'}]",Quake
406,2018-04-17 22:23:02,"USGS reports a SoCal area M1.15 #earthquake 10km NNW of Anza, CA on 4/17/18 @ 22:19:48 UTC https://t.co/pKzTRfsX9C #quake",2612506890,Southern California,0,"[{'url': 'https://t.co/pKzTRfsX9C', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ci37916903', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [91, 114]}]",,Quake
406,2018-04-17 22:23:02,"USGS reports a SoCal area M1.15 #earthquake 10km NNW of Anza, CA on 4/17/18 @ 22:19:48 UTC https://t.co/pKzTRfsX9C #quake",2612506890,Southern California,0,"[{'url': 'https://t.co/pKzTRfsX9C', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ci37916903', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [91, 114]}]",,Quake
407,2018-04-17 22:23:02,"USGS reports a M1.15 #earthquake 10km NNW of Anza, CA on 4/17/18 @ 22:19:48 UTC https://t.co/rQ6u56sSnP #quake",1414684496,Earth,0,"[{'url': 'https://t.co/rQ6u56sSnP', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ci37916903', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [80, 103]}]",,Quake
407,2018-04-17 22:23:02,"USGS reports a M1.15 #earthquake 10km NNW of Anza, CA on 4/17/18 @ 22:19:48 UTC https://t.co/rQ6u56sSnP #quake",1414684496,Earth,0,"[{'url': 'https://t.co/rQ6u56sSnP', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ci37916903', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [80, 103]}]",,Quake
408,2018-04-17 22:13:01,"USGS reports a M1.9 #earthquake 26km S of Hawthorne, Nevada on 4/17/18 @ 22:10:52 UTC https://t.co/9coVhZqlnc #quake",1414684496,Earth,0,"[{'url': 'https://t.co/9coVhZqlnc', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/nn00630754', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [86, 109]}]",,Quake
408,2018-04-17 22:13:01,"USGS reports a M1.9 #earthquake 26km S of Hawthorne, Nevada on 4/17/18 @ 22:10:52 UTC https://t.co/9coVhZqlnc #quake",1414684496,Earth,0,"[{'url': 'https://t.co/9coVhZqlnc', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/nn00630754', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [86, 109]}]",,Quake
409,2018-04-17 22:10:20,"#quake 2018-04-17 19:51:45 (M4.1) HINDU KUSH REGION, AFGHANISTAN 36.5 71.3 (1cbfb) https://t.co/pCMAjHRp4I",121240066,California,0,"[{'url': 'https://t.co/pCMAjHRp4I', 'expanded_url': 'https://goo.gl/fb/7LgiVr', 'display_url': 'goo.gl/fb/7LgiVr', 'indices': [83, 106]}]",,Quake
410,2018-04-17 22:09:41,"[GFZ] M4.9 Apr-17 22:09:40 UTC, Off East Coast of Kamchatka, Depth:59.0km, https://t.co/pSZvDLsX35 #quake https://t.co/D1KCePXEdb",535114625,,0,"[{'url': 'https://t.co/pSZvDLsX35', 'expanded_url': 'http://geofon.gfz-potsdam.de/eqinfo/event.php?from=rss&id=gfz2018hnis', 'display_url': 'geofon.gfz-potsdam.de/eqinfo/event.p…', 'indices': [75, 98]}]","[{'id': 986366111183650816, 'id_str': '986366111183650816', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/DbBGwIuVwAA---Q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DbBGwIuVwAA---Q.jpg', 'url': 'https://t.co/D1KCePXEdb', 'display_url': 'pic.twitter.com/D1KCePXEdb', 'expanded_url': 'https://twitter.com/earthquakesApp/status/986366112399962113/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 450, 'h': 450, 'resize': 'fit'}, 'small': {'w': 450, 'h': 450, 'resize': 'fit'}, 'medium': {'w': 450, 'h': 450, 'resize': 'fit'}}}]",Quake
411,2018-04-17 22:00:02,"Nathan Sharp Nightmare Drum Cover by Chris DeAngelis
https://t.co/TrhVK9tuQF
#america #indie #music #idol #the… https://t.co/U9e4xYJd5M",884599675583471616,"California, USA",0,"[{'url': 'https://t.co/TrhVK9tuQF', 'expanded_url': 'https://www.youtube.com/watch?v=GgLUpd9Hcyo', 'display_url': 'youtube.com/watch?v=GgLUpd…', 'indices': [53, 76]}, {'url': 'https://t.co/U9e4xYJd5M', 'expanded_url': 'https://twitter.com/i/web/status/986363684023713794', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [112, 135]}]",,Quake
411,2018-04-17 22:00:02,"Nathan Sharp Nightmare Drum Cover by Chris DeAngelis
https://t.co/TrhVK9tuQF
#america #indie #music #idol #the… https://t.co/U9e4xYJd5M",884599675583471616,"California, USA",0,"[{'url': 'https://t.co/TrhVK9tuQF', 'expanded_url': 'https://www.youtube.com/watch?v=GgLUpd9Hcyo', 'display_url': 'youtube.com/watch?v=GgLUpd…', 'indices': [53, 76]}, {'url': 'https://t.co/U9e4xYJd5M', 'expanded_url': 'https://twitter.com/i/web/status/986363684023713794', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [112, 135]}]",,Quake
411,2018-04-17 22:00:02,"Nathan Sharp Nightmare Drum Cover by Chris DeAngelis
https://t.co/TrhVK9tuQF
#america #indie #music #idol #the… https://t.co/U9e4xYJd5M",884599675583471616,"California, USA",0,"[{'url': 'https://t.co/TrhVK9tuQF', 'expanded_url': 'https://www.youtube.com/watch?v=GgLUpd9Hcyo', 'display_url': 'youtube.com/watch?v=GgLUpd…', 'indices': [53, 76]}, {'url': 'https://t.co/U9e4xYJd5M', 'expanded_url': 'https://twitter.com/i/web/status/986363684023713794', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [112, 135]}]",,Quake
411,2018-04-17 22:00:02,"Nathan Sharp Nightmare Drum Cover by Chris DeAngelis
https://t.co/TrhVK9tuQF
#america #indie #music #idol #the… https://t.co/U9e4xYJd5M",884599675583471616,"California, USA",0,"[{'url': 'https://t.co/TrhVK9tuQF', 'expanded_url': 'https://www.youtube.com/watch?v=GgLUpd9Hcyo', 'display_url': 'youtube.com/watch?v=GgLUpd…', 'indices': [53, 76]}, {'url': 'https://t.co/U9e4xYJd5M', 'expanded_url': 'https://twitter.com/i/web/status/986363684023713794', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [112, 135]}]",,Quake
411,2018-04-17 22:00:02,"Nathan Sharp Nightmare Drum Cover by Chris DeAngelis
https://t.co/TrhVK9tuQF
#america #indie #music #idol #the… https://t.co/U9e4xYJd5M",884599675583471616,"California, USA",0,"[{'url': 'https://t.co/TrhVK9tuQF', 'expanded_url': 'https://www.youtube.com/watch?v=GgLUpd9Hcyo', 'display_url': 'youtube.com/watch?v=GgLUpd…', 'indices': [53, 76]}, {'url': 'https://t.co/U9e4xYJd5M', 'expanded_url': 'https://twitter.com/i/web/status/986363684023713794', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [112, 135]}]",,Quake
412,2018-04-17 21:57:27,"RT @earthquakesApp: [SSN] M4.2 Apr-17 21:37:40 UTC, 99 km to W of PUERTO VALLARTA, JALISCO, Depth:5.0km,  #quake https://t.co/dTGvsvCJCb",788178542,"Cali, Colombia",1,[],"[{'id': 986358058040217600, 'id_str': '986358058040217600', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/DbA_bYbU0AAcMO5.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DbA_bYbU0AAcMO5.jpg', 'url': 'https://t.co/dTGvsvCJCb', 'display_url': 'pic.twitter.com/dTGvsvCJCb', 'expanded_url': 'https://twitter.com/earthquakesApp/status/986358059936112641/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 450, 'h': 450, 'resize': 'fit'}, 'medium': {'w': 450, 'h': 450, 'resize': 'fit'}, 'large': {'w': 450, 'h': 450, 'resize': 'fit'}}, 'source_status_id': 986358059936112641, 'source_status_id_str': '986358059936112641', 'source_user_id': 535114625, 'source_user_id_str': '535114625'}]",Quake
413,2018-04-17 21:48:01,"USGS reports a M1.5 #earthquake 93km NNW of Talkeetna, Alaska on 4/17/18 @ 21:43:10 UTC https://t.co/CL8Hl0MA7P #quake",1414684496,Earth,0,"[{'url': 'https://t.co/CL8Hl0MA7P', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ak19241718', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [88, 111]}]",,Quake
413,2018-04-17 21:48:01,"USGS reports a M1.5 #earthquake 93km NNW of Talkeetna, Alaska on 4/17/18 @ 21:43:10 UTC https://t.co/CL8Hl0MA7P #quake",1414684496,Earth,0,"[{'url': 'https://t.co/CL8Hl0MA7P', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ak19241718', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [88, 111]}]",,Quake
415,2018-04-17 21:47:07,"Light earthquake, 4.4 mag strikes near Machali in Chile - https://t.co/PxJ17L3iZm #earthquake #quake",182752250,USA,0,"[{'url': 'https://t.co/PxJ17L3iZm', 'expanded_url': 'https://wp.me/p5bFdp-ucG', 'display_url': 'wp.me/p5bFdp-ucG', 'indices': [58, 81]}]",,Quake
415,2018-04-17 21:47:07,"Light earthquake, 4.4 mag strikes near Machali in Chile - https://t.co/PxJ17L3iZm #earthquake #quake",182752250,USA,0,"[{'url': 'https://t.co/PxJ17L3iZm', 'expanded_url': 'https://wp.me/p5bFdp-ucG', 'display_url': 'wp.me/p5bFdp-ucG', 'indices': [58, 81]}]",,Quake
416,2018-04-17 21:45:38,RT @ChrisDisaster: #TestYourKnowledge of #Earthquakes and How Are They #Measured – View video at https://t.co/dbrfWcUAam #Earthquake #Earth…,897522200370085889,"Atlanta, Ga",1,"[{'url': 'https://t.co/dbrfWcUAam', 'expanded_url': 'http://goo.gl/WIq8Gp', 'display_url': 'goo.gl/WIq8Gp', 'indices': [97, 120]}]",,Quake
416,2018-04-17 21:45:38,RT @ChrisDisaster: #TestYourKnowledge of #Earthquakes and How Are They #Measured – View video at https://t.co/dbrfWcUAam #Earthquake #Earth…,897522200370085889,"Atlanta, Ga",1,"[{'url': 'https://t.co/dbrfWcUAam', 'expanded_url': 'http://goo.gl/WIq8Gp', 'display_url': 'goo.gl/WIq8Gp', 'indices': [97, 120]}]",,Quake
416,2018-04-17 21:45:38,RT @ChrisDisaster: #TestYourKnowledge of #Earthquakes and How Are They #Measured – View video at https://t.co/dbrfWcUAam #Earthquake #Earth…,897522200370085889,"Atlanta, Ga",1,"[{'url': 'https://t.co/dbrfWcUAam', 'expanded_url': 'http://goo.gl/WIq8Gp', 'display_url': 'goo.gl/WIq8Gp', 'indices': [97, 120]}]",,Quake
416,2018-04-17 21:45:38,RT @ChrisDisaster: #TestYourKnowledge of #Earthquakes and How Are They #Measured – View video at https://t.co/dbrfWcUAam #Earthquake #Earth…,897522200370085889,"Atlanta, Ga",1,"[{'url': 'https://t.co/dbrfWcUAam', 'expanded_url': 'http://goo.gl/WIq8Gp', 'display_url': 'goo.gl/WIq8Gp', 'indices': [97, 120]}]",,Quake
417,2018-04-17 21:45:08,#TestYourKnowledge of #Earthquakes and How Are They #Measured – View video at https://t.co/dbrfWcUAam #Earthquake… https://t.co/WNcGscCEjT,1699483212,Tallahassee Florida,1,"[{'url': 'https://t.co/dbrfWcUAam', 'expanded_url': 'http://goo.gl/WIq8Gp', 'display_url': 'goo.gl/WIq8Gp', 'indices': [78, 101]}, {'url': 'https://t.co/WNcGscCEjT', 'expanded_url': 'https://twitter.com/i/web/status/986359933250785282', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [115, 138]}]",,Quake
417,2018-04-17 21:45:08,#TestYourKnowledge of #Earthquakes and How Are They #Measured – View video at https://t.co/dbrfWcUAam #Earthquake… https://t.co/WNcGscCEjT,1699483212,Tallahassee Florida,1,"[{'url': 'https://t.co/dbrfWcUAam', 'expanded_url': 'http://goo.gl/WIq8Gp', 'display_url': 'goo.gl/WIq8Gp', 'indices': [78, 101]}, {'url': 'https://t.co/WNcGscCEjT', 'expanded_url': 'https://twitter.com/i/web/status/986359933250785282', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [115, 138]}]",,Quake
417,2018-04-17 21:45:08,#TestYourKnowledge of #Earthquakes and How Are They #Measured – View video at https://t.co/dbrfWcUAam #Earthquake… https://t.co/WNcGscCEjT,1699483212,Tallahassee Florida,1,"[{'url': 'https://t.co/dbrfWcUAam', 'expanded_url': 'http://goo.gl/WIq8Gp', 'display_url': 'goo.gl/WIq8Gp', 'indices': [78, 101]}, {'url': 'https://t.co/WNcGscCEjT', 'expanded_url': 'https://twitter.com/i/web/status/986359933250785282', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [115, 138]}]",,Quake
417,2018-04-17 21:45:08,#TestYourKnowledge of #Earthquakes and How Are They #Measured – View video at https://t.co/dbrfWcUAam #Earthquake… https://t.co/WNcGscCEjT,1699483212,Tallahassee Florida,1,"[{'url': 'https://t.co/dbrfWcUAam', 'expanded_url': 'http://goo.gl/WIq8Gp', 'display_url': 'goo.gl/WIq8Gp', 'indices': [78, 101]}, {'url': 'https://t.co/WNcGscCEjT', 'expanded_url': 'https://twitter.com/i/web/status/986359933250785282', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [115, 138]}]",,Quake
419,2018-04-17 21:43:02,"USGS reports a M1.8 #earthquake 19km NNE of Healy, Alaska on 4/17/18 @ 21:39:17 UTC https://t.co/McJBiPxjAS #quake",1414684496,Earth,0,"[{'url': 'https://t.co/McJBiPxjAS', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ak19241715', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [84, 107]}]",,Quake
419,2018-04-17 21:43:02,"USGS reports a M1.8 #earthquake 19km NNE of Healy, Alaska on 4/17/18 @ 21:39:17 UTC https://t.co/McJBiPxjAS #quake",1414684496,Earth,0,"[{'url': 'https://t.co/McJBiPxjAS', 'expanded_url': 'https://earthquake.usgs.gov/earthquakes/eventpage/ak19241715', 'display_url': 'earthquake.usgs.gov/earthquakes/ev…', 'indices': [84, 107]}]",,Quake
