User_id,Screen_name,Description,Friends_count,Statuses_count,favorite_count,location
1113261296,SLOMakerFaire,"Join us for the annual SLO Mini Maker Faire at Mission Plaza in San Luis Obispo on May 10, 2014.  Hashtag #SLOMMF",255,94,5,San Luis Obispo
132595703,Morcit,,2026,108,5905,"México City
"
44610400,clebervcarneiro,,2171,530,21,Brasília - Brazil
2228725608,SokolMoshe,computers and anything tech (computer nerd),1439,1500,632,
2260720718,BerndAppleby,"CEO of TERiX, a one call hardware maintenance provider. Fighting for equipment owner's right to 3rd party support. Love golf, 49ers and my guitar. #datacenter",930,87,0,"Sunnyvale, Calif."
289403496,jake_devincenzi,"Take your trap for a run, daily.",88,433,29,
315862570,SamReed02,glow fairy from the grunge 90s | M.Sci (Cantab),917,2533,5445,"Cambridge,England"
11819542,melissajenna,"Wisdom seeker, classical educator, wife of @themrgodsey, mother of drago—er, children. Tryna walk in the light.",1035,17244,6016,"San Luis Obispo, California"
829526694,myTurn,"myTurn makes it easy for businesses, universities and cities to track, rent, and share resources & build a Library of Things #CircularEconomy #SharingEconomy",522,1087,1198,
183476295,Stefaniamcd,"Working with words, playing dress-up, and planning my next meal. Also: @backstorystyle on Instagram.",2386,3582,4958,"Los Angeles, CA"
1411239102,VFitDelivered,We bring health and wellness TO YOU with expert advise and research.,342,68,1,"San Luis Obispo, CA"
279780906,Emery_B_223,Techie. Intellectual. Humanitarian. Centrist Democrat. Casual Gamer. Married to @Illustr8ive4ce! #Resist #NotMyPresident,1049,52274,9039,United States
106820164,hes_the_guy,,2592,40,178,
120957622,RonDemuth,"Technology is my passion. I am a huge fan of the PC. Apple products are great, I love my MacBook Pro!",1677,3475,1348,Montana
947858292,alfreezr,,126,7,15,
2178051822,FixThePlanetDe,,21,1,0,
913603362,samibart,Just trying to figure out this whole adult thing #icecreamfordinner,167,303,1603,Northeastern University
75368515,amananderson,"Coach @beast_fingers Climbing Youth/Collegiate Team. Human performance at KörperForce. Studied Health Science, Nutrition, Design at HIHE. USA Climbing Coach.",1318,31772,4653,"Denver, CO"
349952002,msquaredtweets,Do you have a bathroom I could use?,2151,1352,669,"Madison, WI"
1942882519,GayleUlrich,http://t.co/aHlwlBj0W1,128,8,32,
1390452294,USA89591851,We Are America..And We love United State.,136829,6030,320,New York.
459120920,Sustainia,Sustainia is a sustainability advisory group + digital studio working to turn #GlobalGoals into urgent solutions.  #GOexplorer #Cities100,7536,23928,23834,"Copenhagen, Denmark"
16191064,MekahloNBCLA,@NBCLA Anchor/Reporter | Nat'l Hispanic Journalism Assc (@NAHJ) Nat'l President 14-16 | Proud Native New Mexican. Follows\Retweets=not endorsements.,28126,18619,3623,"Los Angeles, California"
3576561,icco,Software Reconnaissance Engineer. Lead Site Reliability Engineer @ @firstlookmedia. Forever @HFA. @CalPoly Alum. @recursecenter 2015. Also lots of other places.,3104,18543,17895,"Brooklyn, NY"
205439137,Zippo_2kb,"Nostálgico, borracho, ingenuo, idealista, desordenado, sensible. Un hueso duro de roer. De criterio único. Cocinero!",1086,1285,289,"Córdoba, Argentina."
402939188,tedescotv,,153,65,4,
114703964,didierpulicani,J'adore quand un plan se déroule sans accro.,1821,6847,936,"France, Suisse"
369203213,KD0PMR,,134,107,2,Midwestern USA
21968919,rickommended,The adventures of a bicycling home chef in Brooklyn with a sweet food blog and a mean coffee addiction 🚲🤸🏼‍♂️👨🏼‍🍳🍩🍕🍔🌮☕️🍺🍷📱💻⌚️🔧✈️🏕☀️,2340,5629,1593,"Brooklyn, NY"
41866867,GloSprit,"Interests: preserving the environment, creating & maintaining sustainable local food systems, against multinational cooperation's world dominance",1033,4170,47,
231622070,iRicPod,Never ask permission to be yourself.,1668,365,216,"Fort Bliss, TX"
397049331,WeloveNola,"New Orleans pictures, articles and love!",856,7228,262,New Orleans
14768965,richwright,,501,723,3,
561987955,redworm_mama,"city of edmonton master composter and recycler 2012, (#yegmcr) doing my best 2 reuse, recycle, reduce, & compost while i raise my #yeg redworm family!",1987,4632,2089,yeg
84854343,joethestampede,"Overactive brain. In love with a girl from Canada. Views are mine, not my employer's.",2511,76831,41998,"Dover,DE."
1431731161,rodrigopereirax,Do you like my photos? Here more https://t.co/mwsyHm7fwv,1874,2227,706,grande são paulo
178988064,ScottGraham9,"Marketing Executive | Growth Hacker | Experience Design | #SocialMedia, #SEO, #ContentMarketing  | Partner @BuckheadVenture | Connoisseur of Bacon & Bourbon",34339,23261,9016,"San Francisco, CA | Atlanta"
293934083,DIYGirls,Creating opportunities for girls to explore STEM. #inthistogether,4324,8264,2923,"Los Angeles, CA"
775742,clothbot,"E.Eng, EDA/CAD hacker, VE3SLG, bassist, violist, 3dprinting, reprap, open source bits & atoms, dabbler in everything. @QueensU Apple Math C&C Sci'96/7/8!",4789,15214,7224,"Ottawa, Ontario, Canada"
5908682,perryclarke,Software proctologist. UNIX hacker since Version 6. Mobile hacker since WAP. Lightroom enthusiast.,1307,2429,15994,"Sunny Gilroy, CA"
245553731,scottydscotty,,97,1053,155,"San Luis Obispo, CA"
8884462,TGines,"Designer, father, husband, and brand obsessed.",484,5334,140,"Pismo Beach, CA"
88068524,ryan_lutz,Try to define me.,1011,2099,43,"Orange County, California"
78500201,Liquor_gear,"The best place to find awesome drinking games, bar supplies, and liquor flask products. 
Subscribe to our channel: https://t.co/LZhZgGQMSd",4958,229,40,"New Orleans, LA"
581540879,MakerEdOrg,Maker Ed is a nonprofit that provides educators with resources to facilitate engaging learning experiences with youth through maker education.,4061,7355,9425,"Oakland, CA"
297168625,JoshuaJLight,"I enjoy tweeting about startups, and economics.",13045,1610,980,Utah
1524217410,ModelEngineers,"The home of Model Engineer, the premier UK model engineering magazine for over 100 years, & Model Engineers' Workshop the leading international workshop title 🔧",714,639,61,
993996216,THAKID113086,No gamble no future - Young Man,3635,7591,2476,
1132672532,colonelnemo,"Host/Co-Host of @justsaiyanpod, @dngvoyager, and @HorsemenReview. Cinephile, TV Junkie, Game Enthusiast. Looking for freelance writer gigs! (He/Him)",1076,128947,138574,"New Orleans, LA"
16151759,EricDoster,"Working hard on @Dozuki. 
Learning every day.",338,560,3,"san luis obispo, ca"
84138845,BrettLHartt,several prepositions,261,229,3,"35.268501,-120.669617"
564839978,tech_Michelle,"Tech journalism, food writing, woman about the internet. Also answers to @MichelleMaisto.",703,1950,666,Brooklyn
22931464,mirkov,"Developer of Lyn, an image viewer for the Mac.",294,225,1382,
48395238,WojciechM,"Ścisłowiec z zadatkami na humanistę. Nauka wszystkiego ci nie powie, ale z pewnością do wszystkiego się wpieprzy.",5000,146497,76029,
463239031,MargaretStrahan,5⃣0⃣4⃣,418,2055,745,"New Orleans, LA"
11593262,arnzen,"Professor of English and Writing Popular Fiction at Seton Hill University.  If you're looking for the horror writer, you have to follow @MikeArnzen instead.",2210,2126,9,Seton Hill University
974190018,Alexia_Girod,About to embark on a new adventure as a Producer for KTIV in Sioux City! I can't wait!,1881,842,2,"San Francisco, CA"
617220510,UseTablet,Use Tablet Anywhere. A site where you can find anything related to use of tablet,1838,2525,0,
15339201,iFixit,"The free repair guide for everything, written by everyone. Join the repair movement by sharing photos of your fix with #iFixit.",1201,11131,4332,"San Luis Obispo, CA"
770163824,patagoniabooks,We believe that books are still the most important medium for passing our values to the next generation.,486,2358,315,"Ventura, CA"
825471768,Fixperts,"Fixperts is an award-winning learning programme for designers, engineers, technologists, artists and creative problem-solvers everywhere. Run by @fixing_ed",2689,4121,1760,See over 300 fixfilms
19913158,danino,"@thisisfromnowon @fixperts Projects inc: Power of Making, Maker Library Network, Central Research Laboratory, Maker Designer User, Future of Fixing & FixEd",2186,9011,2773,"FROM-NOW-ON, London"
568718604,delos3boys,"Love my 3 boys, husband, family, God, & life!❤ Blessed & thankful! Determined to make a difference!Teacher! Love 2 teach! Love to run! Love Saints, LSU, & NSU!✌",906,5353,2854,Southern Louisiana
301797331,Margaretlise,@natchitoches native. Proud alumna of @Loyola_NOLA and @Loyola_Nola_Dg. Graduate Student @LSU.,639,919,221,"Baton Rouge, LA"
83563875,bssmithy,UX Strategist at @geniussports | Designer | Writer | Photographer | crafting better narratives,561,745,140,"Los Angeles, CA"
869263518,novelhill,Wedding and lifestyle photographers from California. Your story is a page turner.,228,237,38,"Los Angeles, California"
1458217555,meesh_evans,I was a leash baby.,279,1753,4188,
196750720,GwendolynGay,"Youtube Expert, Former host for https://t.co/JNcToHaI45 and Powerball, repair guru, expert smile-er, actor, skittles connoisseur.",190,856,532,California
15380655,mr2incredible,"Small Town Pizza Lawyer by day, by different time of day Whale Biologist, and by night Venezuelan Minister of Small Fountains.",619,3878,1105,"Pomona, CA"
1339769414,FemmeLuxe,"Diamonds are the only Luxury as durable as the women who wear them, Femme Luxe is Durable Femininity, at an affordable price.",164,21,2,New York NY
18315252,Will_Nunn,"Obsessions: sailboat racing, finding mental health solutions, ending human trafficking. Rotarian @RotaryNOLA RT ≠agreement",427,2500,29,"29.951065, -90.071533"
355947901,rainbeauxcrash,"Writer. Artist. Performer. Lover. Fighter. Queer. Feminist. Word Janitor. Polecat. Bibliophile. Glitter Enthusiast. Organizer. Circus Freak In-Training, et al.",174,2903,143,"New Orleans, LA"
635796847,RburkeBurke,"Love yard work, along with planting shrubs and flowers. Like a variety of music, especially the beatles. Follow new england sports teams, die hard fan!",831,359,35,new hampshire
32327191,Blkfolk,"Somebody loved, wanted, and getting happy IG:Blkfolk",719,13486,122,Somewhere Dreamin
1391508450,montreyal,"""...that divine fire is still alive"" • γίνεσθοι",160,1305,100,sur de la métropole 
284231929,laubaudo,“They tried to bury us. They didn’t know we were seeds.”,450,2358,1960,"New Orleans, LA"
407504846,JayceeRe1,,201,49,3,New Orleans
148942893,Newaters,,80,7,1,
713158536,MJ_Lee90,"Proud CUI Alumnus Class of 2012

Hometown: Honolulu, HI",27,202,12,
307255800,theLabourday,"Yeah, I got bored and decided to make a twitter. I love Scrubs, books, and more than anything Theatre",475,829,977,New York
1069111578,Not_a_sigep,I (would) want you for Sig Ep. Frat on.,38,6,0,"New Orleans, La"
631122929,Dhollywebb,,49,85,0,the moon
16788900,EastmanMuseum,"World's foremost museum of photography and cinema located on the historic estate of George Eastman, the pioneer of popular photography.",15043,9517,6435,"Rochester, NY"
372632436,McKodie,Something I've heard about me There's never dull moment around Kods,155,230,5,
134634808,cleoooooooo1,I like big butts and I cannot tell a lie said George Washington,310,277,109,
279612752,LauDenault,"#NOLA Transplant in SF, Travel Blogger,  VP of #CustomerSuccess at @skupos, Former @demandforce",441,2261,616,"San Francisco, CA"
516552345,GrowSoulBeauty,"Yoga, photography & soul nourishment to create beautiful on the inside + outside.       
LOVE YOUR BODY~NOURISH YOUR SOUL~BE BEAUTIFUL",3347,12449,36,
742921537,Goodnolaweb,"We lost access to @Goodnolanews, here goes our new account. Follow us. Thanks!",1230,138,0,New Orleans
258854961,theforgestyle,graphic designer. married to baseball half of the year. gypsy wife. mama of two.,180,1909,55,Pittsburgh
135343779,phillipsbar,Phillips bar and restaurant is an Uptown New Orleans' staple.  Check out one of our specialty nights as listed on https://t.co/IdgVYztrZG,648,1140,63,733 cherokee (corner of Maple)
24098415,aedanjean,,60,495,24,"Des Moines, IA"
618703890,golubow_marty,Visiondreamer--curefan--animals friend--lottery loser--gunnersmate--passionate + innocent victim.....,1755,2125,40,
44819856,Refunktion,,191,1095,5,"Haiku, Hawaii"
103608022,Bridgetst,I am because you are.,2035,3417,160,
253438490,PereraFarbstein,,182,122,3,America
126306405,keziahplum,Video journalist and activist living in Paris,641,402,10,"Paris, France"
48028987,btm_worship,We're most alive when we're leading and living out authentic worship. @Phil_Cork / @KierenRouse / @Zac_Holliday,296,972,12,"Gulfport, MS / New Olreans, LA"
48228059,haliipaye,Don't give up your daydream.,157,77,17,
21162202,ACabby,,312,168,2,
93950799,PendrayNYC,,90,396,1,New York City
172935382,Catpew,step three: always laugh at your own jokes.,355,1335,1724,"New Orleans, LA"
457759914,emratkerrigan,,290,2781,448,"Mckinney, TX"
256231636,janettelaneblog,"Creator of Pocket Letters™. Wife. Believer. SoCal resident. Blogger. Penchant for papercrafts, planners, snailmail, cheeseburgers, sunsets, and rainy days!",140,3754,369,
385694578,MrsNJanney,I am a wife and engineer who maybe shares a little too much.,127,1049,8,
533194978,HollieWoodsouth,"Gambit blogger, film and television lover, gal about town, unashamed teeny bopper and, most importantly, proud New Orleans native.",105,58,2,New Orleans
451038338,ann_mollie,"Photographer, always have a camera with me.  Love all types of photography",475,89,26,New York
24468107,TheYoutubediva,|| Mother || Automotive || Cover of SLO Life Magazine || Youtubediva,1286,6664,2578,"San Luis Obispo, CA"
335213959,hcgriggs,"New Orleans & Atlanta. Doctoral student in English at @Emory. 19th/20thC American literature, foodways, and the U.S. South. Creator of @drinkingarchive.",388,403,1083,"Atlanta, GA"
520437839,hawaiianpc,"Hawaiian Paradise Candies - Chocolate company in Honolulu, Hawaii. http://t.co/MBehvdOYsd",24,20,8,128 S School St
415352595,Icerune101,°~° wadup im making dubstep on youtube sooo folo me °~° [°]_[°] [•]~[•] (×)_(×) (•)-(•),255,133,6,Adamsville Alabama
479723487,SapphireLindsay,"My spirit animal is a mix of Sara Bareilles, Joanna Gaines, and a cat.",209,8648,1203,"Nashville, TN"
348219155,ShambolicLiving,"A blogger, with an untidy house, imperfect children and no celebrity friends. Sometimes Radio Producer for @ABCNSW (who aren't responsible for my views).",1811,3002,376,Port Macquarie
469914880,DoorsPubnPizza,Best pizza in New Orleans - Drink Specials - Trivia Night - Great place to watch the game..,233,37,0,
165977234,mrscaseyann,IM ON NO SLEEP. NO. SLEEP.,355,5239,3767,"Santa Cruz, CA"
31116405,dinosaurtoes,"Parrot kisses, making things and speed metal. http://t.co/T8AKn1QEhj",320,10763,96,"Lynchburg, VA"
11139232,ldaka,"Mom, Yoga evangelist, New Orleanian and badass on the dance floor.",1944,3091,123,New Orleans
252630203,frankiecolt,MUSICIAN. ARTIST. ENCOURAGER OF LOVE 🖤,281,2174,84,"Fort Myers, FL"
481710131,cmparis07,,3,0,0,
461744605,grace_neilson,Im just a girl trying to figure out life after college.,38,69,5,
186193385,lkvanbre,One should never travel without something sensational to read or eat. I bring my diary and crumpets.,83,4,0,"New Orleans, LA"
196279661,Royal_U_G,"I went from Homeless to Homeowner... 
 
#God built me to last
 #random",816,22658,189,"Hou✈N.O.✈GA
"
220928986,vickytorez,"Hi, my name is Victoria and I'm unstoppable jewelry maker from Etsy who is not sure why Twitter feels like jungle?",759,358,1,"Bellingham, Fiji in my dreams"
135383687,mojoJoeJoe805,Tweeting is a habit so get like me,644,3106,302,Hooville
388250735,laurenlkeim,,971,12469,176680,
133566752,wwanw,"i read, write, and ride a bike.",182,4918,23,washington DC
90580528,OutofPrintTees,Literary apparel & accessory company that loves celebrating great stories! Each purchase helps fund literacy programs & book donations to communities in need.,2984,13712,8755,"New York, NY"
466073173,JuliaGurney1,,108,11,9,
314261263,alexkrotulski,Research Scientist,430,1907,92,"Philadelphia, PA"
16854414,cz_nola,Winners never quit and quitters never win.,293,122,8,New Orleans
456174785,RedPanda_Style,,1720,365,5,"Nashville, TN"
248744360,JANUSUNIVERSITY,Janus University is a for-profit distance learning institution offering online programs leading to undergrad/graduate degrees in Business & Behavioral Science.,1887,384,0,"Newport Beach, CA 9266, USA"
271826915,Louran89,,1333,27,0,Louisiana
418361322,datstarzan4ya,"Part mystical, part metaphysical...all DAT in between.",965,1811,14,NOLA
15955271,NiiTES,Promotions Company and Event / Nightlife / Photo-sharing Website.  You've probably been to one of our concerts or had your picture taken at a bar by us.,1372,116,2,"San Luis Obispo, CA"
406507204,KalieAKlein,,412,805,436,"Davie,Fl"
196646953,kucolectivo,Brindamos un espacio al talento mexicano a través de diversas actividades culturales.,12757,1302,251,México D.F.
368094326,MichaelLloveras,,245,5,15,
407062382,JennDignan,,262,2090,763,
24418231,ashleymstevens,HR manager. MPA candidate. Foodie and cocktail enthusiast in NOLA.,982,2208,223,NOLA
26444831,NatashaRussiaD,,1036,525,2,"newport beach, ca"
58487405,MissJuneD,"Owner and Curator of White Dove American Vintage. 
DJ, Yoginni and lover of all things green!",351,389,0,"Brooklyn, NY"
313930406,Lead_The_Pack,Everything leadership!,70,5,0,Danna Student Center
378070934,cristinacalder,instagram @strugglinghipster,507,2175,241,"Houston, TX"
43137197,LoynoSMC,Updates and news from the School of Mass Communication at @Loyola_NOLA.,1003,5065,1521,"New Orleans, LA"
375166180,SarahSemsar,political junkie. travel obsessed. 🇺🇸🇮🇷,230,2191,2501,"Los Angeles, California"
17932766,thecarlimo,,160,6724,1793,"Columbia, MO"
329774468,MadcRice,"Peace, Love, Family, Dogs. #LAdem Attorney",391,1304,4895,"New Orleans, LA"
14925956,ModCloth,"Our vast collection of unique fashion & decor is distinctively darling! Follow us for style inspiration, exclusive access, & delightful surprises. #modcloth",9032,59543,2021,"San Francisco, CA, U.S.A"
24601586,sozmonsta,i often do things,891,9498,4945,"New Orleans, LA"
293947730,BMitsui,,46,12,0,Aiea
340505471,airplanereading,professor of English & Environment @Loyola_nola | co-editor @objectsobjects | latest book is AIRPORTNESS https://t.co/vsScoI8wZa,3111,10404,13662,New Orleans & Leelanau
365151127,Ronpaul6Ron,,240,0,0,
32172925,Sal_J_Ramon,,454,659,7,
281357101,adenekankola,,1790,2,1,
33956576,Christina_Girau,"Since love grows within you, so beauty grows. For love is the beauty of the soul. St. Augustine",363,293,134,"New Orleans, LA"
319290032,kdeeal,The only thing constant in life is Change!,372,14,0,Romania
141117458,DILSIAVICTORIA,HG,283,2956,37,N@WLiNS
236617991,loynoreslife,"Updates, info, and awesomeness from the Department of Residential Life at Loyola University New Orleans. #loyno #reslife #LiveWithThePack",323,3749,38,"New Orleans, La"
279809568,KreweofNyx,We are the largest all female Mardi Gras Krewe in the history of New Orleans.  We are Nyx Sisters-The Sweethearts of New Orleans Mardi Gras!,2148,966,98,"New Orleans, La."
344365973,MidCityBugsy,One of the @KreweOfFreret founders.,263,235,369,NOLA
338062243,OhanaEyeCenter,"Ophthalmologist (EyeMD/surgeon), Dr. Douglas Chu, specializes in cataracts, dry eye, laser vision correction & eyeglasses, 808-942-5800.",790,1029,2,"1401 South Beretania Street Suite 900 Honolulu, Hawaii"
195903832,LoynoDSI,,266,1176,35,Loyola University New Orleans
54176401,transitionstore,"Art, lifestyle, music and fashion combine to form This Is Transition. An online webstore. Join us to get latest news.",1230,889,2,"ÜT: 1.32614,103.882198"
341909310,jjavarage,We just walk around with a video camera and make videos. Check out our channel! JavaRage.... spread the word.,844,7,1,USA
2092111,TheSaints,"New Orleans Saints, Saints, NFL, Football. This is an independent twitter account by fans, for fans. We have no official affiliation at all.",4135,29348,1,"new orleans, la"
33035884,nenalara26,,213,16,9,"Houston, TX"
343284764,truelifeormho,Jesus is Lord!,21,3,0,The True Life Of Race Ministry
312383707,NickPayne514,"Pianist, Composer, Arranger",256,19,0,"Denton, Texas"
309324755,leahwhitlock22,,213,680,10,
92086251,JettaJasmine,,237,2897,186,
43400841,AbbeyBrandon,Influencer. Fashion. Politics. Brunch. Retweets are not endorsements • Insta/Snapchat: DistrictDressUp • abbey@districtdressup.com •,836,2854,1402,"Washington, DC"
336930770,DenaleeChoy,"Sometimes I think I am younger, skinnier, smarter and richer than I actually am.",158,1204,440,Honolulu
335446672,MichelleERau,"I like to dream. Then, I figure out a way to make those dreams come true.",880,1578,369,NOLA
330236455,Eqiskfosc,,1067,0,0,
297016675,Nanaaxzv,,611,0,0,
54611293,CoryNicole,,549,3675,852,"Pennsylvania, USA"
133328333,Frank_Benjamin,,91,167,3,Miami
29105419,thewailinjennys,"Nicky Mehta, Ruth Moody, and Heather Masse are singer/ songwriter alchemy. They combine their talents into a rare musical mix that is enchanting and powerful.",3695,1167,317,
231237889,ChelseaMarder,"Licensed Therapist in Sunrise, Florida. Counseling and Life Coaching empowering you to LIVE A LIFE YOU LOVE.",1951,366,17,"Fort Lauderdale, Fl"
131391499,habashr,,42,62,9,
313662836,kristinmijares,✌🏼,270,2947,19,Tallahassee
294914097,jonathanrender,"Night Club Promoter - Hollywood, ca
rendercorp@hotmail.com
323 244 50 88",240,810,0,"hollywood, ca"
21271407,Soraya703,,180,64,2,"Washington, DC"
299184047,Kenishaeqr,,490,41,0,New Hampshire
149616163,natpackk,"Grudges are a waste of perfect happiness. Laugh when you can, apologize when you should & let go of what you can't change.",90,350,16,
45159876,megpie723,Mrs. Crawford / Happy-Go-Lucky / New Orleans Native / Loyola University Alum / Graphic Designer Extraordinaire,139,140,130,New Orleans 
18803659,abeck502,"ENFJ, graphic designer, student, fauxhawker, cash money enthusiast, and future jeopardy! contestant.",108,214,2,NOLA
295562868,natedegerstedt,ΒΕΓΓΑΡΣ,481,812,386,The Beaver State~Oregon
313362945,terra_dactyl,"very batty, not kidding",470,1137,609,"New Orleans, LA"
36844687,rrs16,"Aint nothing to it, but to do it",261,225,97,"Fort Worth, Tx"
294133833,NOLAGrlProblems,Do I look like the kind of girl that wants a hand grenade?,897,387,2,New Orleans
319142177,LoynoProblems,"I got 99 problems, and wolfbucks are always one.",681,255,26,"New Orleans, LA"
316220418,MaffSo,,110,349,0,"New Orleans, Louisiana"
315499870,anassa2012,cute and lovely creature,1753,223,0,
59701490,LeighP53,Math and Engineering teacher at Chalmette High. @Loyola_NOLA graduate. Certified geek. Wanna-be foodie.,317,2087,97,"New Orleans, La."
246875586,Paulbergelt2,,122,78,3,Kissimmee
309322795,MariellyAbzun,Geaux Tigers,358,973,414,New Orleans. Tampa. Medellin.
84012598,Mcarue,aka Big Mike aka Mikeyboombotz aka Fat Mike aka Sarge aka That Dude. #WhatYouNeedToKnow I got New York on My Mind,248,209,28,New Orleans
50699323,madierobison,"I enjoy Arnold Palmers, yet I hate iced tea.",279,628,63,New Orleans
34976607,Carrra,,251,418,19,
38333678,alexismccall10,Alexis. Twenty-four. Wino.,170,7065,4579,"Chicago, IL"
302264424,Tiana255Gomez,,162,2,0,
260886245,ConstanceAnna,to be honest... I'm really terrible at this Twitter thing... but can you really knock a girl for trying?,393,878,239,USA
40579456,SurahSoWhat,"Opera singer, long nap enthusiast, best friend, beholder of awesome.  Los Angeles, New Orleans, Orlando.",311,4826,1789,
22525653,ebabycos,,225,693,53,New Orleans
241326638,CecylC,I'm the one you heard about.,107,140,14,
291502799,FlushedAllen,"Allen R. Hall lives in New Orleans, LA. He has a gorgeous Great Pyrenees dog named Willa whom people are far more interested in.",212,1988,355,"New Orleans, LA"
293767020,NGS1989,Follow me to hear awesome accounts of my adventures in wonderful world that is New Orleans!,221,66,0,"New Orleans, LA"
230558216,Alewishious,"poet, photographer, and mystery maker.",160,1339,9,"New Orleans, U.S.A"
190795131,PRSSALoyolaNOLA,"We seek to advance the public relations profession,enhance your education,broaden your network & launch your career. Interested in joining let us know!",387,933,139,"Loyola University, New Orleans"
19608297,HRC,The Human Rights Campaign is America’s largest civil rights organization fighting every day for a world where #LGBTQ people are treated #EqualEverywhere.,162275,33466,11242,"Washington, DC"
91920595,amypolansky,,70,50,0,"New Orleans, Louisiana"
291494913,APELKHAZ,,420,2,1122,London - New Orleans 
291466866,Mr_DavidZelaya,Loyola New Orleans Alum- Searching for the Magis. Doctoral Student at GSU.,159,285,122,
291352110,Ben_Downey,,40,10,0,DALLAS TX
14453514,salobonavia,enfant terrible,876,42722,22305,New Orleans
229550408,rock_n_bowl,The best live music in New Orleans... perhaps the world! Rock'N'Bowl® is a trademarked and true New Orleans original!,1912,1652,266,"New Orleans, LA"
31434087,ErlSwirl,supporting our troops and loving America!,162,1034,1,
290272772,Nichtroll,,92,34,1,
15819731,AndrewPoland,,471,708,20,New Orleans LA
280330085,kieran_harper,,190,595,36,"New Orleans, LA"
213516311,cblumey,"In America, there is New York, San Francisco and New Orleans. Everywhere else is Cleveland.",384,1217,150,Nola baby
271465264,justicedardeau,,50,53,0,
191416529,JPetitoRoss,Graduate of Loyola University New Orleans in Advertising/Marketing. Member of Phi Kappa Psi Fraternity. Doing Marketing for Non Profits.,193,2189,6,Princeton NJ
274656997,kermichele,mouse detective. editorial assistant at @henryholt. stories in @theschooner @indianareview @oneteenstory & more. ex-evangelical; extremely bisexual.,870,19033,114759,nyc
229405727,Anjoly11,,66,14,0,
125234694,Miss_IAmErica,Seattle native. New Orleanian at heart.,368,1475,81,"New Orleans, LA"
51230018,missokb,"Financial economist, political junkie, and fashion blogger. Follow the link below for fashion, and follow me at https://t.co/gSk3eTCLop for politics etc. Cheers!",172,1294,161,"Washington, DC"
111504029,gogabigabi,[aspiring]: actress | singer | performer | designer | YouTuber | work in progress | 🇵🇷 | resistance artist,339,6536,891,earth 
23367202,Carl_HarrisonJr,The lens is my weapon.,589,7454,1172,"Saint Roch, New Orleans, LA"
25455711,BruceWaynConr,"Love, Live, Life. ~1906~",215,9475,32,"ÜT: 30.01968,-90.0065"
282590437,lizdaino,Freelance Photographer I New Orleans transplant by the way of New York,1010,2027,847,Instagram: @lizdaino
112515810,johnpaulbassnow,Account depreciated. Bass playing active. + much more.  find me @johnpaulwhatnow,360,1675,10,New Orleans
18059729,cjbowers,"Reader, listener, public school advocate, school-reform-reformer. Childhood nickname was 'Actually,' and I'm still a real pain.",984,56,3456,
150001760,JacquelineMST,ATL 🍑 IG: @jacquelinemickaela,512,1524,2386,
238788385,claireEcarenza,Show a little faith there's magic in the night,126,3024,358,
278700376,MonsterPat28,i need high ceilings,125,1231,10,new orleans
277334007,bridgiotto516,Taco specialist. Travel lover. Hardcore student. General bacon guru. Subtly charming music fanatic.,611,3370,573,NOLA
127506475,lmariemoss,👩🏽 Human. ⭐️ I like discussing life + leadership with women of color. 👩🏽‍💻@BossedUpOrg Trainer. 👛 Nyx Sister. ⚜️ Louisiana Proud.,387,8417,4437,"Louisiana, USA"
272089381,xprettylittleMC,"obsessed with miley cyrus, lady gaga and pretty little liars. yupp.",510,1620,0,newyork.
20735425,ZacharyLombardo,Harmonica Player.  Eagle Scout. @Loyola_NOLA and @FSUCollegeofLaw alumnus. @WPL_Legal attorney.,716,2558,27,FL
241876313,bettersongs,"Make your next song your best song with tips, tweets, interviews, articles, sites, contests and more from Better Songwriting . com, the #1 site for songwriters.",1800,66,0,
26289143,leefgomila,Nashville. Music biz.,772,5526,1577,"Nashville, TN"
269129904,Mnkammer,tl;dr light changes as it passes through stuff. here's how we use that to watch molecules change shape. here's how we can use that to detect cancer. Vanderbilt.,355,859,129,Nashville
214761634,carolinebTV,Journalist @ABCnews4:: ccbalchunas@sbgtv.com ::Swearing & Daring:: curiouser and curiouser 🌎 ☀️🦈🐙🐝🦋,1112,3141,1714,"Charleston, SC"
251557064,fuduloti,,36,42,0,
143277112,Sam_Gable_,"If you're not fluctuating, you're not living.",370,411,408,New Orleans
28064476,grace_neilso,,48,88,0,New Orleans
104271547,apertuit,"I make shit happen. Then I tear it down, pack it up, and do it again tomorrow.",276,9265,1,"New Orleans, LA"
25272008,vdef,voile rouge   +34661197365,2269,2501,1311,"Formentera, Spain"
103363694,cadennis456,Verified.,281,1182,271,"Texas, USA"
252735129,alexsanford15,,36,3,0,
263716765,ZunnyD14,,67,384,38,
67739466,gepalomb,,127,214,6,
197168826,Shmamber19,Here's to living single and drinking double,380,1256,170,The Nola
39508393,Stainedredmoon,,1393,634,6,miami
29781579,krisnine,,119,1687,0,
255919761,Margitzizcx,,47,0,0,
23562661,lizzygood,,219,219,18,Miami 
115054486,Madgetastical,English Literature graduate. Copywriter. Blogger on sabatical. Social media fanatic. Thinker. Likes stationary and lists. Dislikes misuse of capital letters,492,1435,12,"Glasgow, Scotland"
60501038,haleyhumiston,,371,0,158,
51904555,Gabby_H,NOLA! Pure Barre Teacher @PBNOLA Student at UNO. Mommy to a precious little boy,585,5196,1384,NOLA
