postId,hashtags1,hashtags2,hashtags3,hashtags4,hashtags5,hashtags6,hashtags7,hashtags8,hashtags9,
7.37E+17,themountainandtheviper, daenerys,,,,,,,,
7.36E+17,,,,,,,,,,
7.35E+17,themountainandtheviper, tyrion, lannister,,,,,,,
7.28E+17,gameofthrones, thenormalheart,,,,,,,,
7.27E+17,tyrion, mockingbird, freetyrion,,,,,,,
7.25E+17,mockingbird, daenerys,,,,,,,,
7.24E+17,mockingbird, arya, needle,,,,,,,
7.21E+17,thelawsofgodsandmen, tyrion, jaimelannister, gameofthrones,,,,,,
7.20E+17,thelawsofgodsandmen, tyrionlannister,,,,,,,,
7.16E+17,arya, thehound, firstofhisname, gameofthrones,,,,,,
7.15E+17,jonsnow, ghost, firstofhisname, gameofthrones,,,,,,
7.12E+17,daenerys, gameofthrones,,,,,,,,
7.10E+17,tyrion, jaimelannister, oathkeeper, gameofthrones,,,,,,
7.06E+17,daenerys, breakerofchains, got, gameofthrones,,,,,,
7.04E+17,thehound, gameofthrones, breakerofchains, got, arya, aryastark, hbo,,,
7.02E+17,tyrion, jaimelannister, lannister, thelionandtherose, gameofthrones,,,,,
7.01E+17,cerseilannister, brienneoftarth, thelionandtherose, purplewedding, got, hbo,,,,
7.00E+17,joffrey, kingjoffrey, joffreybaratheon, purplewedding, gameofthrones, got, thelionandtherose,,,
6.99E+17,gameofthrones, thelionandtherose, purplewedding, jackgleeson, joffrey, kingjoffrey,,,,
6.97E+17,gameofthrones, got, ygritte, wildlings, twoswords,,,,,
6.96E+17,nationalsiblingsday, jaimelannister, cerseilannister, cersei, lannister, gameofthrones, twoswords, got, hbo,
6.95E+17,khaleesi, daenerys, targaryen, dragons, gameofthrones, hbo, got, danytargaryen, daenerystargaryen, twoswords
6.94E+17,thehound, gameofthrones, twoswords, got, arya, aryastark, hbo,,,
6.93E+17,gotseason4, takethethrone, doubletap,,,,,,,
6.92E+17,aryastark, gotseason4, gotonset, gameofthrones,,,,,,
6.92E+17,nikolajcosterwaldau, jaimelannister, cerseilannister, gotseason4, gotonset, gameofthrones,,,,
6.91E+17,rorymccann, thehound, gotseason4, gotonset, gameofthrones,,,,,
6.90E+17,gotseason4, gameofthrones, lannister, gotonset,,,,,,
6.89E+17,gotseason4, gameofthrones, jonsnow, gotonset,,,,,,
6.89E+17,gotseason4, gameofthrones, gotonset, daenerys,,,,,,
6.81E+17,gotepic, brooklyn, gameofthrones, dracarys, dragon, daenerys, arya, hbo,,
6.81E+17,beautifuldeath, gotepic, gameofthrones, brooklyn, barclayscenter, hbo,,,,
6.81E+17,gotepic, brooklyn, gameofthrones, barclayscenter, hbo, ommegang, beer,,,
6.81E+17,gotepic, dracarys, brooklyn, barclayscenter, hbo,,,,,
6.79E+17,tyrion, gotpremierenyc,,,,,,,,
6.79E+17,gotseason4, gotpremierenyc,,,,,,,,
6.79E+17,gotpremierenyc,,,,,,,,,
6.79E+17,gotpremierenyc, gameofthrones, hbo,,,,,,,
6.79E+17,hodor, gotpremierenyc,,,,,,,,
6.79E+17,tyrion, gotpremierenyc, gameofthrones,,,,,,,
6.79E+17,greywind, gotpremierenyc, gameofthrones, hbo, sansastark, sansa,,,,
6.79E+17,joffrey, gotpremierenyc, gameofthrones, hbo, jackgleeson,,,,,
6.79E+17,gotpremierenyc, gameofthrones, hbo, roosebolton, redwedding,,,,,
6.79E+17,gotpremierenyc, gameofthrones, aryastark,,,,,,,
6.79E+17,gotpremierenyc, hboboxing, boxing, miguelcotto,,,,,,
6.79E+17,ygritte, gotpremierenyc, gameofthrones, hbo,,,,,,
6.79E+17,thehound, gotpremierenyc, gameofthrones,,,,,,,
6.79E+17,daenerys, gotpremierenyc, gameofthrones, hbo, emiliaclarke,,,,,
6.79E+17,gotpremierenyc, gameofthrones,,,,,,,,
6.79E+17,grrm, gotpremierenyc, gameofthrones, dragon, georgerrmartin, hbo,,,,
6.79E+17,tyrion, gotpremierenyc, gameofthrones, hbo,,,,,,
6.79E+17,gotpremierenyc, gameofthrones, hbo,,,,,,,
6.79E+17,gotpremierenyc, gameofthrones, hbo,,,,,,,
6.79E+17,gotpremierenyc, gameofthrones, direwolf,,,,,,,
6.76E+17,khal, khal, gameofthrones,,,,,,,
6.76E+17,gotpremierenyc, facebook,,,,,,,,
6.75E+17,emiliaclarke, peterdinklage, maisiewilliams, gameofthrones, gotpremierenyc, facebooklive, gotseason4,,,
6.73E+17,grumpofthrones, grumpycat, cats, gameofthrones, gotexhibit, sxsw, sxsw14, dragons,,
6.73E+17,grumpycat, catsofinstagram, cats, gameofthrones, gotexhibit, sxsw, sxsw14, grumpofthrones,,
6.73E+17,gotexhibit, grumpofthrones, gameofthrones, grumpycat, cats, daenerys, catsofinstagram, sxsw, sxsw14,
6.72E+17,gotexhibit, sxsw, sxswesteros, sxsw14, gameofthrones, thehound,,,,
6.72E+17,arya, greywind, instastream, gotexhibit, sxsw, instagram, gameofthrones,,,
6.72E+17,instastream, gotexhibit, instagram, sxsw, gameofthrones,,,,,
6.72E+17,gotexhibit, sxsw, sxswesteros, gameofthrones, lannister,,,,,
6.71E+17,dracarys, drogon, gotexhibit, sxsw, sxswesteros, gameofthrones, common, catchthethrone,,
6.71E+17,gotexhibit, sxsw, sxswesteros, gameofthrones,,,,,,
6.71E+17,hodor, gotexhibit, sxsw, sxswesteros,,,,,,
6.71E+17,gotexhibit, sxsw, sxswesteros, gameofthrones, arya, aryastark,,,,
6.71E+17,gotexhibit, gameofthrones, sxsw, sxswesteros,,,,,,
6.71E+17,brienne, gotexhibit, sxsw, gameofthrones, sxswesteros,,,,,
6.71E+17,hodor, vip, gotexhibit, sxsw, gameofthrones, sxswesteros,,,,
6.71E+17,sxsw, gotexhibit, gotexhibit,,,,,,,
6.65E+17,valyrian, gameofthrones, valarmorghulis, dragons,,,,,,
6.64E+17,valarmorghulis, gotseason4,,,,,,,,
6.64E+17,valarmorghulis, gotseason4,,,,,,,,
6.64E+17,valarmorghulis, gotseason4,,,,,,,,
6.63E+17,gotseason4, gameofthrones, daenerys, targaryen, dragon, hbo, danytargaryen, khaleesi,,
6.60E+17,gameofthrones, jonsnow, ghost,,,,,,,
6.59E+17,gotseason4, westerosproblems, gotseason3, gameofthrones,,,,,,
6.58E+17,catchthethrone, gameofthrones,,,,,,,,
6.58E+17,nedstark, catchthethrone, gameofthrones, got,,,,,,
6.56E+17,doubletap, valentinesday, happyvalentinesday, emiliaclarke, daenerys, khaldrogo, targaryen, gotonset,,
6.53E+17,gotseason4, gameofthrones, gotonset, daenerys, daenerystargaryen, targaryen,,,,
6.48E+17,nikolajcosterwaldau, jaimelannister, gotseason4, gotonset, gameofthrones,,,,,
6.46E+17,gotexhibit, gameofthrones,,,,,,,,
6.45E+17,housestark, gameofthrones, robbstark, tbt, throwbackthursday,,,,,
6.41E+17,gotexhibit, gameofthrones,,,,,,,,
6.36E+17,arya, thehound, gotseason4, aryastark, gameofthrones, maisiewilliams, gotonset,,,
6.35E+17,gotseason4, gameofthrones, gotonset, lannister, cerseilannister, jaimelannister,,,,
6.30E+17,gameofthrones, doubletap, gotseason4, hbo,,,,,,
6.20E+17,doubletap, gameofthrones, jonsnow, kitharington, birthday, happybirthday,,,,
6.19E+17,gameofthrones, christmas, merrychristmas, dracarys, happyholidays,,,,,
6.16E+17,got, gameofthrones, winter, wintersolstice, whitewalkers,,,,,
6.15E+17,tywin, gameofthrones, lannister, joffrey, lannister, tyrion, tyrionlannister, tywinlannister,,
6.13E+17,gameofthrones, jonsnow, winter, whitewalkers,,,,,,
6.10E+17,roastjoffrey, gameofthrones, comedy, joffrey, kingjoffrey,,,,,
6.09E+17,roastjoffrey, gameofthrones, kingjoffrey, joffreybaratheon, comedy,,,,,
6.02E+17,gotseason4, gameofthrones, gotonset, daenerys, daenerystargaryen, targaryen,,,,
5.99E+17,thronesgiving, dracarys, thanksgiving,,,,,,,
5.98E+17,gotfunko, gameofthrones, funko,,,,,,,
5.97E+17,gotseason4, gameofthrones, gotonset, tyrion, lannister, cerseilannister, jaimelannister,,,
5.92E+17,daenerys, gotseason4, gotonset, daenerystargaryen, khaleesi, gameofthrones,,,,
5.88E+17,got, blackwater, funko,,,,,,,
5.82E+17,emiliaclarke, daenerys, gotseason4, gotonset, daenerystargaryen, targaryen, danytargaryen, gameofthrones,,
5.79E+17,gothalloween, gameofthrones, halloween, pumpkin, nedstark,,,,,
5.77E+17,jonsnow, castleblack, gotseason4, gameofthrones, gotonset, taketheblack, nightswatch,,,
5.74E+17,gameofthrones, nightswatch, jonsnow, throwbackthursday, tbt, taketheblack,,,,
5.72E+17,arya, thehound, gotseason4, gotonset, gameofthrones,,,,,
5.69E+17,spiritday, gameofthrones, lgbt,,,,,,,
5.67E+17,charlesdance, lannisters, gotseason4, jaimelannister, cersei, tyrion, tywin, gameofthrones, gotonset,
5.65E+17,gameofthrones, nationalcomingoutday, lgbt,,,,,,,
5.64E+17,jonsnow, throwbackthursday, tbt, aryastark, arya, gameofthrones,,,,
5.62E+17,whitewalker, johnbradley, gotseason4, gameofthrones, gotonset, nightswatch, samwelltarley,,,
5.59E+17,doubletap, gameofthrones, cersei, cerseilannister, lannister, nameday, birthday, lenaheadey, throwbackthursday, tbt
5.56E+17,lenaheadey, gotseason4, gotonset, gameofthrones,,,,,,
5.51E+17,jonsnow, whitewalker, kitharington, gotseason4, gameofthrones, gotonset, nightswatch, taketheblack,,
5.49E+17,grrm, georgerrmartin, nameday, birthday, gameofthrones, lannister,,,,
5.48E+17,khaldrogo, dothraki, gameofthrones, throwbackthursday, tbt,,,,,
5.46E+17,gotfunkos, gotseason4, gameofthrones, doubletap, gotonset,,,,,
5.44E+17,gameofthrones, whitewalkers, fridaythe13th, nightswatch, jonsnow,,,,,
5.33E+17,khaldrogo, throwbackthursday, tbt, dothraki, daenerys, gameofthrones,,,,
5.23E+17,thehound, tyrion, throwbackthursday, tbt, gameofthrones, lannister,,,,
5.18E+17,jaimelannister, gameofthrones, throwbackthursday, tbt,,,,,,
5.13E+17,doubletap, khaldrogo, sunandstars, dothraki, gameofthrones, birthday, throwbackthursday, tbt, jasonmomoa,
5.09E+17,doubletap, nameday, lannister, jaimelannister, birthday, happybirthday, gameofthrones,,,
5.04E+17,jointherealm, wildfire, blackwater, tyrion, gameofthrones, comiccon, sdcc,,,
5.04E+17,icymi, emiliaclarke, gotsdcc, gameofthrones, comiccon, gotsdcc, jointherealm,,,
5.04E+17,peterdinklage, tyrion, gotsdcc, gameofthrones, comiccon, sdcc,,,,
5.04E+17,gotsdcc, gameofthrones, comiccon, sdcc,,,,,,
5.04E+17,jonsnow, kitharington, sdcc, gameofthrones, comiccon, gotsdcc,,,,
5.04E+17,emiliaclarke, gameofthrones, warnerbrothers,4545, sdcc, gotsdcc, jointherealm, comiccon,,
5.04E+17,savethevamps, trueblood, comiccon, gameofthrones, sdcc,,,,,
5.04E+17,jointherealm, gameofthrones, sdcc, gameofthrones, comiccon,,,,,
5.04E+17,westeros, essos, gotsdcc, sdcc, gameofthrones, comiccon,,,,
5.04E+17,khaldrogo, gameofthrones, sdcc, comiccon, gotsdcc, dothraki,,,,
5.04E+17,sdcc, gotsdcc, gameofthrones, comiccon,,,,,,
5.03E+17,taketheblack, gameofthrones, ommegang, sdcc,,,,,,
5.03E+17,westeros, essos, sdcc, jointherealm, gameofthrones, comiccon,,,,
5.02E+17,doubletap, jointherealm, comiccon, gameofthrones, sdcc,,,,,
4.98E+17,jaimelannister, lannister, gameofthrones, throwbackthursday, tbt,,,,,
4.97E+17,nightswatch, jonsnow, gameofthrones, taketheblack,,,,,,
4.93E+17,4thofjuly, gameofthrones, independenceday, happy4th, july4th, tyrionlannister, tyrion,,,
4.92E+17,daenerys, gameofthrones, khaleesi,,,,,,,
4.88E+17,gotfunko, gameofthrones,,,,,,,,
4.88E+17,gameofcones,,,,,,,,,
4.88E+17,gameofcones,,,,,,,,,
4.88E+17,gameofcones,,,,,,,,,
4.88E+17,gameofcones, gameofthrones,,,,,,,,
4.88E+17,gameofcones,,,,,,,,,
4.88E+17,gameofcones,,,,,,,,,
4.87E+17,marriageequality, gameofthrones,,,,,,,,
4.86E+17,khaleesi, serjorah, gameofthrones, birthdays, happybirthday,,,,,
4.83E+17,gameofthrones, summersolstice, tgif, summer, summertime,,,,,
4.81E+17,richardmadden, gameofthrones, robbstark, happynameday, birthday,,,,,
4.80E+17,lannisters, dobadthings, trueblood, gameofthrones, hbomashups,,,,,
4.80E+17,nedstark, doubletap, gotdads, happyfathersday, fathersday, gameofthrones,,,,
4.78E+17,flagday, jointherealm, gameofthrones, housestark, happyflagday,,,,,
4.78E+17,jaimelannister, gameofthrones, throwbackthursday, tbt, lannister,,,,,
4.77E+17,gameofthrones, robbstark, redwedding, therainsofcastamere,,,,,,
4.76E+17,lannister, doubletap, tyrion, tyrionsays, gameofthrones, tyrionlannister, peterdinklage, birthday,,
4.75E+17,gameofthrones, doubletap, fireandblood,,,,,,,
4.72E+17,khaldrogo, daenerystargaryen, gameofthrones, throwbackthursday, tbt, dothraki, daenerys, khaleesi,,
4.71E+17,gameofthrones, robbstark, therainsofcastamere,,,,,,,
4.67E+17,gameofthrones, throwbackthursday, tbt, nedstark, jaimelannister,,,,,
4.67E+17,jonsnow, gameofthrones, gotquotes,,,,,,,
4.65E+17,,,,,,,,,,
4.64E+17,gameofthrones,,,,,,,,,
4.62E+17,tyrion, gameofthrones, throwbackthursday, tbt, jonsnow, tyrionlannister,,,,
4.62E+17,tyrionlannister, secondsons, gameofthrones, tyrion,,,,,,
4.61E+17,cerseilannister, gameofthrones, secondsons, gotquotes,,,,,,
4.60E+17,doubletap, gameofthrones, secondsons, daenerystargaryen, daenerys,,,,,
4.58E+17,jaimelannister, beary, gameofthrones, bearandmaidenfair, tgif,,,,,
4.57E+17,throwbackthursday, tbt, renlybaratheon, renly, gameofthrones,,,,,
4.57E+17,thehound, bearandmaidenfair, aryastark, gameofthrones, gotquotes,,,,,
4.56E+17,ygritte, gameofthrones, bearandmaidenfair, jonsnow, gotquotes,,,,,
4.54E+17,doubletap, fireandblood, gameofthrones, mothersday, targaryen, daenerys, khaleesi,,,
4.54E+17,cersei, gotmoms, mothersday, gameofthrones,,,,,,
4.52E+17,thehound, throwbackthursday, tbt, blackwater, gameofthrones,,,,,
4.52E+17,westeros, gameofthrones, funko,,,,,,,
4.52E+17,daenerys, targaryen, daenerystargaryen, gameofthrones, gotquotes, targaryen, khaleesi,,,
4.51E+17,tyrion, gameofthrones, gotquotes, theclimb, cersei, lannister,,,,
4.50E+17,jonsnow, gameofthrones, kitharington, nightswatch, taketheblack,,,,,
4.49E+17,doubletap, gameofthrones, theclimb, whitewalker, cincodemayo,,,,,
4.42E+17,throwbackthursday, gameofthrones, dothraki, khaldrogo, tbt,,,,,
4.41E+17,doubletap, gameofthrones, daenerys, khaleesi, daenerystargaryen,,,,,
4.36E+17,aryastark, aryasays, gameofthrones, housestark,,,,,,
4.32E+17,nedstark, throwbackthursday, gameofthrones, housestark,,,,,,
4.31E+17,jonsnow, gameofthrones, housestark,,,,,,,
4.27E+17,throwbackthursday, tbt, gameofthrones, jaimelannister, cerseilannister, lannister,,,,
4.26E+17,gotexhibit, gameofthrones, gotnyc,,,,,,,
4.25E+17,gameofthrones, fireandblood, doubletap,,,,,,,
4.24E+17,gameofthrones, doubletap, fireandblood, daenerys, targaryen, got331,,,,
4.23E+17,gameofthrones, got331, daenerys, targaryen, fireandblood,,,,,
4.23E+17,got331, winteriscoming, gameofthrones, housestark, jointherealm,,,,,
4.22E+17,gameofthrones, got331, cerseilannister, houselannister,,,,,,
4.22E+17,throwbackthursday, gameofthrones, daenerys, khaldrogo,,,,,,
4.20E+17,marriageequality, gameofthrones, marriageequalityday, marriageequalityforall, renlybaratheon,,,,,
4.17E+17,gameofthrones,,,,,,,,,
4.17E+17,,,,,,,,,,
4.17E+17,,,,,,,,,,
4.17E+17,,,,,,,,,,
4.17E+17,,,,,,,,,,
4.16E+17,westerosvip,,,,,,,,,
4.16E+17,westerosvip,,,,,,,,,
4.16E+17,,,,,,,,,,
4.16E+17,westerosvip,,,,,,,,,
4.16E+17,,,,,,,,,,
4.16E+17,westerosvip,,,,,,,,,
4.16E+17,westerosvip,,,,,,,,,
4.16E+17,gameofthrones, westerosvip,,,,,,,,
4.16E+17,gameofthrones, westerosvip,,,,,,,,
4.15E+17,,,,,,,,,,
4.15E+17,gameofthrones,,,,,,,,,
4.15E+17,,,,,,,,,,
4.15E+17,gameofthrones, westerosvip,,,,,,,,
4.15E+17,gameofthrones, westerosvip,,,,,,,,
4.15E+17,westerosvip, gameofthrones,,,,,,,,
4.15E+17,,,,,,,,,,
4.15E+17,gameofthrones, westerosvip,,,,,,,,
4.15E+17,gameofthrones, westerosvip,,,,,,,,
4.15E+17,gameofthrones, westerosvip,,,,,,,,
4.15E+17,gameofthrones, westerosvip,,,,,,,,
4.15E+17,gameofthrones, westerosvip,,,,,,,,
2.03E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,gameofthrones,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,gameofthrones,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,forthethrone,,,,,,,,,
2.02E+18,happynationalsiblingsday,,,,,,,,,
2.02E+18,gameofthrones,,,,,,,,,
2.02E+18,thefinalseason,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.02E+18,,,,,,,,,,
2.01E+18,,,,,,,,,,
2.01E+18,gotpremierenyc,,,,,,,,,
2.01E+18,gotpremierenyc,,,,,,,,,
2.01E+18,,,,,,,,,,
2.01E+18,,,,,,,,,,
2.01E+18,,,,,,,,,,
2.01E+18,,,,,,,,,,
2.01E+18,,,,,,,,,,
2.01E+18,,,,,,,,,,
2.01E+18,,,,,,,,,,
2.00E+18,,,,,,,,,,
2.00E+18,,,,,,,,,,
2.00E+18,,,,,,,,,,
2.00E+18,,,,,,,,,,
2.00E+18,,,,,,,,,,
2.00E+18,,,,,,,,,,
2.00E+18,,,,,,,,,,
2.00E+18,,,,,,,,,,
1.99E+18,gotseason1,,,,,,,,,
1.99E+18,gameofthrones,,,,,,,,,
1.99E+18,,,,,,,,,,
1.99E+18,,,,,,,,,,
1.99E+18,,,,,,,,,,
1.99E+18,,,,,,,,,,
1.99E+18,forthethrone,,,,,,,,,
1.99E+18,,,,,,,,,,
1.98E+18,,,,,,,,,,
1.98E+18,,,,,,,,,,
1.98E+18,ithinkwerealone,,,,,,,,,
1.98E+18,,,,,,,,,,
1.98E+18,,,,,,,,,,
1.98E+18,,,,,,,,,,
1.97E+18,gameofthrones,,,,,,,,,
1.97E+18,,,,,,,,,,
1.97E+18,,,,,,,,,,
1.97E+18,,,,,,,,,,
1.97E+18,,,,,,,,,,
1.97E+18,,,,,,,,,,
1.97E+18,,,,,,,,,,
1.96E+18,,,,,,,,,,
1.96E+18,gameofthrones,,,,,,,,,
1.96E+18,,,,,,,,,,
1.96E+18,,,,,,,,,,
1.96E+18,forthethrone,,,,,,,,,
1.95E+18,,,,,,,,,,
1.95E+18,,,,,,,,,,
1.95E+18,,,,,,,,,,
1.95E+18,,,,,,,,,,
1.94E+18,,,,,,,,,,
1.94E+18,,,,,,,,,,
1.94E+18,,,,,,,,,,
1.94E+18,,,,,,,,,,
1.94E+18,,,,,,,,,,
1.93E+18,,,,,,,,,,
1.93E+18,,,,,,,,,,
1.93E+18,,,,,,,,,,
1.93E+18,,,,,,,,,,
1.93E+18,,,,,,,,,,
1.93E+18,,,,,,,,,,
1.93E+18,,,,,,,,,,
1.93E+18,,,,,,,,,,
1.93E+18,,,,,,,,,,
1.93E+18,gots2,,,,,,,,,
1.93E+18,,,,,,,,,,
1.92E+18,,,,,,,,,,
1.92E+18,sibelkekilli,,,,,,,,,
1.92E+18,,,,,,,,,,
1.92E+18,,,,,,,,,,
1.92E+18,,,,,,,,,,
1.91E+18,,,,,,,,,,
1.91E+18,forthethrone,,,,,,,,,
1.91E+18,mydinnerwithherve,,,,,,,,,
1.91E+18,,,,,,,,,,
1.90E+18,,,,,,,,,,
1.90E+18,gothalloween,,,,,,,,,
1.90E+18,,,,,,,,,,
1.90E+18,,,,,,,,,,
1.90E+18,,,,,,,,,,
1.90E+18,,,,,,,,,,
1.89E+18,,,,,,,,,,
1.89E+18,emmys,,,,,,,,,
1.89E+18,,,,,,,,,,
1.89E+18,,,,,,,,,,
1.89E+18,,,,,,,,,,
1.89E+18,,,,,,,,,,
1.89E+18,,,,,,,,,,
1.89E+18,,,,,,,,,,
1.89E+18,,,,,,,,,,
1.89E+18,,,,,,,,,,
1.89E+18,gotseason8,,,,,,,,,
1.88E+18,,,,,,,,,,
1.88E+18,,,,,,,,,,
1.88E+18,,,,,,,,,,
1.88E+18,theboss,,,,,,,,,
1.88E+18,,,,,,,,,,
1.88E+18,,,,,,,,,,
1.88E+18,,,,,,,,,,
1.88E+18,,,,,,,,,,
1.88E+18,,,,,,,,,,
1.88E+18,,,,,,,,,,
1.88E+18,,,,,,,,,,
1.88E+18,emmys2018,,,,,,,,,
1.88E+18,kimmel,,,,,,,,,
1.87E+18,,,,,,,,,,
1.87E+18,,,,,,,,,,
1.87E+18,,,,,,,,,,
1.87E+18,emmys,,,,,,,,,
1.87E+18,emmy, gameofthrones,,,,,,,,
1.87E+18,emmys,,,,,,,,,
1.87E+18,,,,,,,,,,
1.87E+18,,,,,,,,,,
1.86E+18,,,,,,,,,,
1.86E+18,,,,,,,,,,
1.86E+18,,,,,,,,,,
1.86E+18,,,,,,,,,,
1.86E+18,,,,,,,,,,
1.86E+18,,,,,,,,,,
1.86E+18,,,,,,,,,,
1.85E+18,,,,,,,,,,
1.85E+18,,,,,,,,,,
1.85E+18,,,,,,,,,,
1.84E+18,,,,,,,,,,
1.83E+18,,,,,,,,,,
1.83E+18,,,,,,,,,,
1.83E+18,,,,,,,,,,
1.82E+18,croatia, france,,,,,,,,
1.82E+18,,,,,,,,,,
1.82E+18,,,,,,,,,,
1.82E+18,,,,,,,,,,
1.82E+18,,,,,,,,,,
1.82E+18,,,,,,,,,,
1.81E+18,,,,,,,,,,
1.81E+18,,,,,,,,,,
1.81E+18,,,,,,,,,,
1.81E+18,,,,,,,,,,
1.81E+18,,,,,,,,,,
1.81E+18,,,,,,,,,,
1.81E+18,,,,,,,,,,
1.81E+18,,,,,,,,,,
1.80E+18,,,,,,,,,,
1.80E+18,,,,,,,,,,
1.80E+18,,,,,,,,,,
1.80E+18,,,,,,,,,,
1.80E+18,,,,,,,,,,
1.80E+18,,,,,,,,,,
1.79E+18,,,,,,,,,,
1.79E+18,,,,,,,,,,
1.79E+18,,,,,,,,,,
1.79E+18,,,,,,,,,,
1.79E+18,,,,,,,,,,
1.79E+18,,,,,,,,,,
1.78E+18,,,,,,,,,,
1.78E+18,,,,,,,,,,
1.78E+18,,,,,,,,,,
1.78E+18,,,,,,,,,,
1.78E+18,,,,,,,,,,
1.77E+18,grrm,,,,,,,,,
1.77E+18,,,,,,,,,,
1.77E+18,eitri,,,,,,,,,
1.77E+18,,,,,,,,,,
1.77E+18,,,,,,,,,,
1.76E+18,,,,,,,,,,
1.76E+18,7years7kingdoms, april17th,2011,,,,,,,
1.76E+18,,,,,,,,,,
1.76E+18,,,,,,,,,,
1.76E+18,gotpremiere,,,,,,,,,
1.76E+18,,,,,,,,,,
1.75E+18,,,,,,,,,,
1.75E+18,,,,,,,,,,
1.75E+18,,,,,,,,,,
1.75E+18,,,,,,,,,,
1.75E+18,,,,,,,,,,
1.75E+18,,,,,,,,,,
1.74E+18,,,,,,,,,,
1.74E+18,,,,,,,,,,
1.74E+18,,,,,,,,,,
1.73E+18,,,,,,,,,,
1.73E+18,internationalwomensday,,,,,,,,,
1.73E+18,gameofthrones,,,,,,,,,
1.72E+18,,,,,,,,,,
1.72E+18,,,,,,,,,,
1.72E+18,,,,,,,,,,
1.71E+18,,,,,,,,,,
1.71E+18,,,,,,,,,,
1.71E+18,,,,,,,,,,
1.71E+18,,,,,,,,,,
1.71E+18,,,,,,,,,,
1.71E+18,,,,,,,,,,
1.70E+18,,,,,,,,,,
1.70E+18,,,,,,,,,,
1.70E+18,,,,,,,,,,
1.69E+18,,,,,,,,,,
1.69E+18,,,,,,,,,,
1.69E+18,,,,,,,,,,
1.69E+18,gameofthrones,,,,,,,,,
1.68E+18,,,,,,,,,,
1.68E+18,,,,,,,,,,
1.68E+18,,,,,,,,,,
1.67E+18,,,,,,,,,,
1.67E+18,,,,,,,,,,
1.67E+18,,,,,,,,,,
1.67E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,gots4,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,gots7,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.66E+18,,,,,,,,,,
1.65E+18,,,,,,,,,,
1.65E+18,,,,,,,,,,
1.65E+18,,,,,,,,,,
1.65E+18,,,,,,,,,,
1.65E+18,,,,,,,,,,
1.65E+18,,,,,,,,,,
1.65E+18,,,,,,,,,,
1.65E+18,,,,,,,,,,
1.65E+18,,,,,,,,,,
1.65E+18,,,,,,,,,,
1.65E+18,,,,,,,,,,
1.64E+18,,,,,,,,,,
1.64E+18,,,,,,,,,,
1.64E+18,,,,,,,,,,
1.64E+18,,,,,,,,,,
1.64E+18,gots5,,,,,,,,,
1.64E+18,eleven,,,,,,,,,
1.64E+18,,,,,,,,,,
1.64E+18,,,,,,,,,,
1.64E+18,,,,,,,,,,
1.64E+18,,,,,,,,,,
1.63E+18,,,,,,,,,,
1.63E+18,gots4,,,,,,,,,
1.63E+18,,,,,,,,,,
1.63E+18,,,,,,,,,,
1.63E+18,emmys,,,,,,,,,
1.63E+18,,,,,,,,,,
1.63E+18,,,,,,,,,,
1.63E+18,,,,,,,,,,
1.63E+18,,,,,,,,,,
1.63E+18,,,,,,,,,,
1.63E+18,,,,,,,,,,
1.63E+18,,,,,,,,,,
1.62E+18,,,,,,,,,,
1.62E+18,,,,,,,,,,
1.62E+18,,,,,,,,,,
1.62E+18,,,,,,,,,,
1.62E+18,,,,,,,,,,
1.62E+18,,,,,,,,,,
1.62E+18,,,,,,,,,,
1.62E+18,,,,,,,,,,
1.61E+18,gots7,,,,,,,,,
1.61E+18,,,,,,,,,,
1.61E+18,,,,,,,,,,
1.61E+18,,,,,,,,,,
1.61E+18,,,,,,,,,,
1.61E+18,,,,,,,,,,
1.61E+18,,,,,,,,,,
1.61E+18,gots7,,,,,,,,,
1.61E+18,,,,,,,,,,
1.61E+18,gots7,,,,,,,,,
1.60E+18,,,,,,,,,,
1.60E+18,,,,,,,,,,
1.60E+18,theongreyjoy,,,,,,,,,
1.60E+18,,,,,,,,,,
1.60E+18,,,,,,,,,,
1.60E+18,gameofthrones,,,,,,,,,
1.60E+18,jasonmomoa,,,,,,,,,
1.60E+18,,,,,,,,,,
1.60E+18,,,,,,,,,,
1.60E+18,,,,,,,,,,
1.60E+18,,,,,,,,,,
1.59E+18,,,,,,,,,,
1.59E+18,,,,,,,,,,
