,col
34051,compendium
34052,solicitation
34053,appeal
34055,ingathering
34057,collecting
34058,assembling
34203,checkpoint
34216,bodyguard
34217,escort
34219,accompaniment
34221,date
34276,Y2K
34279,pacer
34280,pacemaker
34281,pacesetter
34283,rampage
34284,violent_disorder
34312,swordfish
34314,Xiphias_gladius
34337,Haiti
34338,Republic_of_Haiti
34339,Hispaniola
34341,Hayti
34382,greaser
34383,wetback
34384,taco
34409,Sarajevo
34410,street
34419,Bosnia
34420,Bosnia_and_Herzegovina
34421,Republic_of_Bosnia_and_Herzegovina
34422,Bosna_i_Hercegovina
34423,Bosnia-Herzegovina
34550,Italy
34551,Italian_Republic
34552,Italia
34554,Grimm
34555,Wilhelm_Grimm
34556,Wilhelm_Karl_Grimm
34558,Jakob_Grimm
34559,Jakob_Ludwig_Karl_Grimm
34612,Africa
34616,techno
34628,development
34629,evolution
34631,organic_evolution
34632,phylogeny
34633,phylogenesis
34648,Seattle
34666,stalk
34672,haunted
34673,obsessed
34675,taken_up
34678,attitude
34679,mental_attitude
34693,memento
34699,calculator
34700,reckoner
34701,figurer
34702,estimator
34703,computer
34705,calculating_machine
34916,battlefield
34917,battleground
34918,field_of_battle
34919,field_of_honor
34971,pathetic
34973,silly
34974,absurd
34975,cockeyed
34976,derisory
34977,idiotic
34980,nonsensical
34981,preposterous
34987,root_word
34989,stem
34994,shank
34997,bow
34998,fore
34999,prow
35001,stem_turn
35006,stanch
35007,staunch
35010,steam
35011,steamer
35017,steam_clean
35032,beaut
35033,dumbbell
35034,dummy
35035,dope
35036,boob
35037,booby
35038,pinhead
35039,breast
35040,bosom
35041,knocker
35043,tit
35044,titty
35045,drop_the_ball
35046,sin
35047,blunder
35049,goof
35051,stroll
35052,saunter
35090,dateline
35091,date_line
35092,International_Date_Line
35095,datemark
35096,date-mark
35097,Jupiter
35099,Jove
35103,list
35104,listing
35106,itemization
35107,itemisation
35109,name
35112,lean
35115,number
35117,Nevada
35118,Silver_State
35119,Battle_Born_State
35120,Sagebrush_State
35121,NV
35122,Realtor
35225,plastic
35226,credit_card
35227,charge_card
35228,charge_plate
35230,fictile
35231,moldable
35234,pliant
35235,formative
35236,shaping
35238,pollution
35239,befoulment
35240,defilement
35242,contamination
35244,subject
35245,topic
35248,motif
35250,melodic_theme
35251,musical_theme
35252,idea
35427,echo
35428,reverberation
35429,sound_reflection
35430,replication
35431,Echo
35436,repeat
35438,resound
35443,recall
35444,Pompeii
35445,fresco
35644,Aladdin
35692,anamorphic
35879,Quito
35880,capital_of_Ecuador
36001,sixties
36002,1960s
36025,cream
36026,pick
36029,ointment
36030,emollient
36033,bat
36034,clobber
36035,drub
36036,thrash
36037,lick
36040,skim_off
36041,cream_off
36098,royal
36100,royal_stag
36110,hungry
36111,athirst
36113,thirsty
36129,desire
36132,need
36133,require
36137,wanted
36138,cherished
36140,treasured
36225,refugee
36317,headline
36318,newspaper_headline
36334,Reno
36651,revolution
36653,rotation
36655,gyration
36656,multiple_sclerosis
36658,disseminated_sclerosis
36659,disseminated_multiple_sclerosis
36660,Mississippi
36661,Magnolia_State
36667,manuscript
36668,ms
36669,Ms
36670,Ms.
36708,matinee_idol
36713,cell
36716,electric_cell
36718,cadre
36719,cellular_telephone
36720,cellular_phone
36721,cellphone
36723,mobile_phone
36725,cubicle
36727,jail_cell
36728,prison_cell
37249,Indian
37250,American_Indian
37251,Red_Indian
37253,Amerind
37254,Amerindian_language
37255,American-Indian_language
37261,Amerindic
37262,Native_American
37291,Israel
37292,State_of_Israel
37293,Yisrael
37294,Zion
37295,Sion
37775,Burbank
37776,Luther_Burbank
37813,weather
37814,weather_condition
37815,conditions
37816,atmospheric_condition
37819,brave
37820,brave_out
37824,upwind
37826,prognosis
37827,forecast
37831,estimate
37832,reckon
37833,count_on
37836,bode
37837,portend
37838,auspicate
37839,prognosticate
37840,omen
37841,presage
37842,betoken
37843,foreshadow
37844,augur
37845,foretell
37846,prefigure
37848,predict
37866,city
37867,metropolis
37868,urban_center
38063,Halab
38064,Aleppo
38065,Alep
38066,homosexual
38067,homophile
38068,homo
38069,gay
38070,cheery
38072,sunny
38074,jocund
38076,jovial
38081,braw
38084,festal
38085,festive
38121,radio
38122,radiocommunication
38123,wireless
38124,radio_receiver
38125,receiving_set
38126,radio_set
38128,tuner
38214,aid
38216,assistance
38218,assistant
38219,helper
38221,supporter
38225,avail
38234,facilitate
38235,help_oneself
38360,tonic_water
38361,quinine_water
38368,keynote
38370,restorative
38373,tonal
38375,accented
38383,botch
38384,bodge
38385,bumble
38386,fumble
38387,botch_up
38388,muff
38390,flub
38391,screw_up
38392,ball_up
38394,muck_up
38395,bungle
38396,fluff
38397,bollix
38398,bollix_up
38399,bollocks
38400,bollocks_up
38401,bobble
38403,louse_up
38404,foul_up
38405,mess_up
38406,fuck_up
38420,thwart
38423,scotch
38424,foil
38425,cross
38426,frustrate
38428,bilk
38429,itch
38431,rape
38433,despoil
38441,spoiled
38442,spoilt
38515,Constantine
38516,Constantine_I
38517,Constantine_the_Great
38518,Flavius_Valerius_Constantinus
38597,mythology
39140,Cornwall
39294,vertical
39295,upright
39298,perpendicular
39300,erect
39304,Cyril
39305,Saint_Cyril
39306,St._Cyril
39307,K2
39308,Godwin_Austen
39309,Mount_Godwin_Austen
39310,Dapsang
39387,shark
39452,Tacoma
39469,cadmium
39470,Cd
39471,atomic_number_48
39472,candle
39473,candela
39474,cd
39475,standard_candle
39476,certificate_of_deposit
39477,CD
39478,compact_disk
39479,compact_disc
39481,four_hundred
39482,400
39485,champ
39486,title-holder
39492,protagonist
39494,admirer
39495,booster
39496,friend
39513,defend
39545,crime
39546,offense
39547,criminal_offense
39548,criminal_offence
39549,offence
39550,law-breaking
39552,murder
39553,slaying
39554,execution
39556,slay
39558,dispatch
39559,bump_off
39560,off
39561,polish_off
39562,remove
39563,mangle
39630,collector
39631,aggregator
39633,gatherer
39634,accumulator
39652,LP
39653,L-P
39678,Zurich
39797,trier
39799,attempter
39800,essayer
40044,cheat_on
40045,cheat
40046,cuckold
40118,Mumbai
40119,Bombay
40120,weber
40121,Wb
40315,sold
40322,prohibition
40323,ban
40324,proscription
40328,banning
40329,forbiddance
40330,forbidding
40331,Bachelor_of_Arts_in_Nursing
40332,BAN
40334,censor
40340,ostracize
40341,ostracise
40342,shun
40343,cast_out
40344,blackball
40354,fear
40355,fearfulness
40356,fright
40361,reverence
40362,awe
40363,veneration
40366,dread
40371,revere
40372,venerate
40378,hope
40379,trust
40397,fob
40398,watch_pocket
40401,watch_chain
40402,watch_guard
40403,flim-flam
40404,play_a_joke_on
40405,play_tricks
40408,fox
40409,pull_a_fast_one_on
40410,play_a_trick_on
40425,spiel
40433,recreate
40465,wreak
40466,make_for
40469,bet
40470,wager
40511,Satan
40512,Old_Nick
40513,Devil
40514,Lucifer
40515,Beelzebub
40516,the_Tempter
40517,Prince_of_Darkness
40518,morning_star
40519,daystar
40520,Phosphorus
40523,lucifer
40524,friction_match
40545,Republican
40546,republican
40548,Republican_River
40549,Q
40550,q
40567,Greenwich_Mean_Time
40568,Greenwich_Time
40569,GMT
40570,universal_time
40571,UT
40572,UT1
40573,Utah
40574,Beehive_State
40575,Mormon_State
40600,Fresno
40601,calcium
40602,Ca
40603,atomic_number_20
40604,California
40605,Golden_State
40606,CA
40607,Calif.
40622,gilbert
40623,Gb
40624,Gi
40625,Gilbert
40626,William_Gilbert
40627,William_S._Gilbert
40628,William_Schwenk_Gilbert
40629,Sir_William_Gilbert
40633,Humphrey_Gilbert
40634,Sir_Humphrey_Gilbert
40636,Cass_Gilbert
40637,azimuth
40638,AZ
40639,Arizona
40640,Grand_Canyon_State
40642,Washington
40643,Evergreen_State
40644,WA
40645,property
40646,belongings
40647,holding
40652,attribute
40653,dimension
40655,prop
40681,Saskatoon
40682,saskatoon
40683,serviceberry
40684,shadberry
40685,juneberry
40686,Oklahoma
40687,Sooner_State
40688,OK
40689,O.K.
40691,okay
40692,okey
40693,okeh
40694,all_right
40695,fine
40696,o.k.
40697,ok
40699,hunky-dory
40700,very_well
40702,alright
40732,Wisconsin
40733,Badger_State
40734,WI
40767,Charlotte
40768,Queen_City
40769,charlotte
40770,North_Carolina
40771,Old_North_State
40772,Tar_Heel_State
40773,NC
40784,nanometer
40785,nanometre
40786,nm
40787,millimicron
40788,micromillimeter
40789,micromillimetre
40790,New_Mexico
40791,Land_of_Enchantment
40792,NM
40951,Tennessee
40952,Volunteer_State
40953,TN
41006,Orlando
41011,Farmington
41046,Coleridge
41047,Samuel_Taylor_Coleridge
41091,Coolidge
41092,Calvin_Coolidge
41093,President_Coolidge
41106,scandium
41107,Sc
41108,atomic_number_21
41109,South_Carolina
41110,Palmetto_State
41111,SC
41112,Security_Council
41114,New_Jersey
41115,Jersey
41116,Garden_State
41117,NJ
41155,Cleveland
41157,Grover_Cleveland
41158,Stephen_Grover_Cleveland
41159,President_Cleveland
41160,moment
41161,mo
41162,minute
41164,bit
41165,molybdenum
41166,Mo
41167,atomic_number_42
41168,Missouri
41169,Show_Me_State
41170,MO
41175,Lyon
41176,Lyons
41178,Second_Council_of_Lyons
41180,First_Council_of_Lyons
41183,Kansas
41184,Sunflower_State
41185,KS
41186,kelvin
41188,potassium
41190,atomic_number_19
41201,kilobyte
41203,KB
41204,kB
41206,kibibyte
41210,KiB
41221,Jacksonville
41226,forty-nine
41227,49
41228,il
41281,brigantine
41282,hermaphrodite_brig
41348,tinea
41349,ringworm
41350,roundworm
41411,marketplace
41412,market_place
41414,grocery_store
41415,grocery
41416,food_market
41419,securities_industry
41422,mart
41430,net_income
41432,net_profit
41433,lucre
41434,profit
41436,earnings
41441,benefit
41443,turn_a_profit
41479,consumption
41480,ingestion
41481,intake
41482,uptake
41483,pulmonary_tuberculosis
41485,phthisis
41486,wasting_disease
41487,white_plague
41489,economic_consumption
41490,usance
41492,use_of_goods_and_services
41494,using_up
41495,expenditure
41496,demand
41498,requirement
41504,necessitate
41505,ask
41506,postulate
41510,involve
41511,call_for
41514,exact
41542,flight
41546,flight_of_stairs
41547,flight_of_steps
41548,escape
41552,trajectory
41558,fledge
42788,goner
42792,crispen
42794,crisp
42850,minion
42851,backpack
42852,back_pack
42853,knapsack
42854,packsack
42855,rucksack
42856,haversack
42858,pack
42864,postdate
42867,fall_out
42869,travel_along
42870,comply
42872,abide_by
42874,come_after
42878,adopt
42880,espouse
42882,take_after
42894,play_along
42895,accompany
42897,keep_up
42898,keep_abreast
42906,surveil
42909,pursue
42913,stick_with
42935,competition
42936,contest
42939,contention
42940,rivalry
42941,rival
42942,challenger
42943,competitor
42945,contender
42971,choice
42974,quality
42975,select
42981,repugn
43025,craps
43026,snake_eyes
43031,Pentagon
43033,pentagon
43046,Medusa
43047,medusa
43048,medusoid
43049,medusan
43053,authorization
43054,authorisation
43055,empowerment
43056,unafraid
43057,fearless
43058,audacious
43060,dauntless
43062,hardy
43063,intrepid
43064,unfearing
43065,motivation
43070,motivating
43071,inspiration
43073,brainchild
43075,divine_guidance
43078,stirring
43079,inhalation
43081,aspiration
43083,breathing_in
43375,bee
43377,bird
43378,birdwatch
43388,fowl
43389,dame
43390,doll
43391,wench
43393,chick
43395,boo
43397,Bronx_cheer
43398,hiss
43399,raspberry
43400,razzing
43401,razz
43402,snort
43404,shuttlecock
43406,birdie
43407,shuttle
43412,video_recording
43461,information
43462,info
43491,grammar
43497,Swaziland
43498,Kingdom_of_Swaziland
43627,kappa
43660,dreamer
43661,idealist
43663,escapist
43665,wishful_thinker
43674,Foreign_Intelligence_Surveillance_Act
43675,FISA
43996,Beatles
43997,Armenian
43999,Armenian_language
44001,Armenian_alphabet
44051,content
44052,message
44054,subject_matter
44057,capacity
44060,cognitive_content
44061,mental_object
44062,contentedness
44066,depicted_object
44069,contented
44095,conformity
44096,conformation
44097,compliance
44098,abidance
44099,complaisance
44101,compliancy
44102,obligingness
44103,deference
44104,submission
44114,uracil
44115,U
44116,uranium
44118,atomic_number_92
44120,u
44127,patrol
44163,Karnataka
44164,Mysore
44165,York
44166,House_of_York
44167,nurse
44168,nanny
44169,nursemaid
44172,harbor
44173,harbour
44175,entertain
44179,breastfeed
44180,suckle
44183,wet-nurse
44184,lactate
44185,give_suck
44186,nursing
44189,breast_feeding
44276,Pakistan
44277,Islamic_Republic_of_Pakistan
44278,West_Pakistan
44279,Malawi
44280,Republic_of_Malawi
44281,Nyasaland
44310,sunlight
44311,sunshine
44312,sun
44313,fair_weather
44315,temperateness
44316,cheerfulness
44317,cheer
44318,sunniness
44368,initiation
44369,founding
44371,institution
44372,origination
44375,introduction
44376,instauration
44377,patent
44378,patent_of_invention
44380,letters_patent
44385,apparent
44386,evident
44387,manifest
44389,plain
44390,unmistakable
44392,blacklist
44393,black_book
44394,shitlist
44672,teens
44675,stripling
44676,teenager
44677,teen
44678,Asian
44679,Asiatic
44688,teenage
44689,teenaged
44690,girl
44692,missy
44693,young_lady
44694,young_woman
44695,fille
44696,female_child
44698,little_girl
44699,daughter
44701,girlfriend
44703,lady_friend
44709,nude
44710,nude_painting
44713,nude_person
44715,nude_sculpture
44716,nude_statue
44717,bare
44718,au_naturel
44719,naked
44721,latex
44722,latex_paint
44724,rubber-base_paint
44725,fetish
44726,juju
44727,voodoo
44728,hoodoo
44730,fetich
44733,bondage
44735,slavery
44736,thrall
44737,thralldom
44738,thraldom
44765,domination
44767,mastery
44768,supremacy
44830,nipple
44831,mammilla
44832,mamilla
44833,pap
44834,teat
44836,titmouse
44900,cunt
44901,puss
44902,pussy
44903,slit
44904,snatch
44905,twat
44906,kitty
44907,kitty-cat
44910,pussycat
44911,purulent
44913,semen
44914,seed
44915,seminal_fluid
44916,ejaculate
44917,cum
44928,thirty
44929,30
44930,XXX
44934,xxx
44943,three
44944,3
44945,III
44946,trio
44947,threesome
44948,tierce
44949,leash
44950,troika
44951,triad
44952,trine
44953,trinity
44954,ternary
44955,ternion
44956,triplet
44957,tercet
44958,terzetto
44959,trey
44960,deuce-ace
44965,massage
44967,rub_down
44968,knead
45030,uniform
45033,unvarying
45034,consistent
45036,undifferentiated
45044,Japanese
45045,Nipponese
45123,amateur
45126,recreational
45127,unpaid
45128,amateurish
45130,inexpert
45131,unskilled
45377,Cam
45378,River_Cam
45379,Cam_River
45380,cam
45381,buttocks
45382,nates
45383,arse
45385,backside
45387,buns
45388,can
45390,hindquarters
45391,hind_end
45392,keister
45393,posterior
45394,prat
45396,rear_end
45397,rump
45398,stern
45401,tail_end
45402,tooshie
45403,tush
45404,bottom
45405,behind
45406,derriere
45407,fanny
45408,ass
45412,fucking
45414,screwing
45416,nooky
45417,nookie
45418,piece_of_ass
45419,piece_of_tail
45421,shag
45422,shtup
45423,arsenic
45424,As
45425,atomic_number_33
45426,American_Samoa
45427,Eastern_Samoa
45428,AS
45761,leg_it
45762,hoof
45763,hoof_it
45765,foot_up
45798,kinky
45799,perverted
45801,frizzly
45802,frizzy
45804,nappy
45805,far-out
45807,offbeat
45808,quirky
45809,way-out
45812,Arauca
45830,Hillary
45831,Edmund_Hillary
45832,Sir_Edmund_Hillary
45833,Sir_Edmund_Percival_Hillary
45862,Ukraine
45863,Ukrayina
45888,ransom
45889,ransom_money
45922,crotchet
45923,bait
45924,come-on
45926,lure
45927,sweetener
45929,claw
45933,hooking
45935,hook_shot
45938,overcharge
45939,soak
45940,surcharge
45941,gazump
45942,fleece
45944,pluck
45945,rob
45947,crochet
45952,thieve
45953,cop
45954,knock_off
45955,glom
45974,snare
45977,accost
45978,vixen
45979,harpy
45980,hellcat
46072,sleepy
46073,sleepy-eyed
46074,sleepyheaded
46096,boomerang
46097,throwing_stick
46098,throw_stick
46099,backfire
46511,raw
46514,unexampled
46517,newfangled
46519,New
46520,Modern
46752,king
46753,male_monarch
46754,Rex
46756,queen
46757,world-beater
46758,baron
46759,big_businessman
46760,business_leader
46762,magnate
46763,mogul
46765,top_executive
46766,tycoon
46768,King
46769,Billie_Jean_King
46770,Billie_Jean_Moffitt_King
46772,B._B._King
46773,Riley_B_King
46775,Martin_Luther_King
46776,Martin_Luther_King_Jr.
46780,centimeter
46781,centimetre
46782,cm
46783,curium
46784,Cm
46785,atomic_number_96
46858,minimalism
46859,minimal_art
46860,reductivism
46940,wave
46941,moving_ridge
46944,undulation
46947,waving
46948,wafture
46953,Wave
46954,beckon
46956,brandish
46960,undulate
46961,flap
46963,curl
46969,bass
46971,bass_part
46973,basso
46974,sea_bass
46976,freshwater_bass
46979,bass_voice
46984,deep
46985,expressway
46986,freeway
46987,motorway
46988,pike
46989,state_highway
46990,superhighway
46991,throughway
46992,thruway
46998,Sun
47004,Sunday
47005,Lord's_Day
47006,Dominicus
47009,sunbathe
47011,insolate
47012,solarize
47013,solarise
47043,liberation
47045,freeing
47047,handout
47048,press_release
47050,dismissal
47051,dismission
47053,firing
47057,sacking
47058,passing
47059,loss
47060,departure
47061,exit
47062,expiration
47063,going
47065,acquittance
47068,button
47070,outlet
47073,spillage
47076,waiver
47079,tone_ending
47080,let_go_of
47081,let_go
47094,put_out
47099,expel
47100,eject
47102,secrete
47138,delivery
47140,sales_talk
47141,sales_pitch
47144,rake
47145,slant
47149,pitch_shot
47151,auction_pitch
47152,lurch
47154,pitching
47165,peddle
47166,monger
47167,huckster
47168,hawk
47169,vend
47171,slope
47172,incline
47174,cant
47175,cant_over
47180,set_up
47187,memorial
47188,monument
47190,repository
47192,site
47193,land_site
47196,web_site
47197,website
47198,internet_site
47200,locate
47366,universal
47367,linguistic_universal
47369,universal_proposition
47371,universal_joint
47373,cosmopolitan
47374,ecumenical
47375,oecumenical
47376,general
47384,partake
47386,partake_in
47408,Dracula
47409,genus_Dracula
47411,Gaza_Strip
47412,Gaza
47413,herder
47414,herdsman
47415,drover
47430,erotic
47432,titillating
47491,dirty
47493,begrime
47494,grime
47495,colly
47496,bemire
47498,soiled
47499,unclean
47502,filthy
47503,lousy
47505,contaminating
47507,pestiferous
47510,muddied
47511,muddy
47514,marked-up
47516,ill-gotten
47518,cheating
47521,unsporting
47522,unsportsmanlike
47524,sordid
47526,terbium
47527,Tb
47528,atomic_number_65
47529,tuberculosis
47530,TB
47531,T.B.
47532,terabit
47533,Tbit
47535,terabyte
47538,tebibyte
47540,TiB
47567,Tibet
47568,Thibet
47569,Xizang
47570,Sitsang
47575,Google
47576,google
47579,antimonopoly
47580,antitrust
47582,data
47584,datum
47585,data_point
47621,crow
47623,Crow
47624,Corvus
47626,brag
47630,vaporing
47631,line-shooting
47632,gasconade
47634,gloat
47635,triumph
47673,psychedelic
47682,quartz_glass
47683,quartz
47684,vitreous_silica
47685,lechatelierite
47686,crystal
47691,inside
47695,Department_of_the_Interior
47696,Interior_Department
47697,Interior
47698,DoI
47757,war
47758,warfare
47760,state_of_war
47907,centripetal
47908,receptive
47909,sensory
47911,sensorial
47912,sensational
47914,disability
47915,disablement
47916,handicap
47917,impairment
47927,fount
48192,woman
48193,adult_female
48195,charwoman
48196,char
48197,cleaning_woman
48198,cleaning_lady
48200,womanhood
48202,fair_sex
48212,aroma
48213,fragrance
48214,perfume
48215,scent
48219,aromatize
48220,aromatise
48301,inch
48302,in
48303,indium
48304,In
48305,atomic_number_49
48306,Indiana
48307,Hoosier_State
48308,IN
48313,inwards
48314,inward
48422,nostalgia
48423,lyric
48424,words
48425,language
48427,lyric_poem
48429,nefarious
48430,villainous
48433,bohrium
48434,Bh
48435,element_107
48436,atomic_number_107
48441,scribble
48442,scrabble
48443,doodle
48455,terminology
48456,nomenclature
48459,strategy
48461,technique
48462,proficiency
48474,human_being
48475,human
48477,anonymous
48478,anon.
48511,Lawrence
48512,Saint_Lawrence
48513,St._Lawrence
48514,Laurentius
48516,T._E._Lawrence
48517,Thomas_Edward_Lawrence
48518,Lawrence_of_Arabia
48520,Sir_Thomas_Lawrence
48522,Gertrude_Lawrence
48524,E._O._Lawrence
48525,Ernest_Orlando_Lawrence
48527,D._H._Lawrence
48528,David_Herbert_Lawrence
48551,dissect
48552,take_apart
48557,psychoanalyze
48558,psychoanalyse
48562,parody
48563,lampoon
48564,spoof
48565,sendup
48566,mockery
48567,takeoff
48568,burlesque
48569,travesty
48570,charade
48571,pasquinade
48572,put-on
48585,oral
48586,oral_exam
48587,oral_examination
48588,viva_voce
48589,viva
48591,unwritten
48595,orgy
48596,binge
48597,splurge
48600,debauch
48601,debauchery
48602,saturnalia
48603,riot
48604,bacchanal
48605,bacchanalia
48606,drunken_revelry
48664,get_together
48665,converge
48668,satisfy
48669,fill
48677,cope_with
48679,gather
48680,assemble
48681,forgather
48682,foregather
48697,contact
48729,breakout
48730,jailbreak
48731,gaolbreak
48732,prisonbreak
48733,prison-breaking
48739,awkward
48742,bunglesome
48743,clumsy
48744,ungainly
48747,cumbersome
48748,inapt
48749,inept
48750,ill-chosen
48752,embarrassing
48753,sticky
48754,unenviable
48756,ill_at_ease
48757,uneasy
48795,Windows
48796,window
48801,windowpane
48812,survival
48813,endurance
48815,survival_of_the_fittest
48816,natural_selection
48817,selection
48823,flame
48824,flaming
48827,ardor
48828,ardour
48829,fervor
48830,fervour
48831,fervency
48833,fervidness
48837,attack
48838,flak
48839,flack
48841,open_fire
48846,displace
48848,give_notice
48851,give_the_axe
48852,send_away
48855,give_the_sack
48856,terminate
48859,go_off
48869,burn
48871,burn_down
48872,fuel
48877,escapism
48878,evasion
48885,leak
48886,leakage
48888,safety_valve
48889,relief_valve
48890,escape_valve
48891,escape_cock
48894,get_away
48895,break_loose
48898,get_off
48907,scat
48909,scarper
48910,turn_tail
48911,lam
48912,run_away
48913,hightail_it
48914,bunk
48915,head_for_the_hills
48916,take_to_the_woods
48918,fly_the_coop
48948,Wyrd
48949,Weird
48950,eldritch
48951,weird
48952,uncanny
48953,unearthly
48955,cult
48956,fad
48957,craze
48958,furor
48959,furore
48961,rage
48965,cultus
48966,religious_cult
48968,corporate_trust
48969,combine
48970,cartel
48971,traitor
48972,treasonist
48973,double-crosser
48974,double-dealer
48975,two-timer
48978,Pompadour
48979,Marquise_de_Pompadour
48980,Jeanne_Antoinette_Poisson
48981,pompadour
48983,mustache
48984,moustache
48985,sideburn
48986,burnside
48987,mutton_chop
48988,side-whiskers
49059,Rockies
49060,Rocky_Mountains
49061,warrior
49068,money
49117,Cuba
49118,Republic_of_Cuba
49120,Ted
49121,Teddy_boy
49178,praseodymium
49179,Pr
49180,atomic_number_59
49181,Puerto_Rico
49182,Porto_Rico
49183,Commonwealth_of_Puerto_Rico
49184,PR
49185,public_relations
49187,entertainment
49188,amusement
49482,Belgrade
49483,Beograd
49484,capital_of_Serbia_and_Montenegro
49485,Serbia
49486,Srbija
49528,opinion_poll
49529,public_opinion_poll
49531,pate
49533,crown
49536,poll_parrot
49544,pollard
49545,polls
50257,conviction
50258,strong_belief
50259,article_of_faith
50261,judgment_of_conviction
50262,condemnation
50264,Benghazi
50549,host
50550,legion
50553,horde
50556,numerous
50668,insomnia
50669,Garland
50670,Judy_Garland
50672,florilegium
50673,garland
50674,miscellany
50675,wreath
50677,coronal
50678,chaplet
50679,lei
50681,banner
50682,streamer
50685,standard
50688,nursery
50689,baby's_room
50690,greenhouse
50692,glasshouse
50693,crushed_leather
50696,jam
50697,press
50698,puppy_love
50699,calf_love
50701,infatuation
50703,crunch
50704,compaction
50705,oppress
50706,suppress
50708,squash
50710,squelch
50714,beat_out
50716,shell
50717,trounce
50718,vanquish
50738,assimilate
50846,bibliophile
50847,booklover
50848,book_lover
50849,pedant
50850,bookworm
50851,scholastic
50853,bookish
50854,studious
50855,ice_cream
50856,icecream
50911,algorithm
50912,algorithmic_rule
50913,algorithmic_program
50919,Apollo
50920,Phoebus
50921,Phoebus_Apollo
50955,thought
50956,thinking
50958,thought_process
50959,cerebration
50960,intellection
50961,mentation
50963,opinion
50964,sentiment
50965,persuasion
51128,mail
51130,mail_service
51131,postal_service
51136,chain_mail
51137,ring_mail
51139,chain_armor
51140,chain_armour
51141,ring_armor
51142,ring_armour
51175,poetry
51176,poesy
51177,verse
51180,celebration
51181,jubilation
51183,festivity
51185,solemnization
51186,solemnisation
51187,sad
51189,deplorable
51190,distressing
51191,lamentable
51192,pitiful
51195,nothing
51196,nil
51197,nix
51198,nada
51199,null
51200,aught
51201,cipher
51202,cypher
51203,goose_egg
51204,naught
51205,zero
51206,zilch
51208,zippo
51210,0
51211,nought
51215,zero_point
51219,zero_in
51225,tolerance
51226,permissiveness
51230,allowance
51231,leeway
51234,fixer
51235,influence_peddler
51236,fixing_agent
51238,mender
51239,repairer
51241,methadone
51242,methadone_hydrochloride
51243,methadon
51244,dolophine_hydrochloride
51246,synthetic_heroin
51264,challenge
51270,dispute
51271,gainsay
51275,take_exception
51469,firefly
51470,fire_beetle
51471,Pyrophorus_noctiluca
51473,lightning_bug
51480,quiet
51481,placidity
51492,glistening
51493,glossy
51495,sheeny
51498,glazed
51536,tabletop
51541,chief
51542,top_dog
51543,foreman
51545,gaffer
51546,honcho
51547,boss
51548,headman
51549,tribal_chief
51550,chieftain
51591,writing
51592,authorship
51594,penning
51596,written_material
51597,piece_of_writing
51601,committal_to_writing
51603,compose
51604,pen
51605,indite
51610,drop_a_line
51669,speechless
51670,dumb
51934,Paris
51935,City_of_Light
51936,French_capital
51937,capital_of_France
51939,genus_Paris
52061,Bangladesh
52062,People's_Republic_of_Bangladesh
52063,Bangla_Desh
52064,East_Pakistan
52066,watercourse
52069,current
52099,Omaha
52100,Maha
52104,support
52108,reinforcement
52109,reenforcement
52110,documentation
52114,livelihood
52116,bread_and_butter
52117,sustenance
52120,supporting
52122,musical_accompaniment
52123,backup
52127,financial_support
52128,funding
52129,backing
52130,financial_backing
52132,back_up
52135,endorse
52136,indorse
52137,plump_for
52138,plunk_for
52142,sustain
52144,confirm
52145,corroborate
52147,substantiate
52149,affirm
52150,subscribe
52153,underpin
52154,bear_out
52158,fend_for
52164,keep_going
52165,digest
52167,stick_out
52168,stomach
52169,bear
52170,stand
52171,tolerate
52173,brook
52174,abide
52177,mugwump
52178,independent
52179,fencesitter
52180,freelancer
52181,freelance
52182,free-lance
52183,free_lance
52185,self-employed_person
52187,autonomous
52189,self-governing
52190,sovereign
52192,main
52196,label
52198,recording_label
52205,pronounce
52207,judge
52417,Kennedy
52418,Jack_Kennedy
52419,John_Fitzgerald_Kennedy
52420,JFK
52421,President_Kennedy
52422,President_John_F._Kennedy
52425,poverty
52426,poorness
52427,impoverishment
52435,focus
52436,focusing
52437,focussing
52438,focal_point
52439,direction
52440,centering
52445,nidus
52446,stress
52451,concentrate
52455,pore
52456,rivet
52458,concenter
52459,concentre
52460,focalize
52461,focalise
52469,sharpen
52471,grade
52472,score
52473,marker
52474,marking
52482,stigma
52483,brand
52484,stain
52486,German_mark
52487,Deutsche_Mark
52488,Deutschmark
52489,Mark
52490,Saint_Mark
52491,St._Mark
52505,Gospel_According_to_Mark
52506,scratch
52507,scrape
52508,scar
52510,crisscross
52513,bell_ringer
52514,bull's_eye
52516,home_run
52521,distinguish
52523,differentiate
52524,commemorate
52527,stigmatize
52528,stigmatise
52534,note
52537,pock
52538,pit
52540,nock
52546,cross_off
52547,cross_out
52548,strike_out
52549,strike_off
52552,check_off
52554,mark_off
52555,tick_off
52556,tick
52560,punctuate
52564,cobalt
52565,Co
52566,atomic_number_27
52598,get_through
52600,come_home
52601,get_across
52602,sink_in
52603,penetrate
52604,fall_into_place
52617,White
52618,White_person
52619,Caucasian
52620,white
52621,whiteness
52623,Edward_White
52624,Edward_D._White
52625,Edward_Douglas_White_Jr.
52627,Patrick_White
52628,Patrick_Victor_Martindale_White
52630,T._H._White
52631,Theodore_Harold_White
52633,Stanford_White
52635,E._B._White
52636,Elwyn_Brooks_White
52638,Andrew_D._White
52639,Andrew_Dickson_White
52641,White_River
